Product,Company,URL,Source,Scraped_By_Selenium,Scraped_By_API,Selenium_Records,API_Records
BEZALIP RETARD,Teva Argentina,https://www.alfabeta.net/precio/bezalip-retard.html,selenium,no,no,0,0
BI1 ALISENOC VAINILLA,Infinity Pharma,https://www.alfabeta.net/precio/bi1-alisenoc-vainilla.html,selenium,no,no,0,0
BI1 DIACARE HPHC VAINILLA,Infinity Pharma,https://www.alfabeta.net/precio/bi1-diacare-hphc-vainilla.html,selenium,no,no,0,0
BI1 DIACARE VAINILLA,Infinity Pharma,https://www.alfabeta.net/precio/bi1-diacare-vainilla.html,selenium,no,no,0,0
BI1 ESPESANTE,Infinity Pharma,https://www.alfabeta.net/precio/bi1-espesante.html,selenium,no,no,0,0
BI1 GLUTAMIN,Infinity Pharma,https://www.alfabeta.net/precio/bi1-glutamin.html,selenium,no,no,0,0
BI1 HP FIBRA CAPUCCINO,Infinity Pharma,https://www.alfabeta.net/precio/bi1-hp-fibra-capuccino.html,selenium,no,no,0,0
BI1 HP FIBRA VAINILLA,Infinity Pharma,https://www.alfabeta.net/precio/bi1-hp-fibra-vainilla.html,selenium,no,no,0,0
BI1 HPHC FRESA,Infinity Pharma,https://www.alfabeta.net/precio/bi1-hphc-fresa.html,selenium,no,no,0,0
BI1 HPHC VAINILLA,Infinity Pharma,https://www.alfabeta.net/precio/bi1-hphc-vainilla.html,selenium,no,no,0,0
BI1 PEPTIDIC VAINILLA,Infinity Pharma,https://www.alfabeta.net/precio/bi1-peptidic-vainilla.html,selenium,no,no,0,0
BI1 PLUS FRESA,Infinity Pharma,https://www.alfabeta.net/precio/bi1-plus-fresa.html,selenium,no,no,0,0
BI1 PLUS VAINILLA,Infinity Pharma,https://www.alfabeta.net/precio/bi1-plus-vainilla.html,selenium,no,no,0,0
BI1 PROTEIN,Infinity Pharma,https://www.alfabeta.net/precio/bi1-protein.html,selenium,no,no,0,0
BI1 VIA DIACARE,Infinity Pharma,https://www.alfabeta.net/precio/bi1-via-diacare.html,selenium,no,no,0,0
BI1 VIA DIACARE HPHC,Infinity Pharma,https://www.alfabeta.net/precio/bi1-via-diacare-hphc.html,selenium,no,no,0,0
BI1 VIA FIBRA STANDARD,Infinity Pharma,https://www.alfabeta.net/precio/bi1-via-fibra-standard.html,selenium,no,no,0,0
BI1 VIA HPHC FIBRA,Infinity Pharma,https://www.alfabeta.net/precio/bi1-via-hphc-fibra.html,selenium,no,no,0,0
BI1 VIA PROCARE,Infinity Pharma,https://www.alfabeta.net/precio/bi1-via-procare.html,selenium,no,no,0,0
BIALKO,Bioprofarma Bagó,https://www.alfabeta.net/precio/bialko.html,selenium,no,no,0,0
BIANCA,Sempre Giovane,https://www.alfabeta.net/precio/bianca.html,selenium,no,no,0,0
BIASCOR,Biol,https://www.alfabeta.net/precio/biascor.html,selenium,no,no,0,0
BIATAIN ADHESIVO,Coloplast,https://www.alfabeta.net/precio/biatain-adhesivo.html,selenium,no,no,0,0
BIATAIN AG ADHESIVO,Coloplast,https://www.alfabeta.net/precio/biatain-ag-adhesivo.html,selenium,no,no,0,0
BIATAIN AG NO ADHESIVO,Coloplast,https://www.alfabeta.net/precio/biatain-ag-no-adhesivo.html,selenium,no,no,0,0
BIATAIN ALGINATE,Coloplast,https://www.alfabeta.net/precio/biatain-alginate.html,selenium,no,no,0,0
BIATAIN ALGINATE AG,Coloplast,https://www.alfabeta.net/precio/biatain-alginate-ag.html,selenium,no,no,0,0
BIATAIN IBU,Coloplast,https://www.alfabeta.net/precio/biatain-ibu.html,selenium,no,no,0,0
BIATAIN NO ADHESIVO,Coloplast,https://www.alfabeta.net/precio/biatain-no-adhesivo.html,selenium,no,no,0,0
BIATAIN SILICONE,Coloplast,https://www.alfabeta.net/precio/biatain-silicone.html,selenium,no,no,0,0
BIATAIN SILICONE MULTIFORMA,Coloplast,https://www.alfabeta.net/precio/biatain-silicone-multiforma.html,selenium,no,no,0,0
BIATAIN SILICONE SACRO,Coloplast,https://www.alfabeta.net/precio/biatain-silicone-sacro.html,selenium,no,no,0,0
BIATAIN SILICONE TALON,Coloplast,https://www.alfabeta.net/precio/biatain-silicone-talon.html,selenium,no,no,0,0
BIATRIX 100,Baliarda,https://www.alfabeta.net/precio/biatrix-100.html,selenium,no,no,0,0
BIATRIX 200,Baliarda,https://www.alfabeta.net/precio/biatrix-200.html,selenium,no,no,0,0
BIATRIX 25,Baliarda,https://www.alfabeta.net/precio/biatrix-25.html,selenium,no,no,0,0
BIATRIX 300,Baliarda,https://www.alfabeta.net/precio/biatrix-300.html,selenium,no,no,0,0
BIATRIX XR 200,Baliarda,https://www.alfabeta.net/precio/biatrix-xr-200.html,selenium,no,no,0,0
BIATRIX XR 300,Baliarda,https://www.alfabeta.net/precio/biatrix-xr-300.html,selenium,no,no,0,0
BIATRIX XR 400,Baliarda,https://www.alfabeta.net/precio/biatrix-xr-400.html,selenium,no,no,0,0
BIATRIX XR 50,Baliarda,https://www.alfabeta.net/precio/biatrix-xr-50.html,selenium,no,no,0,0
BICALUTAMIDA IMA,IMA,https://www.alfabeta.net/precio/bicalutamida-ima.html,selenium,no,no,0,0
BICALUTAMIDA KEMEX,Kemex,https://www.alfabeta.net/precio/bicalutamida-kemex.html,selenium,no,no,0,0
BICALUTAMIDA TECHSPHERE,Techsphere,https://www.alfabeta.net/precio/bicalutamida-techsphere.html,selenium,no,no,0,0
BICARBONATO DE SODIO EWE,Sanitas,https://www.alfabeta.net/precio/bicarbonato-de-sodio-ewe.html,selenium,no,no,0,0
BICARBONATO DE SODIO MOLAR GEMEPE,Gemepe,https://www.alfabeta.net/precio/bicarbonato-de-sodio-molar-gemepe.html,selenium,no,no,0,0
BICARDIL,Baliarda,https://www.alfabeta.net/precio/bicardil.html,selenium,no,no,0,0
BICARDIL A,Baliarda,https://www.alfabeta.net/precio/bicardil-a.html,selenium,no,no,0,0
BICROMIL,Cetus,https://www.alfabeta.net/precio/bicromil.html,selenium,no,no,0,0
BIDECAR,Baliarda,https://www.alfabeta.net/precio/bidecar.html,selenium,no,no,0,0
BIDECAR CR,Baliarda,https://www.alfabeta.net/precio/bidecar-cr.html,selenium,no,no,0,0
BIDECAR D,Baliarda,https://www.alfabeta.net/precio/bidecar-d.html,selenium,no,no,0,0
BIDEON,Fecofar,https://www.alfabeta.net/precio/bideon.html,selenium,no,no,0,0
BIDEON BIOTIC,Fecofar,https://www.alfabeta.net/precio/bideon-biotic.html,selenium,no,no,0,0
BIDEON BIOTIC PLUS,Fecofar,https://www.alfabeta.net/precio/bideon-biotic-plus.html,selenium,no,no,0,0
BIDEON FREE,Fecofar,https://www.alfabeta.net/precio/bideon-free.html,selenium,no,no,0,0
BIDEON LAGRIMAS,Fecofar,https://www.alfabeta.net/precio/bideon-lagrimas.html,selenium,no,no,0,0
BIDROSTAT,Bioprofarma Bagó,https://www.alfabeta.net/precio/bidrostat.html,selenium,no,no,0,0
BIFERDIL BIO COLOR COLORACIÓN 0% AMONÍACO,Biferdil,https://www.alfabeta.net/precio/biferdil-bio-color-coloracion-0-amoniaco.html,selenium,no,no,0,0
BIFERDIL BIO COLOR EXPRESS 10 MINUTOS,Biferdil,https://www.alfabeta.net/precio/biferdil-bio-color-express-10-minutos.html,selenium,no,no,0,0
BIFERDIL COLORACIÓN TONO SOBRE TONO KIT,Biferdil,https://www.alfabeta.net/precio/biferdil-coloracion-tono-sobre-tono-kit.html,selenium,no,no,0,0
BIFERDIL CREMAS PARA PEINAR,Biferdil,https://www.alfabeta.net/precio/biferdil-cremas-para-peinar.html,selenium,no,no,0,0
BIFERDIL LINEA 100% VEGANO,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-100-vegano.html,selenium,no,no,0,0
BIFERDIL LINEA 1007 P/FRAGILES,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-1007-pfragiles.html,selenium,no,no,0,0
BIFERDIL LINEA ADITIVOS PARA LA COLORACION,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-aditivos-para-la-coloracion.html,selenium,no,no,0,0
BIFERDIL LINEA ALGAS,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-algas.html,selenium,no,no,0,0
BIFERDIL LINEA ALISADOS,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-alisados.html,selenium,no,no,0,0
BIFERDIL LINEA ALOE VERA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-aloe-vera.html,selenium,no,no,0,0
BIFERDIL LINEA ALTA PUREZA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-alta-pureza.html,selenium,no,no,0,0
BIFERDIL LINEA AMPOLLAS CAPILARES,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-ampollas-capilares.html,selenium,no,no,0,0
BIFERDIL LINEA ANTI AMARILLO,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-anti-amarillo.html,selenium,no,no,0,0
BIFERDIL LINEA ANTI-QUIEBRE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-anti-quiebre.html,selenium,no,no,0,0
BIFERDIL LINEA ANTIOXIDANTE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-antioxidante.html,selenium,no,no,0,0
BIFERDIL LINEA ARGAN,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-argan.html,selenium,no,no,0,0
BIFERDIL LINEA BIFERMIX,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-bifermix.html,selenium,no,no,0,0
BIFERDIL LINEA BIO COLOR,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-bio-color.html,selenium,no,no,0,0
BIFERDIL LINEA BIO COLOR 0% AMONIACO,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-bio-color-0-amoniaco.html,selenium,no,no,0,0
BIFERDIL LINEA BIO-ACTIVADORA C/KARITE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-bio-activadora-ckarite.html,selenium,no,no,0,0
BIFERDIL LINEA BIODEGRADABLE SIST.BRAILLE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-biodegradable-sistbraille.html,selenium,no,no,0,0
BIFERDIL LINEA C/BAMBU SIST.BRAILLE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-cbambu-sistbraille.html,selenium,no,no,0,0
BIFERDIL LINEA CABELLO GRASO SEBORREICO,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-cabello-graso-seborreico.html,selenium,no,no,0,0
BIFERDIL LINEA CABELLO SECO Y CASTIGADO,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-cabello-seco-y-castigado.html,selenium,no,no,0,0
BIFERDIL LINEA CABELLO TEÑIDO,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-cabello-tenido.html,selenium,no,no,0,0
BIFERDIL LINEA CAFEINA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-cafeina.html,selenium,no,no,0,0
BIFERDIL LINEA CAIDA Y CASPA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-caida-y-caspa.html,selenium,no,no,0,0
BIFERDIL LINEA CAIDA Y CASPA OCTOPIROX,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-caida-y-caspa-octopirox.html,selenium,no,no,0,0
BIFERDIL LINEA CELULAS MADRES,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-celulas-madres.html,selenium,no,no,0,0
BIFERDIL LINEA CERAMIDAS,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-ceramidas.html,selenium,no,no,0,0
BIFERDIL LINEA CERVEZA Y MIEL,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-cerveza-y-miel.html,selenium,no,no,0,0
BIFERDIL LINEA CHAMPU PH ACIDO,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-champu-ph-acido.html,selenium,no,no,0,0
BIFERDIL LINEA CHIA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-chia.html,selenium,no,no,0,0
BIFERDIL LINEA CITRICO CAB. GRASOS,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-citrico-cab-grasos.html,selenium,no,no,0,0
BIFERDIL LINEA COLOR TONO S/TONO,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-color-tono-stono.html,selenium,no,no,0,0
BIFERDIL LINEA COLORAC. ULTRAHID. EXT.CLAROS,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-colorac-ultrahid-extclaros.html,selenium,no,no,0,0
BIFERDIL LINEA COLORAC. ULTRAHIDRATANTE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-colorac-ultrahidratante.html,selenium,no,no,0,0
BIFERDIL LINEA COLORACION ANTI-AGE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-coloracion-anti-age.html,selenium,no,no,0,0
BIFERDIL LINEA COLORACION FORT.MASC.,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-coloracion-fortmasc.html,selenium,no,no,0,0
BIFERDIL LINEA CRISTALES LIQUIDOS,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-cristales-liquidos.html,selenium,no,no,0,0
BIFERDIL LINEA CUIDADO Y PROTECCION,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-cuidado-y-proteccion.html,selenium,no,no,0,0
BIFERDIL LINEA EFECT.VOL.C/GINKGO BILOBA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-efectvolcginkgo-biloba.html,selenium,no,no,0,0
BIFERDIL LINEA ESPECIFICA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-especifica.html,selenium,no,no,0,0
BIFERDIL LINEA ESTRUCTURANTE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-estructurante.html,selenium,no,no,0,0
BIFERDIL LINEA FANTASY,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-fantasy.html,selenium,no,no,0,0
BIFERDIL LINEA FORTALECEDORA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-fortalecedora.html,selenium,no,no,0,0
BIFERDIL LINEA HIDRATACION INTENSA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-hidratacion-intensa.html,selenium,no,no,0,0
BIFERDIL LINEA HIDRATANTE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-hidratante.html,selenium,no,no,0,0
BIFERDIL LINEA HIDRATANTE RULOS,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-hidratante-rulos.html,selenium,no,no,0,0
BIFERDIL LINEA HIPOALERGENICA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-hipoalergenica.html,selenium,no,no,0,0
BIFERDIL LINEA JENGIBRE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-jengibre.html,selenium,no,no,0,0
BIFERDIL LINEA JOJOBA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-jojoba.html,selenium,no,no,0,0
BIFERDIL LINEA LAVADO RAPIDO SIN AGUA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-lavado-rapido-sin-agua.html,selenium,no,no,0,0
BIFERDIL LINEA LIBRE DE GLUTEN,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-libre-de-gluten.html,selenium,no,no,0,0
BIFERDIL LINEA MATIZADORES,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-matizadores.html,selenium,no,no,0,0
BIFERDIL LINEA MORINGA Y KERATINA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-moringa-y-keratina.html,selenium,no,no,0,0
BIFERDIL LINEA NATURAL MIEL PARA NIÑOS,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-natural-miel-para-ninos.html,selenium,no,no,0,0
BIFERDIL LINEA NUTRI CON VITAMINA E,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-nutri-con-vitamina-e.html,selenium,no,no,0,0
BIFERDIL LINEA OMEGA 3 Y 6,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-omega-3-y-6.html,selenium,no,no,0,0
BIFERDIL LINEA ORGANICO,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-organico.html,selenium,no,no,0,0
BIFERDIL LINEA ORO Y CAVIAR,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-oro-y-caviar.html,selenium,no,no,0,0
BIFERDIL LINEA P+T,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-pt.html,selenium,no,no,0,0
BIFERDIL LINEA PARA LA PEDICULOSIS,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-para-la-pediculosis.html,selenium,no,no,0,0
BIFERDIL LINEA PREMIUM,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-premium.html,selenium,no,no,0,0
BIFERDIL LINEA PRO VITAMINA B5,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-pro-vitamina-b5.html,selenium,no,no,0,0
BIFERDIL LINEA PURO HENNA NATURAL,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-puro-henna-natural.html,selenium,no,no,0,0
BIFERDIL LINEA REFLEJOS,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-reflejos.html,selenium,no,no,0,0
BIFERDIL LINEA SANITIZANTE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-sanitizante.html,selenium,no,no,0,0
BIFERDIL LINEA SEMILLA DE LINO,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-semilla-de-lino.html,selenium,no,no,0,0
BIFERDIL LINEA SOS TRATAMIENTO,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-sos-tratamiento.html,selenium,no,no,0,0
BIFERDIL LINEA SPIRULINA SIST.BRAILLE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-spirulina-sistbraille.html,selenium,no,no,0,0
BIFERDIL LINEA STYLING,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-styling.html,selenium,no,no,0,0
BIFERDIL LINEA TE VERDE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-te-verde.html,selenium,no,no,0,0
BIFERDIL LINEA TERMO ACTIVA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-termo-activa.html,selenium,no,no,0,0
BIFERDIL LINEA TIEMPO LIBRE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-tiempo-libre.html,selenium,no,no,0,0
BIFERDIL LINEA TONIF.CON ORTIGA Y QUININA,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-tonifcon-ortiga-y-quinina.html,selenium,no,no,0,0
BIFERDIL LINEA TRAT.C/BIOXIDIL,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-tratcbioxidil.html,selenium,no,no,0,0
BIFERDIL LINEA TRAT.C/COLOR,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-tratccolor.html,selenium,no,no,0,0
BIFERDIL LINEA TRATAMIENTO CAPILAR,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-tratamiento-capilar.html,selenium,no,no,0,0
BIFERDIL LINEA TRATAMIENTO SACHET BOX,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-tratamiento-sachet-box.html,selenium,no,no,0,0
BIFERDIL LINEA ULTRA-BRILLO,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-ultra-brillo.html,selenium,no,no,0,0
BIFERDIL LINEA YERBA MATE,Biferdil,https://www.alfabeta.net/precio/biferdil-linea-yerba-mate.html,selenium,no,no,0,0
BIFERDIL MANZANA VERDE,Biferdil,https://www.alfabeta.net/precio/biferdil-manzana-verde.html,selenium,no,no,0,0
BIFERDIL MOUSSE,Biferdil,https://www.alfabeta.net/precio/biferdil-mousse.html,selenium,no,no,0,0
BIFERDIL OXIDANTES PARA TINTURAS,Biferdil,https://www.alfabeta.net/precio/biferdil-oxidantes-para-tinturas.html,selenium,no,no,0,0
BIFERDIL P+T CON OCTOPIROX,Biferdil,https://www.alfabeta.net/precio/biferdil-pt-con-octopirox.html,selenium,no,no,0,0
BIFERDIL P+T CON SEPICONTROL,Biferdil,https://www.alfabeta.net/precio/biferdil-pt-con-sepicontrol.html,selenium,no,no,0,0
BIFERDIL TRAT. 1007 POTENCIALIZ.CAIDA SEVERA,Biferdil,https://www.alfabeta.net/precio/biferdil-trat-1007-potencializcaida-severa.html,selenium,no,no,0,0
BIFERDIL TRATAMIENTO IONIZANTE,Biferdil,https://www.alfabeta.net/precio/biferdil-tratamiento-ionizante.html,selenium,no,no,0,0
BIFIDOSA,Nutricia-Bagó,https://www.alfabeta.net/precio/bifidosa.html,selenium,no,no,0,0
BIFORT,Finadiet,https://www.alfabeta.net/precio/bifort.html,selenium,no,no,0,0
BIFORT-M,Finadiet,https://www.alfabeta.net/precio/bifort-m.html,selenium,no,no,0,0
BIGETRIC,Casasco,https://www.alfabeta.net/precio/bigetric.html,selenium,no,no,0,0
BIGLUCEM AP,Roemmers,https://www.alfabeta.net/precio/biglucem-ap.html,selenium,no,no,0,0
BIKTARVY,Gador,https://www.alfabeta.net/precio/biktarvy.html,selenium,no,no,0,0
BIL 13,Bagó,https://www.alfabeta.net/precio/bil-13.html,selenium,no,no,0,0
BIL 13 ENZIMATICO,Bagó,https://www.alfabeta.net/precio/bil-13-enzimatico.html,selenium,no,no,0,0
BILANZ,Rontag,https://www.alfabeta.net/precio/bilanz.html,selenium,no,no,0,0
BILECO,Teva Argentina,https://www.alfabeta.net/precio/bileco.html,selenium,no,no,0,0
BILETAN,Gador,https://www.alfabeta.net/precio/biletan.html,selenium,no,no,0,0
BILETAN ENZIMATICO,Gador,https://www.alfabeta.net/precio/biletan-enzimatico.html,selenium,no,no,0,0
BILETAN FORTE,Gador,https://www.alfabeta.net/precio/biletan-forte.html,selenium,no,no,0,0
BILETAN FORTE 200,Gador,https://www.alfabeta.net/precio/biletan-forte-200.html,selenium,no,no,0,0
BILIODIM,Savant Generic,https://www.alfabeta.net/precio/biliodim.html,selenium,no,no,0,0
BILIP 10,Richmond,https://www.alfabeta.net/precio/bilip-10.html,selenium,no,no,0,0
BILIP 20,Richmond,https://www.alfabeta.net/precio/bilip-20.html,selenium,no,no,0,0
BILIP 40,Richmond,https://www.alfabeta.net/precio/bilip-40.html,selenium,no,no,0,0
BINAP,Varifarma,https://www.alfabeta.net/precio/binap.html,selenium,no,no,0,0
BINITIF,IMA,https://www.alfabeta.net/precio/binitif.html,selenium,no,no,0,0
BIO CAFEINA,Provefarma,https://www.alfabeta.net/precio/bio-cafeina.html,selenium,no,no,0,0
BIO CREATINA 300,Provefarma,https://www.alfabeta.net/precio/bio-creatina-300.html,selenium,no,no,0,0
BIO CREATINA TRAINING,Provefarma,https://www.alfabeta.net/precio/bio-creatina-training.html,selenium,no,no,0,0
BIO ENERGY,Provefarma,https://www.alfabeta.net/precio/bio-energy.html,selenium,no,no,0,0
BIO EYES LAGRIMAS,Novoplos,https://www.alfabeta.net/precio/bio-eyes-lagrimas.html,selenium,no,no,0,0
BIO GLUTAMINA ZMA,Provefarma,https://www.alfabeta.net/precio/bio-glutamina-zma.html,selenium,no,no,0,0
BIO MASA,Provefarma,https://www.alfabeta.net/precio/bio-masa.html,selenium,no,no,0,0
BIO PROTEINAS,Provefarma,https://www.alfabeta.net/precio/bio-proteinas.html,selenium,no,no,0,0
BIO TARBUN,Duncan,https://www.alfabeta.net/precio/bio-tarbun.html,selenium,no,no,0,0
BIO VITA MIN,Provefarma,https://www.alfabeta.net/precio/bio-vita-min.html,selenium,no,no,0,0
BIOCASS PROTEC,Cassará,https://www.alfabeta.net/precio/biocass-protec.html,selenium,no,no,0,0
BIOCLAVID 500/125,Biosidus S.A.U.,https://www.alfabeta.net/precio/bioclavid-500125.html,selenium,no,no,0,0
BIOCLAVID 875/125,Biosidus S.A.U.,https://www.alfabeta.net/precio/bioclavid-875125.html,selenium,no,no,0,0
BIOCORT,Biosintex,https://www.alfabeta.net/precio/biocort.html,selenium,no,no,0,0
BIODERMA ATODERM CREME ULTRA,Bioderma,https://www.alfabeta.net/precio/bioderma-atoderm-creme-ultra.html,selenium,no,no,0,0
BIODERMA ATODERM INT GEL MOUSSANT,Bioderma,https://www.alfabeta.net/precio/bioderma-atoderm-int-gel-moussant.html,selenium,no,no,0,0
BIODERMA ATODERM INTENSIVE BAUME,Bioderma,https://www.alfabeta.net/precio/bioderma-atoderm-intensive-baume.html,selenium,no,no,0,0
BIODERMA ATODERM PP BAUME,Bioderma,https://www.alfabeta.net/precio/bioderma-atoderm-pp-baume.html,selenium,no,no,0,0
BIODERMA CICABIO,Bioderma,https://www.alfabeta.net/precio/bioderma-cicabio.html,selenium,no,no,0,0
BIODERMA CICABIO CREMA,Bioderma,https://www.alfabeta.net/precio/bioderma-cicabio-crema.html,selenium,no,no,0,0
BIODERMA CICABIO FPS50+,Bioderma,https://www.alfabeta.net/precio/bioderma-cicabio-fps50.html,selenium,no,no,0,0
BIODERMA HIDRABIO H2O,Bioderma,https://www.alfabeta.net/precio/bioderma-hidrabio-h2o.html,selenium,no,no,0,0
BIODERMA HYDRABIO HYALU+,Bioderma,https://www.alfabeta.net/precio/bioderma-hydrabio-hyalu.html,selenium,no,no,0,0
BIODERMA PHOTODERM AQUAFLUIDE,Bioderma,https://www.alfabeta.net/precio/bioderma-photoderm-aquafluide.html,selenium,no,no,0,0
BIODERMA PHOTODERM AR SPF50+,Bioderma,https://www.alfabeta.net/precio/bioderma-photoderm-ar-spf50.html,selenium,no,no,0,0
BIODERMA PHOTODERM CREME,Bioderma,https://www.alfabeta.net/precio/bioderma-photoderm-creme.html,selenium,no,no,0,0
BIODERMA PHOTODERM NUDE T MNRL,Bioderma,https://www.alfabeta.net/precio/bioderma-photoderm-nude-t-mnrl.html,selenium,no,no,0,0
BIODERMA PHOTODERM XDEFENSE ULTRAFLUID,Bioderma,https://www.alfabeta.net/precio/bioderma-photoderm-xdefense-ultrafluid.html,selenium,no,no,0,0
BIODERMA PIGMENTBIO C-CONCENTRATE,Bioderma,https://www.alfabeta.net/precio/bioderma-pigmentbio-c-concentrate.html,selenium,no,no,0,0
BIODERMA PIGMENTBIO DAILY CARE SPF50+,Bioderma,https://www.alfabeta.net/precio/bioderma-pigmentbio-daily-care-spf50.html,selenium,no,no,0,0
BIODERMA PIGMENTBIO H20,Bioderma,https://www.alfabeta.net/precio/bioderma-pigmentbio-h20.html,selenium,no,no,0,0
BIODERMA PIGMENTBIO NIGHT RENEWER,Bioderma,https://www.alfabeta.net/precio/bioderma-pigmentbio-night-renewer.html,selenium,no,no,0,0
BIODERMA PIGMENTBIO SENSITIVE AREAS,Bioderma,https://www.alfabeta.net/precio/bioderma-pigmentbio-sensitive-areas.html,selenium,no,no,0,0
BIODERMA SEBIUM GEL GOMMANT,Bioderma,https://www.alfabeta.net/precio/bioderma-sebium-gel-gommant.html,selenium,no,no,0,0
BIODERMA SEBIUM GEL MOUSSANT,Bioderma,https://www.alfabeta.net/precio/bioderma-sebium-gel-moussant.html,selenium,no,no,0,0
BIODERMA SEBIUM GLOBAL,Bioderma,https://www.alfabeta.net/precio/bioderma-sebium-global.html,selenium,no,no,0,0
BIODERMA SEBIUM GLOBAL COVER,Bioderma,https://www.alfabeta.net/precio/bioderma-sebium-global-cover.html,selenium,no,no,0,0
BIODERMA SEBIUM H2O,Bioderma,https://www.alfabeta.net/precio/bioderma-sebium-h2o.html,selenium,no,no,0,0
BIODERMA SEBIUM H2O EDICION ESP.,Bioderma,https://www.alfabeta.net/precio/bioderma-sebium-h2o-edicion-esp.html,selenium,no,no,0,0
BIODERMA SEBIUM HYDRA,Bioderma,https://www.alfabeta.net/precio/bioderma-sebium-hydra.html,selenium,no,no,0,0
BIODERMA SEBIUM KERATO+,Bioderma,https://www.alfabeta.net/precio/bioderma-sebium-kerato.html,selenium,no,no,0,0
BIODERMA SEBIUM MAT CONTROL,Bioderma,https://www.alfabeta.net/precio/bioderma-sebium-mat-control.html,selenium,no,no,0,0
BIODERMA SEBIUM PORE REFINER,Bioderma,https://www.alfabeta.net/precio/bioderma-sebium-pore-refiner.html,selenium,no,no,0,0
