HiddenId,BrandType,BrandName,Company,Composition,PackSize,Unit,Status,CeilingPrice,MRP,MRPPerUnit,YearMonth
1521057424@175487@101160326@2639@101145@202525,MAIN,ONBREZ BREEZHALER 150 MCG ROTACAP 30,NOVARTIS INDIA LTD,INDACATEROL ROTACAP 150 MCG,30 ROTACAP,ROTACAP,Non-Scheduled,-1,2031.00,67.70,Dec-2025
