HiddenId,BrandType,BrandName,Company,Composition,PackSize,Unit,Status,CeilingPrice,MRP,MRPPerUnit,YearMonth
1521070221@84916@101170861@2642@101038@201605,MAIN,RIBUTIN 150 MG CAPSULE 6,LUPIN LTD,RIFABUTIN CAPSULE 150 MG,6 CAPSULE,CAPSULE,Non-Scheduled,-1,305.15,50.86,Dec-2025
