page,din_rows,ok_rows,unit_only_lines,pack_continuations,generics_detected,headers_found,issues
311,17,17,0,1,2,True,Header calibration weak | Manufacturer pack leaks (17)
312,29,29,0,0,2,True,Header calibration weak | Manufacturer pack leaks (29)
313,7,7,0,0,4,True,Header calibration weak | Manufacturer pack leaks (7) | Multiple generics (4)
314,30,30,0,11,2,True,Header calibration weak | Manufacturer pack leaks (30)
315,20,20,0,11,2,True,Header calibration weak | Manufacturer pack leaks (20)
316,15,15,0,8,2,True,Header calibration weak | Manufacturer pack leaks (15)
317,7,7,0,2,3,True,Header calibration weak | Manufacturer pack leaks (7) | Multiple generics (3)
318,21,21,0,17,5,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (5)
319,17,17,0,8,4,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (4)
322,25,25,0,4,5,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (5)
323,14,14,0,0,6,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (6)
324,4,4,0,0,4,True,Header calibration weak | Manufacturer pack leaks (4) | Multiple generics (4)
325,24,24,0,19,5,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (5)
326,15,15,0,0,7,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (7)
327,15,15,0,0,1,True,Header calibration weak | Manufacturer pack leaks (15)
328,29,29,0,21,2,True,Header calibration weak | Manufacturer pack leaks (29)
329,29,29,0,21,1,True,Header calibration weak | Manufacturer pack leaks (29)
330,29,29,0,21,1,True,Header calibration weak | Manufacturer pack leaks (29)
331,30,30,0,15,2,True,Header calibration weak | Manufacturer pack leaks (30)
332,19,19,0,8,3,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (3)
333,16,16,0,10,1,True,Header calibration weak | Manufacturer pack leaks (16)
334,16,16,0,10,1,True,Header calibration weak | Manufacturer pack leaks (16)
335,25,25,0,20,2,True,Header calibration weak | Manufacturer pack leaks (25)
336,25,25,0,21,1,True,Header calibration weak | Manufacturer pack leaks (25)
337,25,25,0,21,1,True,Header calibration weak | Manufacturer pack leaks (25)
338,24,24,0,18,1,True,Header calibration weak | Manufacturer pack leaks (24)
339,24,24,0,10,2,True,Header calibration weak | Manufacturer pack leaks (24)
340,26,26,0,16,1,True,Header calibration weak | Manufacturer pack leaks (26)
341,19,19,0,8,5,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (5)
342,19,19,0,0,5,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (5)
343,18,18,0,0,5,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (5)
344,20,20,0,2,4,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (4)
345,23,23,0,16,2,True,Header calibration weak | Manufacturer pack leaks (23)
346,27,27,0,10,2,True,Header calibration weak | Manufacturer pack leaks (27)
347,36,36,0,3,2,True,Header calibration weak | Manufacturer pack leaks (36)
348,20,20,0,7,3,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (3)
349,19,19,0,19,2,True,Header calibration weak | Manufacturer pack leaks (19)
350,11,11,0,6,4,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (4)
351,19,19,0,3,6,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (6)
352,21,21,0,5,3,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (3)
353,26,26,0,20,1,True,Header calibration weak | Manufacturer pack leaks (26)
354,28,28,0,19,2,True,Header calibration weak | Manufacturer pack leaks (28)
355,23,23,0,0,2,True,Header calibration weak | Manufacturer pack leaks (23)
356,19,19,0,4,3,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (3)
357,31,31,0,2,2,True,Header calibration weak | Manufacturer pack leaks (31)
358,36,36,0,8,1,True,Header calibration weak | Manufacturer pack leaks (36)
359,22,22,0,0,2,True,Header calibration weak | Manufacturer pack leaks (22)
360,14,14,0,1,4,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (4)
361,29,29,0,2,4,True,Header calibration weak | Manufacturer pack leaks (29) | Multiple generics (4)
362,27,27,0,6,3,True,Header calibration weak | Manufacturer pack leaks (27) | Multiple generics (3)
363,25,25,0,12,2,True,Header calibration weak | Manufacturer pack leaks (25)
364,24,24,0,10,5,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (5)
365,19,19,0,12,2,True,Header calibration weak | Manufacturer pack leaks (19)
366,19,19,0,12,1,True,Header calibration weak | Manufacturer pack leaks (19)
367,27,27,0,14,2,True,Header calibration weak | Manufacturer pack leaks (27)
368,20,20,0,5,3,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (3)
369,14,14,0,8,2,True,Header calibration weak | Manufacturer pack leaks (14)
370,16,16,0,13,1,True,Header calibration weak | Manufacturer pack leaks (16)
371,16,16,0,13,1,True,Header calibration weak | Manufacturer pack leaks (16)
372,25,25,0,16,2,True,Header calibration weak | Manufacturer pack leaks (25)
373,29,29,0,2,2,True,Header calibration weak | Manufacturer pack leaks (29)
374,25,25,0,11,3,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (3)
375,33,33,0,15,1,True,Header calibration weak | Manufacturer pack leaks (33)
376,24,24,0,10,3,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (3)
377,28,28,0,8,3,True,Header calibration weak | Manufacturer pack leaks (28) | Multiple generics (3)
378,31,31,0,10,2,True,Header calibration weak | Manufacturer pack leaks (31)
379,26,26,0,10,2,True,Header calibration weak | Manufacturer pack leaks (26)
380,24,24,0,19,2,True,Header calibration weak | Manufacturer pack leaks (24)
381,20,20,0,15,2,True,Header calibration weak | Manufacturer pack leaks (20)
382,29,29,0,16,2,True,Header calibration weak | Manufacturer pack leaks (29)
383,23,23,0,13,2,True,Header calibration weak | Manufacturer pack leaks (23)
384,27,27,0,16,2,True,Header calibration weak | Manufacturer pack leaks (27)
385,19,19,0,7,2,True,Header calibration weak | Manufacturer pack leaks (19)
386,27,27,0,18,2,True,Header calibration weak | Manufacturer pack leaks (27)
387,21,21,0,14,2,True,Header calibration weak | Manufacturer pack leaks (21)
388,24,24,0,11,3,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (3)
392,11,11,0,7,3,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (3)
393,19,19,0,10,2,True,Header calibration weak | Manufacturer pack leaks (19)
394,19,19,0,15,1,True,Header calibration weak | Manufacturer pack leaks (19)
395,10,10,0,3,5,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (5)
396,11,11,0,5,4,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (4)
397,23,23,0,8,3,True,Header calibration weak | Manufacturer pack leaks (23) | Multiple generics (3)
398,11,11,0,2,5,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (5)
399,16,16,0,2,3,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (3)
400,19,19,0,0,1,True,Header calibration weak | Manufacturer pack leaks (19)
401,11,11,0,0,2,True,Header calibration weak | Manufacturer pack leaks (11)
402,8,8,0,4,2,True,Header calibration weak | Manufacturer pack leaks (8)
403,16,16,0,1,1,True,Header calibration weak | Manufacturer pack leaks (16)
404,16,16,0,2,1,True,Header calibration weak | Manufacturer pack leaks (16)
405,16,16,0,0,4,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (4)
406,15,15,0,1,4,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (4)
407,10,10,0,1,3,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (3)
408,13,13,0,0,4,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (4)
409,8,8,0,0,5,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (5)
410,17,17,0,6,6,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (6)
411,6,6,0,1,4,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (4)
419,7,7,0,7,2,True,Header calibration weak | Manufacturer pack leaks (7)
420,31,31,0,4,3,True,Header calibration weak | Manufacturer pack leaks (31) | Multiple generics (3)
421,35,35,0,4,2,True,Header calibration weak | Manufacturer pack leaks (35)
422,36,36,0,4,2,True,Header calibration weak | Manufacturer pack leaks (36)
423,21,21,0,2,2,True,Header calibration weak | Manufacturer pack leaks (21)
424,40,40,0,3,1,True,Header calibration weak | Manufacturer pack leaks (40)
425,21,21,0,1,4,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (4)
426,16,16,0,14,3,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (3)
427,17,17,0,12,2,True,Header calibration weak | Manufacturer pack leaks (17)
428,15,15,0,1,2,True,Header calibration weak | Manufacturer pack leaks (15)
429,23,23,0,20,1,True,Header calibration weak | Manufacturer pack leaks (23)
430,25,25,0,17,2,True,Header calibration weak | Manufacturer pack leaks (25)
431,6,6,0,0,3,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (3)
432,21,21,0,16,2,True,Header calibration weak | Manufacturer pack leaks (21)
433,21,21,0,17,1,True,Header calibration weak | Manufacturer pack leaks (21)
434,23,23,0,20,2,True,Header calibration weak | Manufacturer pack leaks (23)
435,23,23,0,18,1,True,Header calibration weak | Manufacturer pack leaks (23)
436,36,36,0,13,2,True,Header calibration weak | Manufacturer pack leaks (36)
437,16,16,0,0,3,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (3)
438,24,24,0,4,3,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (3)
439,25,25,0,6,3,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (3)
440,19,19,0,5,2,True,Header calibration weak | Manufacturer pack leaks (19)
441,19,19,0,13,1,True,Header calibration weak | Manufacturer pack leaks (19)
442,20,20,0,5,2,True,Header calibration weak | Manufacturer pack leaks (20)
443,19,19,0,3,2,True,Header calibration weak | Manufacturer pack leaks (19)
444,20,20,0,9,1,True,Header calibration weak | Manufacturer pack leaks (20)
445,29,29,0,12,3,True,Header calibration weak | Manufacturer pack leaks (29) | Multiple generics (3)
446,15,15,0,3,2,True,Header calibration weak | Manufacturer pack leaks (15)
447,16,16,0,9,2,True,Header calibration weak | Manufacturer pack leaks (16)
448,16,16,0,13,1,True,Header calibration weak | Manufacturer pack leaks (16)
449,22,22,0,12,2,True,Header calibration weak | Manufacturer pack leaks (22)
450,24,24,0,20,3,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (3)
451,24,24,0,17,1,True,Header calibration weak | Manufacturer pack leaks (24)
452,26,26,0,14,1,True,Header calibration weak | Manufacturer pack leaks (26)
453,13,13,0,3,4,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (4)
454,10,10,0,0,4,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (4)
455,19,19,0,4,4,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (4)
456,22,22,0,3,2,True,Header calibration weak | Manufacturer pack leaks (22)
457,25,25,0,3,2,True,Header calibration weak | Manufacturer pack leaks (25)
458,27,27,0,1,1,True,Header calibration weak | Manufacturer pack leaks (27)
459,27,27,0,2,1,True,Header calibration weak | Manufacturer pack leaks (27)
460,44,44,0,2,1,True,Header calibration weak | Manufacturer pack leaks (44)
461,11,11,0,0,4,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (4)
462,6,6,0,0,3,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (3)
463,22,22,0,14,2,True,Header calibration weak | Manufacturer pack leaks (22)
464,23,23,0,12,1,True,Header calibration weak | Manufacturer pack leaks (23)
465,20,20,0,8,1,True,Header calibration weak | Manufacturer pack leaks (20)
466,33,33,0,9,2,True,Header calibration weak | Manufacturer pack leaks (33)
467,39,39,0,6,4,True,Header calibration weak | Manufacturer pack leaks (39) | Multiple generics (4)
468,26,26,0,8,3,True,Header calibration weak | Manufacturer pack leaks (26) | Multiple generics (3)
469,26,26,0,15,1,True,Header calibration weak | Manufacturer pack leaks (26)
470,26,26,0,16,1,True,Header calibration weak | Manufacturer pack leaks (26)
471,20,20,0,1,3,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (3)
472,12,12,0,4,5,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (5)
473,13,13,0,2,6,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (6)
474,18,18,0,6,5,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (5)
475,15,15,0,6,4,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (4)
476,11,11,0,9,3,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (3)
477,18,18,0,4,4,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (4)
478,17,17,0,3,6,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (6)
479,21,21,0,0,3,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (3)
480,36,36,0,6,2,True,Header calibration weak | Manufacturer pack leaks (36)
481,29,29,0,3,3,True,Header calibration weak | Manufacturer pack leaks (29) | Multiple generics (3)
482,22,22,0,4,6,True,Header calibration weak | Manufacturer pack leaks (22) | Multiple generics (6)
483,9,9,0,0,7,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (7)
484,21,21,0,8,7,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (7)
485,30,30,0,4,2,True,Header calibration weak | Manufacturer pack leaks (30)
486,20,20,0,1,6,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (6)
487,12,12,0,1,2,True,Header calibration weak | Manufacturer pack leaks (12)
490,5,5,0,2,5,True,Header calibration weak | Manufacturer pack leaks (5) | Multiple generics (5)
491,23,23,0,10,6,True,Header calibration weak | Manufacturer pack leaks (23) | Multiple generics (6)
492,1,1,0,0,3,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (3)
496,15,15,0,4,6,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (6)
497,16,16,0,5,2,True,Header calibration weak | Manufacturer pack leaks (16)
498,30,30,0,17,2,True,Header calibration weak | Manufacturer pack leaks (30)
499,20,20,0,13,2,True,Header calibration weak | Manufacturer pack leaks (20)
500,12,12,0,0,5,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (5)
501,25,25,0,11,3,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (3)
502,1,1,0,0,7,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (7)
503,18,18,0,3,4,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (4)
504,13,13,0,7,6,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (6)
505,27,27,0,12,4,True,Header calibration weak | Manufacturer pack leaks (27) | Multiple generics (4)
506,13,13,0,2,6,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (6)
510,32,32,0,13,3,True,Header calibration weak | Manufacturer pack leaks (32) | Multiple generics (3)
511,15,15,0,3,3,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (3)
515,7,7,0,0,9,True,Header calibration weak | Multiple generics (9)
516,11,11,0,0,10,True,Header calibration weak | Multiple generics (10)
520,1,1,0,0,8,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (8)
521,2,2,0,0,7,True,Header calibration weak | Manufacturer pack leaks (2) | Multiple generics (7)
526,19,19,0,8,8,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (8)
527,12,12,0,0,2,True,Header calibration weak | Manufacturer pack leaks (12)
528,12,12,0,3,7,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (7)
529,25,25,0,5,5,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (5)
530,16,16,0,3,6,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (6)
531,16,16,0,6,4,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (4)
532,23,23,0,12,2,True,Header calibration weak | Manufacturer pack leaks (23)
533,27,27,0,17,2,True,Header calibration weak | Manufacturer pack leaks (27)
534,25,25,0,20,2,True,Header calibration weak | Manufacturer pack leaks (25)
535,23,23,0,3,5,True,Header calibration weak | Manufacturer pack leaks (23) | Multiple generics (5)
536,12,12,0,2,2,True,Header calibration weak | Manufacturer pack leaks (12)
537,4,4,0,0,3,True,Header calibration weak | Manufacturer pack leaks (4) | Multiple generics (3)
540,2,2,0,0,8,True,Header calibration weak | Manufacturer pack leaks (2) | Multiple generics (8)
544,15,15,0,0,5,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (5)
545,9,9,0,0,6,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (6)
546,17,17,0,0,3,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (3)
547,10,10,0,0,5,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (5)
548,12,12,0,2,5,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (5)
549,10,10,0,0,6,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (6)
550,16,16,0,2,8,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (8)
551,28,28,0,4,3,True,Header calibration weak | Manufacturer pack leaks (28) | Multiple generics (3)
552,16,16,0,0,7,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (7)
553,15,15,0,0,6,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (6)
554,3,3,0,0,4,True,Header calibration weak | Manufacturer pack leaks (3) | Multiple generics (4)
555,20,20,0,7,4,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (4)
556,28,28,0,7,5,True,Header calibration weak | Manufacturer pack leaks (28) | Multiple generics (5)
557,10,10,0,0,7,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (7)
558,11,11,0,0,8,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (8)
559,19,19,0,16,3,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (3)
560,24,24,0,14,3,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (3)
561,11,11,0,1,6,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (6)
562,12,12,0,0,4,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (4)
563,21,21,0,8,5,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (5)
564,24,24,0,12,2,True,Header calibration weak | Manufacturer pack leaks (24)
565,16,16,0,0,9,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (9)
566,16,16,0,4,5,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (5)
567,15,15,0,13,3,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (3)
568,18,18,0,10,2,True,Header calibration weak | Manufacturer pack leaks (18)
569,5,5,0,1,4,True,Header calibration weak | Manufacturer pack leaks (5) | Multiple generics (4)
577,2,2,0,0,4,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (4)
580,1,1,0,1,5,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (5)
582,6,6,0,0,8,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (8)
583,5,5,0,0,5,True,Header calibration weak | Manufacturer pack leaks (5) | Multiple generics (5)
586,21,21,0,15,5,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (5)
587,24,24,0,17,2,True,Header calibration weak | Manufacturer pack leaks (24)
588,8,8,0,1,3,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (3)
592,7,7,0,1,9,True,Header calibration weak | Manufacturer pack leaks (7) | Multiple generics (9)
593,15,15,0,0,4,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (4)
594,23,23,0,5,4,True,Header calibration weak | Manufacturer pack leaks (23) | Multiple generics (4)
595,17,17,0,2,4,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (4)
598,25,25,0,3,6,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (6)
599,25,25,0,1,3,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (3)
600,16,16,0,0,3,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (3)
601,1,1,0,0,1,True,Header calibration weak | Manufacturer pack leaks (1)
604,4,4,0,3,3,True,Header calibration weak | Manufacturer pack leaks (4) | Multiple generics (3)
608,24,24,0,0,5,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (5)
609,30,30,0,0,2,True,Header calibration weak | Manufacturer pack leaks (30)
610,34,34,0,0,1,True,Header calibration weak | Manufacturer pack leaks (34)
611,16,16,0,0,4,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (4)
612,15,15,0,0,2,True,Header calibration weak | Manufacturer pack leaks (15)
613,16,16,0,15,3,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (3)
614,22,22,0,19,4,True,Header calibration weak | Manufacturer pack leaks (22) | Multiple generics (4)
615,17,17,0,14,4,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (4)
616,27,27,0,11,4,True,Header calibration weak | Manufacturer pack leaks (27) | Multiple generics (4)
617,10,10,0,0,3,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (3)
618,16,16,0,10,7,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (7)
619,10,10,0,0,4,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (4)
622,1,1,0,0,3,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (3)
626,21,21,0,0,4,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (4)
627,16,16,0,0,5,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (5)
