page,din_rows,ok_rows,unit_only_lines,pack_continuations,generics_detected,headers_found,issues
55,15,15,0,1,6,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (6)
56,19,19,0,0,5,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (5)
57,9,9,0,0,6,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (6)
58,18,18,0,1,5,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (5)
59,22,22,0,0,6,True,Header calibration weak | Manufacturer pack leaks (22) | Multiple generics (6)
60,25,25,0,3,4,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (4)
61,22,22,0,7,5,True,Header calibration weak | Manufacturer pack leaks (22) | Multiple generics (5)
62,13,13,0,1,7,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (7)
63,16,16,0,5,6,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (6)
64,13,13,0,0,8,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (8)
65,1,1,0,0,1,True,Header calibration weak | Manufacturer pack leaks (1)
69,26,26,0,4,6,True,Header calibration weak | Manufacturer pack leaks (26) | Multiple generics (6)
70,11,11,0,2,7,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (7)
71,10,10,0,3,7,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (7)
72,21,21,0,0,3,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (3)
73,23,23,0,5,4,True,Header calibration weak | Manufacturer pack leaks (23) | Multiple generics (4)
74,3,3,0,0,2,True,Header calibration weak | Manufacturer pack leaks (3)
77,10,10,0,0,7,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (7)
78,8,8,0,0,7,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (7)
79,9,9,0,0,5,True,Header calibration weak | Manufacturer pack leaks (7) | Multiple generics (5)
80,19,19,0,0,8,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (8)
81,11,11,0,0,8,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (8)
82,15,15,0,0,5,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (5)
83,20,20,0,16,6,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (6)
84,21,21,0,7,3,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (3)
85,13,13,0,0,3,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (3)
86,8,8,0,0,2,True,Header calibration weak | Manufacturer pack leaks (8)
89,7,7,0,1,6,True,Header calibration weak | Manufacturer pack leaks (7) | Multiple generics (6)
90,20,20,0,14,3,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (3)
91,22,22,0,19,2,True,Header calibration weak | Manufacturer pack leaks (22)
92,17,17,0,1,2,True,Header calibration weak | Manufacturer pack leaks (17)
93,29,29,0,0,2,True,Header calibration weak | Manufacturer pack leaks (29)
94,7,7,0,0,4,True,Header calibration weak | Manufacturer pack leaks (7) | Multiple generics (4)
95,30,30,0,11,2,True,Header calibration weak | Manufacturer pack leaks (30)
96,20,20,0,11,2,True,Header calibration weak | Manufacturer pack leaks (20)
97,15,15,0,8,2,True,Header calibration weak | Manufacturer pack leaks (15)
98,7,7,0,2,3,True,Header calibration weak | Manufacturer pack leaks (7) | Multiple generics (3)
99,21,21,0,17,5,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (5)
100,17,17,0,8,4,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (4)
103,25,25,0,4,5,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (5)
104,14,14,0,0,6,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (6)
105,4,4,0,0,4,True,Header calibration weak | Manufacturer pack leaks (4) | Multiple generics (4)
106,24,24,0,19,5,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (5)
107,15,15,0,0,7,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (7)
108,15,15,0,0,1,True,Header calibration weak | Manufacturer pack leaks (15)
109,29,29,0,21,2,True,Header calibration weak | Manufacturer pack leaks (29)
110,29,29,0,21,1,True,Header calibration weak | Manufacturer pack leaks (29)
111,29,29,0,21,1,True,Header calibration weak | Manufacturer pack leaks (29)
112,30,30,0,15,2,True,Header calibration weak | Manufacturer pack leaks (30)
113,19,19,0,8,3,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (3)
114,16,16,0,10,1,True,Header calibration weak | Manufacturer pack leaks (16)
115,16,16,0,10,1,True,Header calibration weak | Manufacturer pack leaks (16)
116,25,25,0,20,2,True,Header calibration weak | Manufacturer pack leaks (25)
117,25,25,0,21,1,True,Header calibration weak | Manufacturer pack leaks (25)
118,25,25,0,21,1,True,Header calibration weak | Manufacturer pack leaks (25)
119,24,24,0,18,1,True,Header calibration weak | Manufacturer pack leaks (24)
120,24,24,0,10,2,True,Header calibration weak | Manufacturer pack leaks (24)
121,26,26,0,16,1,True,Header calibration weak | Manufacturer pack leaks (26)
122,19,19,0,8,5,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (5)
123,19,19,0,0,5,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (5)
124,18,18,0,0,5,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (5)
125,20,20,0,2,4,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (4)
126,23,23,0,16,2,True,Header calibration weak | Manufacturer pack leaks (23)
127,27,27,0,10,2,True,Header calibration weak | Manufacturer pack leaks (27)
128,36,36,0,3,2,True,Header calibration weak | Manufacturer pack leaks (36)
129,20,20,0,7,3,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (3)
130,19,19,0,19,2,True,Header calibration weak | Manufacturer pack leaks (19)
131,11,11,0,6,4,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (4)
132,19,19,0,3,6,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (6)
133,21,21,0,5,3,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (3)
134,26,26,0,20,1,True,Header calibration weak | Manufacturer pack leaks (26)
135,28,28,0,19,2,True,Header calibration weak | Manufacturer pack leaks (28)
136,23,23,0,0,2,True,Header calibration weak | Manufacturer pack leaks (23)
137,19,19,0,4,3,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (3)
138,31,31,0,2,2,True,Header calibration weak | Manufacturer pack leaks (31)
139,36,36,0,8,1,True,Header calibration weak | Manufacturer pack leaks (36)
140,22,22,0,0,2,True,Header calibration weak | Manufacturer pack leaks (22)
141,14,14,0,1,4,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (4)
142,29,29,0,2,4,True,Header calibration weak | Manufacturer pack leaks (29) | Multiple generics (4)
143,27,27,0,6,3,True,Header calibration weak | Manufacturer pack leaks (27) | Multiple generics (3)
144,25,25,0,12,2,True,Header calibration weak | Manufacturer pack leaks (25)
145,24,24,0,10,5,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (5)
146,19,19,0,12,2,True,Header calibration weak | Manufacturer pack leaks (19)
147,19,19,0,12,1,True,Header calibration weak | Manufacturer pack leaks (19)
148,27,27,0,14,2,True,Header calibration weak | Manufacturer pack leaks (27)
149,20,20,0,5,3,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (3)
150,14,14,0,8,2,True,Header calibration weak | Manufacturer pack leaks (14)
151,16,16,0,13,1,True,Header calibration weak | Manufacturer pack leaks (16)
152,16,16,0,13,1,True,Header calibration weak | Manufacturer pack leaks (16)
153,25,25,0,16,2,True,Header calibration weak | Manufacturer pack leaks (25)
154,29,29,0,2,2,True,Header calibration weak | Manufacturer pack leaks (29)
155,25,25,0,11,3,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (3)
156,33,33,0,15,1,True,Header calibration weak | Manufacturer pack leaks (33)
157,24,24,0,10,3,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (3)
158,28,28,0,8,3,True,Header calibration weak | Manufacturer pack leaks (28) | Multiple generics (3)
159,31,31,0,10,2,True,Header calibration weak | Manufacturer pack leaks (31)
160,26,26,0,10,2,True,Header calibration weak | Manufacturer pack leaks (26)
161,24,24,0,19,2,True,Header calibration weak | Manufacturer pack leaks (24)
162,20,20,0,15,2,True,Header calibration weak | Manufacturer pack leaks (20)
163,29,29,0,16,2,True,Header calibration weak | Manufacturer pack leaks (29)
164,23,23,0,13,2,True,Header calibration weak | Manufacturer pack leaks (23)
165,27,27,0,16,2,True,Header calibration weak | Manufacturer pack leaks (27)
166,19,19,0,7,2,True,Header calibration weak | Manufacturer pack leaks (19)
167,27,27,0,18,2,True,Header calibration weak | Manufacturer pack leaks (27)
168,21,21,0,14,2,True,Header calibration weak | Manufacturer pack leaks (21)
169,24,24,0,11,3,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (3)
173,11,11,0,7,3,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (3)
174,19,19,0,10,2,True,Header calibration weak | Manufacturer pack leaks (19)
175,19,19,0,15,1,True,Header calibration weak | Manufacturer pack leaks (19)
176,10,10,0,3,5,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (5)
177,11,11,0,5,4,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (4)
178,23,23,0,8,3,True,Header calibration weak | Manufacturer pack leaks (23) | Multiple generics (3)
179,11,11,0,2,5,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (5)
180,16,16,0,2,3,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (3)
181,19,19,0,0,1,True,Header calibration weak | Manufacturer pack leaks (19)
182,11,11,0,0,2,True,Header calibration weak | Manufacturer pack leaks (11)
183,8,8,0,4,2,True,Header calibration weak | Manufacturer pack leaks (8)
184,16,16,0,1,1,True,Header calibration weak | Manufacturer pack leaks (16)
185,16,16,0,2,1,True,Header calibration weak | Manufacturer pack leaks (16)
186,16,16,0,0,4,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (4)
187,15,15,0,1,4,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (4)
188,10,10,0,1,3,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (3)
189,13,13,0,0,4,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (4)
190,8,8,0,0,5,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (5)
191,17,17,0,6,6,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (6)
192,6,6,0,1,4,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (4)
200,7,7,0,7,2,True,Header calibration weak | Manufacturer pack leaks (7)
201,31,31,0,4,3,True,Header calibration weak | Manufacturer pack leaks (31) | Multiple generics (3)
202,35,35,0,4,2,True,Header calibration weak | Manufacturer pack leaks (35)
203,36,36,0,4,2,True,Header calibration weak | Manufacturer pack leaks (36)
204,21,21,0,2,2,True,Header calibration weak | Manufacturer pack leaks (21)
205,40,40,0,3,1,True,Header calibration weak | Manufacturer pack leaks (40)
206,21,21,0,1,4,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (4)
207,16,16,0,14,3,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (3)
208,17,17,0,12,2,True,Header calibration weak | Manufacturer pack leaks (17)
209,15,15,0,1,2,True,Header calibration weak | Manufacturer pack leaks (15)
210,23,23,0,20,1,True,Header calibration weak | Manufacturer pack leaks (23)
211,25,25,0,17,2,True,Header calibration weak | Manufacturer pack leaks (25)
212,6,6,0,0,3,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (3)
213,21,21,0,16,2,True,Header calibration weak | Manufacturer pack leaks (21)
214,21,21,0,17,1,True,Header calibration weak | Manufacturer pack leaks (21)
215,23,23,0,20,2,True,Header calibration weak | Manufacturer pack leaks (23)
216,23,23,0,18,1,True,Header calibration weak | Manufacturer pack leaks (23)
217,36,36,0,13,2,True,Header calibration weak | Manufacturer pack leaks (36)
218,16,16,0,0,3,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (3)
219,24,24,0,4,3,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (3)
220,25,25,0,6,3,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (3)
221,19,19,0,5,2,True,Header calibration weak | Manufacturer pack leaks (19)
222,19,19,0,13,1,True,Header calibration weak | Manufacturer pack leaks (19)
223,20,20,0,5,2,True,Header calibration weak | Manufacturer pack leaks (20)
224,19,19,0,3,2,True,Header calibration weak | Manufacturer pack leaks (19)
225,20,20,0,9,1,True,Header calibration weak | Manufacturer pack leaks (20)
226,29,29,0,12,3,True,Header calibration weak | Manufacturer pack leaks (29) | Multiple generics (3)
227,15,15,0,3,2,True,Header calibration weak | Manufacturer pack leaks (15)
228,16,16,0,9,2,True,Header calibration weak | Manufacturer pack leaks (16)
229,16,16,0,13,1,True,Header calibration weak | Manufacturer pack leaks (16)
230,22,22,0,12,2,True,Header calibration weak | Manufacturer pack leaks (22)
231,24,24,0,20,3,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (3)
232,24,24,0,17,1,True,Header calibration weak | Manufacturer pack leaks (24)
233,26,26,0,14,1,True,Header calibration weak | Manufacturer pack leaks (26)
234,13,13,0,3,4,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (4)
235,10,10,0,0,4,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (4)
236,19,19,0,4,4,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (4)
237,22,22,0,3,2,True,Header calibration weak | Manufacturer pack leaks (22)
238,25,25,0,3,2,True,Header calibration weak | Manufacturer pack leaks (25)
239,27,27,0,1,1,True,Header calibration weak | Manufacturer pack leaks (27)
240,27,27,0,2,1,True,Header calibration weak | Manufacturer pack leaks (27)
241,44,44,0,2,1,True,Header calibration weak | Manufacturer pack leaks (44)
242,11,11,0,0,4,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (4)
243,6,6,0,0,3,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (3)
244,22,22,0,14,2,True,Header calibration weak | Manufacturer pack leaks (22)
245,23,23,0,12,1,True,Header calibration weak | Manufacturer pack leaks (23)
246,20,20,0,8,1,True,Header calibration weak | Manufacturer pack leaks (20)
247,33,33,0,9,2,True,Header calibration weak | Manufacturer pack leaks (33)
248,39,39,0,6,4,True,Header calibration weak | Manufacturer pack leaks (39) | Multiple generics (4)
249,26,26,0,8,3,True,Header calibration weak | Manufacturer pack leaks (26) | Multiple generics (3)
250,26,26,0,15,1,True,Header calibration weak | Manufacturer pack leaks (26)
251,26,26,0,16,1,True,Header calibration weak | Manufacturer pack leaks (26)
252,20,20,0,1,3,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (3)
253,12,12,0,4,5,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (5)
254,13,13,0,2,6,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (6)
255,18,18,0,6,5,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (5)
256,15,15,0,6,4,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (4)
257,11,11,0,9,3,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (3)
258,18,18,0,4,4,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (4)
259,17,17,0,3,6,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (6)
260,21,21,0,0,3,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (3)
261,36,36,0,6,2,True,Header calibration weak | Manufacturer pack leaks (36)
262,29,29,0,3,3,True,Header calibration weak | Manufacturer pack leaks (29) | Multiple generics (3)
263,22,22,0,4,6,True,Header calibration weak | Manufacturer pack leaks (22) | Multiple generics (6)
264,9,9,0,0,7,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (7)
265,21,21,0,8,7,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (7)
266,30,30,0,4,2,True,Header calibration weak | Manufacturer pack leaks (30)
267,20,20,0,1,6,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (6)
268,12,12,0,1,2,True,Header calibration weak | Manufacturer pack leaks (12)
271,5,5,0,2,5,True,Header calibration weak | Manufacturer pack leaks (5) | Multiple generics (5)
272,23,23,0,10,6,True,Header calibration weak | Manufacturer pack leaks (23) | Multiple generics (6)
273,1,1,0,0,3,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (3)
277,15,15,0,4,6,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (6)
278,16,16,0,5,2,True,Header calibration weak | Manufacturer pack leaks (16)
279,30,30,0,17,2,True,Header calibration weak | Manufacturer pack leaks (30)
280,20,20,0,13,2,True,Header calibration weak | Manufacturer pack leaks (20)
281,12,12,0,0,5,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (5)
282,25,25,0,11,3,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (3)
283,1,1,0,0,7,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (7)
284,18,18,0,3,4,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (4)
285,13,13,0,7,6,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (6)
286,27,27,0,12,4,True,Header calibration weak | Manufacturer pack leaks (27) | Multiple generics (4)
287,13,13,0,2,6,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (6)
291,32,32,0,13,3,True,Header calibration weak | Manufacturer pack leaks (32) | Multiple generics (3)
292,15,15,0,3,3,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (3)
296,7,7,0,0,9,True,Header calibration weak | Multiple generics (9)
297,11,11,0,0,10,True,Header calibration weak | Multiple generics (10)
301,1,1,0,0,8,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (8)
302,2,2,0,0,7,True,Header calibration weak | Manufacturer pack leaks (2) | Multiple generics (7)
307,19,19,0,8,8,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (8)
308,12,12,0,0,2,True,Header calibration weak | Manufacturer pack leaks (12)
309,12,12,0,3,7,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (7)
310,25,25,0,5,5,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (5)
311,16,16,0,3,6,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (6)
312,16,16,0,6,4,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (4)
313,23,23,0,12,2,True,Header calibration weak | Manufacturer pack leaks (23)
314,27,27,0,17,2,True,Header calibration weak | Manufacturer pack leaks (27)
315,25,25,0,20,2,True,Header calibration weak | Manufacturer pack leaks (25)
316,23,23,0,3,5,True,Header calibration weak | Manufacturer pack leaks (23) | Multiple generics (5)
317,12,12,0,2,2,True,Header calibration weak | Manufacturer pack leaks (12)
318,4,4,0,0,3,True,Header calibration weak | Manufacturer pack leaks (4) | Multiple generics (3)
321,2,2,0,0,8,True,Header calibration weak | Manufacturer pack leaks (2) | Multiple generics (8)
325,15,15,0,0,5,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (5)
326,9,9,0,0,6,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (6)
327,17,17,0,0,3,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (3)
328,10,10,0,0,5,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (5)
329,12,12,0,2,5,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (5)
330,10,10,0,0,6,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (6)
331,16,16,0,2,8,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (8)
332,28,28,0,4,3,True,Header calibration weak | Manufacturer pack leaks (28) | Multiple generics (3)
333,16,16,0,0,7,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (7)
334,15,15,0,0,6,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (6)
335,3,3,0,0,4,True,Header calibration weak | Manufacturer pack leaks (3) | Multiple generics (4)
336,20,20,0,7,4,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (4)
337,28,28,0,7,5,True,Header calibration weak | Manufacturer pack leaks (28) | Multiple generics (5)
338,10,10,0,0,7,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (7)
339,11,11,0,0,8,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (8)
340,19,19,0,16,3,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (3)
341,24,24,0,14,3,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (3)
342,11,11,0,1,6,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (6)
343,12,12,0,0,4,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (4)
344,21,21,0,8,5,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (5)
345,24,24,0,12,2,True,Header calibration weak | Manufacturer pack leaks (24)
346,16,16,0,0,9,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (9)
347,16,16,0,4,5,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (5)
348,15,15,0,13,3,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (3)
349,18,18,0,10,2,True,Header calibration weak | Manufacturer pack leaks (18)
350,5,5,0,1,4,True,Header calibration weak | Manufacturer pack leaks (5) | Multiple generics (4)
358,2,2,0,0,4,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (4)
361,1,1,0,1,5,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (5)
363,6,6,0,0,8,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (8)
364,5,5,0,0,5,True,Header calibration weak | Manufacturer pack leaks (5) | Multiple generics (5)
367,21,21,0,15,5,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (5)
368,24,24,0,17,2,True,Header calibration weak | Manufacturer pack leaks (24)
369,8,8,0,1,3,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (3)
373,7,7,0,1,9,True,Header calibration weak | Manufacturer pack leaks (7) | Multiple generics (9)
374,15,15,0,0,4,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (4)
375,23,23,0,5,4,True,Header calibration weak | Manufacturer pack leaks (23) | Multiple generics (4)
376,17,17,0,2,4,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (4)
379,25,25,0,3,6,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (6)
380,25,25,0,1,3,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (3)
381,16,16,0,0,3,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (3)
382,1,1,0,0,1,True,Header calibration weak | Manufacturer pack leaks (1)
385,4,4,0,3,3,True,Header calibration weak | Manufacturer pack leaks (4) | Multiple generics (3)
389,24,24,0,0,5,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (5)
390,30,30,0,0,2,True,Header calibration weak | Manufacturer pack leaks (30)
391,34,34,0,0,1,True,Header calibration weak | Manufacturer pack leaks (34)
392,16,16,0,0,4,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (4)
393,15,15,0,0,2,True,Header calibration weak | Manufacturer pack leaks (15)
394,16,16,0,15,3,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (3)
395,22,22,0,19,4,True,Header calibration weak | Manufacturer pack leaks (22) | Multiple generics (4)
396,17,17,0,14,4,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (4)
397,27,27,0,11,4,True,Header calibration weak | Manufacturer pack leaks (27) | Multiple generics (4)
398,10,10,0,0,3,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (3)
399,16,16,0,10,7,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (7)
400,10,10,0,0,4,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (4)
403,1,1,0,0,3,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (3)
407,21,21,0,0,4,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (4)
408,16,16,0,0,5,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (5)
