HiddenId,BrandType,BrandName,Company,Composition,PackSize,Unit,Status,CeilingPrice,MRP,MRPPerUnit,YearMonth
1521008311@5841@101105071@3041@101106@205129,MAIN,BORIC ACID 20 GM DUSTING POWDER 20 GM,AGRAWAL PHARMACEUTICALS,BORIC ACID DUSTING POWDER 20 GM,20 GM DUSTING POWDER,DUSTING POWDER,Non-Scheduled,-1,26.25,1.31,Dec-2025
