HiddenId,BrandType,BrandName,Company,Composition,PackSize,Unit,Status,CeilingPrice,MRP,MRPPerUnit,YearMonth
1521142227@143802@101240603@-1@101126@208193,MAIN,ZENGADINE SYRUP 300 ML,ZEN LABS INDIA,IODINE THERAPY SYRUP ,300 ML SYRUP,SYRUP,Non-Scheduled,-1,90.00,0.30,Dec-2025
