input_company,input_product_name,timestamp,error_message
Siegfried,ACI-TIP,2026-01-12T11:02:42,"TimeoutException: Message: 
"
IBC,ACICLOVIR PHARMAVIAL 500,2026-01-12T11:02:45,"TimeoutException: Message: 
"
Gemepe,ACICLOVIR GEMEPE,2026-01-12T11:02:45,"TimeoutException: Message: 
"
Drawer,ACIDO AMINOCAPROICO DRAWER,2026-01-12T11:02:47,"TimeoutException: Message: 
"
A.M. Farma Activ,ACIDO FOLICO,2026-01-12T11:04:41,"TimeoutException: Message: 
"
Vannier,ACIDO FOLICO VANNIER,2026-01-12T11:04:45,"TimeoutException: Message: 
"
Richmond,ACIDO FOLICO RICHMOND,2026-01-12T11:04:46,"TimeoutException: Message: 
"
Provefarma,ACIDO HIALURONICO,2026-01-12T11:04:47,"TimeoutException: Message: 
"
Bayer Consumer,ACTRON 400 RAPIDA ACCION NF,2026-01-12T11:13:27,"Driver error during search: Message: 
"
Austral,ADENIL,2026-01-12T11:16:06,"TimeoutException: Message: 
"
Biol,ADENOSINA BIOL,2026-01-12T11:16:09,"TimeoutException: Message: 
"
Gemepe,ADENOSINA GEMEPE,2026-01-12T11:16:11,"TimeoutException: Message: 
"
Gobbi,ADENOSINA GOBBI,2026-01-12T11:16:14,"TimeoutException: Message: 
"
Elea,ADERMICINA,2026-01-12T11:18:05,"TimeoutException: Message: 
"
Elea,ADERMICINA A,2026-01-12T11:18:08,"TimeoutException: Message: 
"
Elea,ADERMICINA A 2X1,2026-01-12T11:18:10,"TimeoutException: Message: 
"
Elea,ADERMICINA AE,2026-01-12T11:18:13,"TimeoutException: Message: 
"
Elea,ADERMICINA ANTI ACNE,2026-01-12T11:20:04,"TimeoutException: Message: 
"
Elea,ADERMICINA CUIDADO FACIAL,2026-01-12T11:20:06,"TimeoutException: Message: 
"
Jayor,AGUA DESTILADA INYECTABLE JAYOR,2026-01-12T11:45:19,"Driver error during search: Message: 
"
B. Braun,AGUA DESTILADA INYECTABLE SIST.CERRADO EP,2026-01-12T11:45:20,"Driver error during search: Message: 
"
Northia,AGUA DESTILADA NORTHIA,2026-01-12T11:45:22,"Driver error during search: Message: 
"
Laboratorios Tecsolpar,AGUA ESTERIL PARA INYECTABLES,2026-01-12T11:45:25,"Driver error during search: Message: 
"
Bayer Consumer,ACTRON 400 RAPIDA ACCION NF,2026-01-12T11:55:09,"Driver error during search: Message: 
"
Bayer Consumer,ACTRON 400 RAPIDA ACCION NF,2026-01-12T12:07:53,"Driver error during search: Message: 
"
