Product,Company,URL,Source,Scraped_By_Selenium,Scraped_By_API
CARDIAX,Roemmers,https://www.alfabeta.net/precio/cardiax.html,selenium,no,no
CARDIO MAGNESIO,PGN,https://www.alfabeta.net/precio/cardio-magnesio.html,selenium,no,no
CARDIOGOXIN,Medipharma,https://www.alfabeta.net/precio/cardiogoxin.html,selenium,no,no
CARDIONORM,Denver Farma,https://www.alfabeta.net/precio/cardionorm.html,selenium,no,no
CARDIOPIL 10,Bagó,https://www.alfabeta.net/precio/cardiopil-10.html,selenium,no,no
CARDIOPIL 2.5,Bagó,https://www.alfabeta.net/precio/cardiopil-25.html,selenium,no,no
CARDIOPIL 5,Bagó,https://www.alfabeta.net/precio/cardiopil-5.html,selenium,no,no
CARDIOREX 10,Bagó,https://www.alfabeta.net/precio/cardiorex-10.html,selenium,no,no
CARDIOREX 5,Bagó,https://www.alfabeta.net/precio/cardiorex-5.html,selenium,no,no
CARDIOTEIN,Teingro,https://www.alfabeta.net/precio/cardiotein.html,selenium,no,no
CARDIPLEN,Casasco,https://www.alfabeta.net/precio/cardiplen.html,selenium,no,no
CARDIPLEN D,Casasco,https://www.alfabeta.net/precio/cardiplen-d.html,selenium,no,no
CARDIVAS,Sidus,https://www.alfabeta.net/precio/cardivas.html,selenium,no,no
CARDURA,Aspen Pharma,https://www.alfabeta.net/precio/cardura.html,selenium,no,no
CARFILZOMIB GLENMARK,Glenmark,https://www.alfabeta.net/precio/carfilzomib-glenmark.html,selenium,no,no
CARFIZOL,Gador,https://www.alfabeta.net/precio/carfizol.html,selenium,no,no
CARFLAX,Lazar,https://www.alfabeta.net/precio/carflax.html,selenium,no,no
CARFLAX MET,Lazar,https://www.alfabeta.net/precio/carflax-met.html,selenium,no,no
CARIBOU,Eczane,https://www.alfabeta.net/precio/caribou.html,selenium,no,no
CARIPRAL,Baliarda,https://www.alfabeta.net/precio/caripral.html,selenium,no,no
CARLFIX,IMA,https://www.alfabeta.net/precio/carlfix.html,selenium,no,no
CARMIN,Elea,https://www.alfabeta.net/precio/carmin.html,selenium,no,no
CARNITINA,Teingro,https://www.alfabeta.net/precio/carnitina.html,selenium,no,no
CARNITINA INOSITOL COLINA LAFARMEN,Lafarmen,https://www.alfabeta.net/precio/carnitina-inositol-colina-lafarmen.html,selenium,no,no
CARNITINA PRO BURN,Laboratorio ENA,https://www.alfabeta.net/precio/carnitina-pro-burn.html,selenium,no,no
CARNITINE 1500,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/carnitine-1500.html,selenium,no,no
CAROTENOS,Natufarma,https://www.alfabeta.net/precio/carotenos.html,selenium,no,no
CARPLEX,Elea,https://www.alfabeta.net/precio/carplex.html,selenium,no,no
CARQUEJA TROP,Olbia Pharma,https://www.alfabeta.net/precio/carqueja-trop.html,selenium,no,no
CARRIER,Casasco,https://www.alfabeta.net/precio/carrier.html,selenium,no,no
CARRIER PLUS,Casasco,https://www.alfabeta.net/precio/carrier-plus.html,selenium,no,no
CARRIER XR,Casasco,https://www.alfabeta.net/precio/carrier-xr.html,selenium,no,no
CARTAN,Eurofarma,https://www.alfabeta.net/precio/cartan.html,selenium,no,no
CARTAN D,Eurofarma,https://www.alfabeta.net/precio/cartan-d.html,selenium,no,no
CARTAN D 100,Eurofarma,https://www.alfabeta.net/precio/cartan-d-100.html,selenium,no,no
CARTENS,Lab Internacional Argentino,https://www.alfabeta.net/precio/cartens.html,selenium,no,no
CARTIATO,Savant Generic,https://www.alfabeta.net/precio/cartiato.html,selenium,no,no
CARTICAPS,Argenfarma,https://www.alfabeta.net/precio/carticaps.html,selenium,no,no
CARTICAPS CON CURCUMA,Argenfarma,https://www.alfabeta.net/precio/carticaps-con-curcuma.html,selenium,no,no
CARTIFLEX,ISA,https://www.alfabeta.net/precio/cartiflex.html,selenium,no,no
CARTILAGO DE TIBURON,Provefarma,https://www.alfabeta.net/precio/cartilago-de-tiburon.html,selenium,no,no
CARTILAGO DE TIBURON G.HOUSE,Garden House Argentina,https://www.alfabeta.net/precio/cartilago-de-tiburon-ghouse.html,selenium,no,no
CARTILAGO DE TIBURON LAFARMEN,Lafarmen,https://www.alfabeta.net/precio/cartilago-de-tiburon-lafarmen.html,selenium,no,no
CARTILAGO DE TIBURON+CALCIO DE OSTRA,Lafarmen,https://www.alfabeta.net/precio/cartilago-de-tiburoncalcio-de-ostra.html,selenium,no,no
CARTILAGO VITAL A.M.,A.M. Farma Activ,https://www.alfabeta.net/precio/cartilago-vital-am.html,selenium,no,no
CARTREXAN,Panalab,https://www.alfabeta.net/precio/cartrexan.html,selenium,no,no
CARVEDIL 12.5,Bagó,https://www.alfabeta.net/precio/carvedil-125.html,selenium,no,no
CARVEDIL 25,Bagó,https://www.alfabeta.net/precio/carvedil-25.html,selenium,no,no
CARVEDIL 3.125,Bagó,https://www.alfabeta.net/precio/carvedil-3125.html,selenium,no,no
CARVEDIL 50,Bagó,https://www.alfabeta.net/precio/carvedil-50.html,selenium,no,no
CARVEDIL 6.25,Bagó,https://www.alfabeta.net/precio/carvedil-625.html,selenium,no,no
CARVEDIL D,Bagó,https://www.alfabeta.net/precio/carvedil-d.html,selenium,no,no
CARVEDIL RETARD 10,Bagó,https://www.alfabeta.net/precio/carvedil-retard-10.html,selenium,no,no
CARVEDIL RETARD 20,Bagó,https://www.alfabeta.net/precio/carvedil-retard-20.html,selenium,no,no
CARVEDIL RETARD 40,Bagó,https://www.alfabeta.net/precio/carvedil-retard-40.html,selenium,no,no
CARVEDILOL BIOTENK,Biotenk,https://www.alfabeta.net/precio/carvedilol-biotenk.html,selenium,no,no
CARVEDILOL RICHET,Richet,https://www.alfabeta.net/precio/carvedilol-richet.html,selenium,no,no
CARVEDILOL VANNIER 12.5,Vannier,https://www.alfabeta.net/precio/carvedilol-vannier-125.html,selenium,no,no
CARVEDILOL VANNIER 25,Vannier,https://www.alfabeta.net/precio/carvedilol-vannier-25.html,selenium,no,no
CARVEDILOL VANNIER 6.25,Vannier,https://www.alfabeta.net/precio/carvedilol-vannier-625.html,selenium,no,no
CARVICORD,Géminis Farmacéutica,https://www.alfabeta.net/precio/carvicord.html,selenium,no,no
CARVIPAW,Rospaw,https://www.alfabeta.net/precio/carvipaw.html,selenium,no,no
CASCARA SAGRADA + ALOE INCAICO,Donato Zurlo,https://www.alfabeta.net/precio/cascara-sagrada--aloe-incaico.html,selenium,no,no
CASCARA SAGRADA OLIGOPLEX,Dr. Madaus,https://www.alfabeta.net/precio/cascara-sagrada-oligoplex.html,selenium,no,no
CASCARA SAGRADA+ALOE VITAMIN WAY,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/cascara-sagradaaloe-vitamin-way.html,selenium,no,no
CASODEX,AstraZeneca,https://www.alfabeta.net/precio/casodex.html,selenium,no,no
CASPOFUNGINA SANDOZ,Biosidus S.A.U.,https://www.alfabeta.net/precio/caspofungina-sandoz.html,selenium,no,no
CASTAÑA DE INDIA S.C.,Ariston,https://www.alfabeta.net/precio/castana-de-india-sc.html,selenium,no,no
CATARROSINE N.F.,Fecofar,https://www.alfabeta.net/precio/catarrosine-nf.html,selenium,no,no
CATEPEN,Aspen,https://www.alfabeta.net/precio/catepen.html,selenium,no,no
CATETER INTERM. INSTANT. 10FR. HOM.,Hollister,https://www.alfabeta.net/precio/cateter-interm-instant-10fr-hom.html,selenium,no,no
CATETER INTERM. INSTANT. 10FR. MUJ.,Hollister,https://www.alfabeta.net/precio/cateter-interm-instant-10fr-muj.html,selenium,no,no
CATETER INTERM. INSTANT. 10FR. PED.,Hollister,https://www.alfabeta.net/precio/cateter-interm-instant-10fr-ped.html,selenium,no,no
CATETER INTERM. INSTANT. 12FR. HOM.,Hollister,https://www.alfabeta.net/precio/cateter-interm-instant-12fr-hom.html,selenium,no,no
CATETER INTERM. INSTANT. 12FR. MUJ.,Hollister,https://www.alfabeta.net/precio/cateter-interm-instant-12fr-muj.html,selenium,no,no
CATETER INTERM. INSTANT. 14FR. HOM.,Hollister,https://www.alfabeta.net/precio/cateter-interm-instant-14fr-hom.html,selenium,no,no
CATETER INTERM. INSTANT. 14FR. MUJ.,Hollister,https://www.alfabeta.net/precio/cateter-interm-instant-14fr-muj.html,selenium,no,no
CATETER INTERM. INSTANT. 16FR. HOM.,Hollister,https://www.alfabeta.net/precio/cateter-interm-instant-16fr-hom.html,selenium,no,no
CATETER NELATON PRELU CH/FR 10 L.ORIGO 40 CM,Wellspect,https://www.alfabeta.net/precio/cateter-nelaton-prelu-chfr-10-lorigo-40-cm.html,selenium,no,no
CATETER NELATON PRELU CH/FR 12 L.ORIGO 30 CM,Wellspect,https://www.alfabeta.net/precio/cateter-nelaton-prelu-chfr-12-lorigo-30-cm.html,selenium,no,no
CATETER NELATON PRELU CH/FR 12 L.ORIGO 40 CM,Wellspect,https://www.alfabeta.net/precio/cateter-nelaton-prelu-chfr-12-lorigo-40-cm.html,selenium,no,no
CATETER NELATON PRELU CH/FR 14 L.ORIGO 40 CM,Wellspect,https://www.alfabeta.net/precio/cateter-nelaton-prelu-chfr-14-lorigo-40-cm.html,selenium,no,no
CATETER NELATON PRELU CH/FR 8 L.ORIGO 30 CM,Wellspect,https://www.alfabeta.net/precio/cateter-nelaton-prelu-chfr-8-lorigo-30-cm.html,selenium,no,no
CATETER NELATON PRELU CH/FR L.ORIGO 30 CM,Wellspect,https://www.alfabeta.net/precio/cateter-nelaton-prelu-chfr-lorigo-30-cm.html,selenium,no,no
CATETER NELATON PRELU. CH/FR 10 L.SENCE 15CM,Wellspect,https://www.alfabeta.net/precio/cateter-nelaton-prelu-chfr-10-lsence-15cm.html,selenium,no,no
CATETER NELATON PRELU. CH/FR 12 L.SENCE 15CM,Wellspect,https://www.alfabeta.net/precio/cateter-nelaton-prelu-chfr-12-lsence-15cm.html,selenium,no,no
CATETER NELATON PRELU. CH/FR 14 L.SENCE 15CM,Wellspect,https://www.alfabeta.net/precio/cateter-nelaton-prelu-chfr-14-lsence-15cm.html,selenium,no,no
CATETER NELATON PRELU. CH/FR 8 L.SENCE 15 CM,Wellspect,https://www.alfabeta.net/precio/cateter-nelaton-prelu-chfr-8-lsence-15-cm.html,selenium,no,no
CATIRA,Synthon Bagó,https://www.alfabeta.net/precio/catira.html,selenium,no,no
CATIZ,Elea,https://www.alfabeta.net/precio/catiz.html,selenium,no,no
CATZEN,Kemex,https://www.alfabeta.net/precio/catzen.html,selenium,no,no
CAZMAR,Fucus,https://www.alfabeta.net/precio/cazmar.html,selenium,no,no
CBD 10,Cannava S.E.,https://www.alfabeta.net/precio/cbd-10.html,selenium,no,no
CBD CREAM KILAB CANNABIDIOL,Kilab,https://www.alfabeta.net/precio/cbd-cream-kilab-cannabidiol.html,selenium,no,no
CEBION VITAMINA C EFERVESCENTE,Procter & Gamble,https://www.alfabeta.net/precio/cebion-vitamina-c-efervescente.html,selenium,no,no
CEBION VITAMINA C MASTICABLE,Procter & Gamble,https://www.alfabeta.net/precio/cebion-vitamina-c-masticable.html,selenium,no,no
CEBIÓN VITAMINA C EFERVESCENTE FORTE,Procter & Gamble,https://www.alfabeta.net/precio/cebion-vitamina-c-efervescente-forte.html,selenium,no,no
CEBROCAL,Temis-Lostaló,https://www.alfabeta.net/precio/cebrocal.html,selenium,no,no
CECALTER,Tuteur,https://www.alfabeta.net/precio/cecalter.html,selenium,no,no
CEDRIC BALSAMICO FORMULA CONCENTRADA,Elea,https://www.alfabeta.net/precio/cedric-balsamico-formula-concentrada.html,selenium,no,no
CEDRIC JARABE,Elea,https://www.alfabeta.net/precio/cedric-jarabe.html,selenium,no,no
CEDRIC POCKET,Elea,https://www.alfabeta.net/precio/cedric-pocket.html,selenium,no,no
CEDRIMUC,Elea,https://www.alfabeta.net/precio/cedrimuc.html,selenium,no,no
CEFACAR,Siegfried,https://www.alfabeta.net/precio/cefacar.html,selenium,no,no
CEFACOLIN,Northia,https://www.alfabeta.net/precio/cefacolin.html,selenium,no,no
CEFADE,Klonal,https://www.alfabeta.net/precio/cefade.html,selenium,no,no
CEFADROX,Medisol,https://www.alfabeta.net/precio/cefadrox.html,selenium,no,no
CEFADROX 250,Cassará,https://www.alfabeta.net/precio/cefadrox-250.html,selenium,no,no
CEFADROXILO FABRA,Fabra,https://www.alfabeta.net/precio/cefadroxilo-fabra.html,selenium,no,no
CEFADUO,Medisol,https://www.alfabeta.net/precio/cefaduo.html,selenium,no,no
CEFAGRAND,Biosintex Retail,https://www.alfabeta.net/precio/cefagrand.html,selenium,no,no
CEFALEX VL,Bagó,https://www.alfabeta.net/precio/cefalex-vl.html,selenium,no,no
CEFALEXINA ARGENTIA,Siegfried,https://www.alfabeta.net/precio/cefalexina-argentia.html,selenium,no,no
CEFALEXINA ARGENTIA DUO,Siegfried,https://www.alfabeta.net/precio/cefalexina-argentia-duo.html,selenium,no,no
CEFALEXINA FABRA,Fabra,https://www.alfabeta.net/precio/cefalexina-fabra.html,selenium,no,no
CEFALEXINA FECOFAR,Fecofar,https://www.alfabeta.net/precio/cefalexina-fecofar.html,selenium,no,no
CEFALEXINA LABSA,Labsa,https://www.alfabeta.net/precio/cefalexina-labsa.html,selenium,no,no
CEFALEXINA RICHET,Richet,https://www.alfabeta.net/precio/cefalexina-richet.html,selenium,no,no
CEFALEXINA SANT GALL FRIBURG,Sant Gall,https://www.alfabeta.net/precio/cefalexina-sant-gall-friburg.html,selenium,no,no
CEFALOMICINA,Bagó,https://www.alfabeta.net/precio/cefalomicina.html,selenium,no,no
CEFALOTINA DRAWER,Drawer,https://www.alfabeta.net/precio/cefalotina-drawer.html,selenium,no,no
CEFALOTINA GEMEPE,Gemepe,https://www.alfabeta.net/precio/cefalotina-gemepe.html,selenium,no,no
CEFALOTINA KILAB,Kilab,https://www.alfabeta.net/precio/cefalotina-kilab.html,selenium,no,no
CEFALOTINA LARJAN,Veinfar,https://www.alfabeta.net/precio/cefalotina-larjan.html,selenium,no,no
CEFALOTINA PHARMAVIAL,IBC,https://www.alfabeta.net/precio/cefalotina-pharmavial.html,selenium,no,no
CEFALOTINA RICHET (SAL SODICA BUFERIZADA),Richet,https://www.alfabeta.net/precio/cefalotina-richet-sal-sodica-buferizada.html,selenium,no,no
CEFAMAR,Mar,https://www.alfabeta.net/precio/cefamar.html,selenium,no,no
CEFAZOLINA DRAWER,Drawer,https://www.alfabeta.net/precio/cefazolina-drawer.html,selenium,no,no
CEFAZOLINA KILAB,Kilab,https://www.alfabeta.net/precio/cefazolina-kilab.html,selenium,no,no
CEFAZOLINA NORTHIA,Northia,https://www.alfabeta.net/precio/cefazolina-northia.html,selenium,no,no
CEFAZOLINA PHARMAVIAL,IBC,https://www.alfabeta.net/precio/cefazolina-pharmavial.html,selenium,no,no
CEFAZOLINA RICHET,Richet,https://www.alfabeta.net/precio/cefazolina-richet.html,selenium,no,no
CEFEPIME,Northia,https://www.alfabeta.net/precio/cefepime.html,selenium,no,no
CEFEPIME CELTYC,Celtyc,https://www.alfabeta.net/precio/cefepime-celtyc.html,selenium,no,no
CEFEPIME KILAB,Kilab,https://www.alfabeta.net/precio/cefepime-kilab.html,selenium,no,no
CEFEPIME PHARMAVIAL,IBC,https://www.alfabeta.net/precio/cefepime-pharmavial.html,selenium,no,no
CEFEPIME RICHET,Richet,https://www.alfabeta.net/precio/cefepime-richet.html,selenium,no,no
CEFER,Biotenk,https://www.alfabeta.net/precio/cefer.html,selenium,no,no
CEFIMEN-K,Klonal,https://www.alfabeta.net/precio/cefimen-k.html,selenium,no,no
CEFIXIMA RICHET,Richet,https://www.alfabeta.net/precio/cefixima-richet.html,selenium,no,no
CEFOSPOREN,Trb-Pharma,https://www.alfabeta.net/precio/cefosporen.html,selenium,no,no
CEFOTAXIMA KILAB,Kilab,https://www.alfabeta.net/precio/cefotaxima-kilab.html,selenium,no,no
CEFOTAXIMA KLONAL,Klonal,https://www.alfabeta.net/precio/cefotaxima-klonal.html,selenium,no,no
CEFOXITINA RICHET,Richet,https://www.alfabeta.net/precio/cefoxitina-richet.html,selenium,no,no
CEFTAAVI,Bagó,https://www.alfabeta.net/precio/ceftaavi.html,selenium,no,no
CEFTAZIDIMA,Klonal,https://www.alfabeta.net/precio/ceftazidima.html,selenium,no,no
CEFTAZIDIMA,Veinfar,https://www.alfabeta.net/precio/ceftazidima.html,selenium,no,no
CEFTAZIDIMA FABRA,Fabra,https://www.alfabeta.net/precio/ceftazidima-fabra.html,selenium,no,no
CEFTAZIDIMA KILAB,Kilab,https://www.alfabeta.net/precio/ceftazidima-kilab.html,selenium,no,no
CEFTAZIDIMA NORTHIA,Northia,https://www.alfabeta.net/precio/ceftazidima-northia.html,selenium,no,no
CEFTAZIDIMA PHARMAVIAL,IBC,https://www.alfabeta.net/precio/ceftazidima-pharmavial.html,selenium,no,no
CEFTAZIDIMA RICHET,Richet,https://www.alfabeta.net/precio/ceftazidima-richet.html,selenium,no,no
CEFTRIAXONA DRAWER,Drawer,https://www.alfabeta.net/precio/ceftriaxona-drawer.html,selenium,no,no
CEFTRIAXONA DUNCAN,Duncan,https://www.alfabeta.net/precio/ceftriaxona-duncan.html,selenium,no,no
CEFTRIAXONA FABRA,Fabra,https://www.alfabeta.net/precio/ceftriaxona-fabra.html,selenium,no,no
CEFTRIAXONA GEMEPE,Gemepe,https://www.alfabeta.net/precio/ceftriaxona-gemepe.html,selenium,no,no
CEFTRIAXONA LARJAN,Veinfar,https://www.alfabeta.net/precio/ceftriaxona-larjan.html,selenium,no,no
CEFTRIAXONA MORGAN,Schafer,https://www.alfabeta.net/precio/ceftriaxona-morgan.html,selenium,no,no
CEFTRIAXONA PHARMAVIAL,IBC,https://www.alfabeta.net/precio/ceftriaxona-pharmavial.html,selenium,no,no
CEFTRIAXONA RICHET,Richet,https://www.alfabeta.net/precio/ceftriaxona-richet.html,selenium,no,no
CEFTRIAZ,Klonal,https://www.alfabeta.net/precio/ceftriaz.html,selenium,no,no
CEFUROXIMA RICHET,Richet,https://www.alfabeta.net/precio/cefuroxima-richet.html,selenium,no,no
CEFUROXIMA RICHET SUSPENSION 125 MG,Richet,https://www.alfabeta.net/precio/cefuroxima-richet-suspension-125-mg.html,selenium,no,no
CEGLUTION 300,Ariston,https://www.alfabeta.net/precio/ceglution-300.html,selenium,no,no
CEGLUTION XR,Ariston,https://www.alfabeta.net/precio/ceglution-xr.html,selenium,no,no
CELAZA,Varifarma,https://www.alfabeta.net/precio/celaza.html,selenium,no,no
CELEBREX,Aspen Pharma,https://www.alfabeta.net/precio/celebrex.html,selenium,no,no
CELESTONE,Organon Arg.,https://www.alfabeta.net/precio/celestone.html,selenium,no,no
CELESTONE CRONODOSE,Organon Arg.,https://www.alfabeta.net/precio/celestone-cronodose.html,selenium,no,no
CELIXAFOR,Varifarma,https://www.alfabeta.net/precio/celixafor.html,selenium,no,no
CELLASENE GOLD,Cinetic,https://www.alfabeta.net/precio/cellasene-gold.html,selenium,no,no
CELLCEPT,Roche,https://www.alfabeta.net/precio/cellcept.html,selenium,no,no
CELSENTRI,GlaxoSmithKline Biopharma,https://www.alfabeta.net/precio/celsentri.html,selenium,no,no
CELU-ATLAS,Lab Internacional Argentino,https://www.alfabeta.net/precio/celu-atlas.html,selenium,no,no
CELU-RED,Valuge,https://www.alfabeta.net/precio/celu-red.html,selenium,no,no
CELUFEM,Argenfarma,https://www.alfabeta.net/precio/celufem.html,selenium,no,no
CELUFLEX AR,Lagos,https://www.alfabeta.net/precio/celuflex-ar.html,selenium,no,no
CELUFLEX C,Lagos,https://www.alfabeta.net/precio/celuflex-c.html,selenium,no,no
CELUFLEX DMAE,Lagos,https://www.alfabeta.net/precio/celuflex-dmae.html,selenium,no,no
CELUFLEX H,Lagos,https://www.alfabeta.net/precio/celuflex-h.html,selenium,no,no
CELUVECTIN,Lagos,https://www.alfabeta.net/precio/celuvectin.html,selenium,no,no
CELUVECTIN Q10,Lagos,https://www.alfabeta.net/precio/celuvectin-q10.html,selenium,no,no
CENDALON,Tuteur,https://www.alfabeta.net/precio/cendalon.html,selenium,no,no
CENTELLA ASIATICA + B3,Lafarmen,https://www.alfabeta.net/precio/centella-asiatica--b3.html,selenium,no,no
CENTELLA ASIATICA A.M.,A.M. Farma Activ,https://www.alfabeta.net/precio/centella-asiatica-am.html,selenium,no,no
CENTELLA ASIATICA COMPUESTA,Lafarmen,https://www.alfabeta.net/precio/centella-asiatica-compuesta.html,selenium,no,no
CENTELLA ASIATICA GARDEN HOUSE,Garden House Argentina,https://www.alfabeta.net/precio/centella-asiatica-garden-house.html,selenium,no,no
CENTELLA ASIATICA GINKO ZINC Y VIT B3,Lafarmen,https://www.alfabeta.net/precio/centella-asiatica-ginko-zinc-y-vit-b3.html,selenium,no,no
CENTELLA FORTE,Provefarma,https://www.alfabeta.net/precio/centella-forte.html,selenium,no,no
CENTRUM BASE,Haleon Argentina,https://www.alfabeta.net/precio/centrum-base.html,selenium,no,no
CENTRUM DEFENSAS,Haleon Argentina,https://www.alfabeta.net/precio/centrum-defensas.html,selenium,no,no
CENTRUM ESSENCIAL,Haleon Argentina,https://www.alfabeta.net/precio/centrum-essencial.html,selenium,no,no
CENTRUM HOMBRE,Haleon Argentina,https://www.alfabeta.net/precio/centrum-hombre.html,selenium,no,no
CENTRUM MUJER,Haleon Argentina,https://www.alfabeta.net/precio/centrum-mujer.html,selenium,no,no
CENTRUM SILVER,Haleon Argentina,https://www.alfabeta.net/precio/centrum-silver.html,selenium,no,no
CENTRUM SILVER HOMBRE,Haleon Argentina,https://www.alfabeta.net/precio/centrum-silver-hombre.html,selenium,no,no
CENTRUM SILVER MUJER,Haleon Argentina,https://www.alfabeta.net/precio/centrum-silver-mujer.html,selenium,no,no
CEPAGE CHAMPU ANTICAIDA,Cepage,https://www.alfabeta.net/precio/cepage-champu-anticaida.html,selenium,no,no
CEPAGE CHAMPU CASPA G,Cepage,https://www.alfabeta.net/precio/cepage-champu-caspa-g.html,selenium,no,no
CEPAGE CHAMPU CASPA S,Cepage,https://www.alfabeta.net/precio/cepage-champu-caspa-s.html,selenium,no,no
CEPAGE CORPS,Cepage,https://www.alfabeta.net/precio/cepage-corps.html,selenium,no,no
CEPAGE FILTRES FLUIDE COLOR,Cepage,https://www.alfabeta.net/precio/cepage-filtres-fluide-color.html,selenium,no,no
CEPAGE FPS 50+ COLOR,Cepage,https://www.alfabeta.net/precio/cepage-fps-50-color.html,selenium,no,no
CEPAGE MAINS,Cepage,https://www.alfabeta.net/precio/cepage-mains.html,selenium,no,no
CEPLENE PLUS,Duncan,https://www.alfabeta.net/precio/ceplene-plus.html,selenium,no,no
CEPOREXIN,Roemmers,https://www.alfabeta.net/precio/ceporexin.html,selenium,no,no
CEPOREXIN DUO 1 GR,Roemmers,https://www.alfabeta.net/precio/ceporexin-duo-1-gr.html,selenium,no,no
CEPOREXIN DUO 750,Roemmers,https://www.alfabeta.net/precio/ceporexin-duo-750.html,selenium,no,no
CERAPLUS EXTENSORES DE BARRERAS FLEXIBLES,Hollister,https://www.alfabeta.net/precio/ceraplus-extensores-de-barreras-flexibles.html,selenium,no,no
CERAX,Laboratorio Millet,https://www.alfabeta.net/precio/cerax.html,selenium,no,no
CERAZETTE,Organon Arg.,https://www.alfabeta.net/precio/cerazette.html,selenium,no,no
CERELUC,Beta,https://www.alfabeta.net/precio/cereluc.html,selenium,no,no
CERELUC MET,Beta,https://www.alfabeta.net/precio/cereluc-met.html,selenium,no,no
CERNILTON PLUS,Temis-Lostaló,https://www.alfabeta.net/precio/cernilton-plus.html,selenium,no,no
CEROSPORIN,Siegfried,https://www.alfabeta.net/precio/cerosporin.html,selenium,no,no
CERTICAN,Novartis,https://www.alfabeta.net/precio/certican.html,selenium,no,no
CERUMEX,Medisol,https://www.alfabeta.net/precio/cerumex.html,selenium,no,no
CERVEP,Siegfried,https://www.alfabeta.net/precio/cervep.html,selenium,no,no
CERVILANE,PharmaDorf,https://www.alfabeta.net/precio/cervilane.html,selenium,no,no
CESAMET,Siegfried,https://www.alfabeta.net/precio/cesamet.html,selenium,no,no
CESTROPAN,Ronnet,https://www.alfabeta.net/precio/cestropan.html,selenium,no,no
CETAPHIL,Galderma,https://www.alfabeta.net/precio/cetaphil.html,selenium,no,no
CETAPHIL BABY,Galderma,https://www.alfabeta.net/precio/cetaphil-baby.html,selenium,no,no
CETAPHIL BARRA LIMPIEZA PROFUNDA,Galderma,https://www.alfabeta.net/precio/cetaphil-barra-limpieza-profunda.html,selenium,no,no
CETAPHIL CALMANTE,Galderma,https://www.alfabeta.net/precio/cetaphil-calmante.html,selenium,no,no
CETAPHIL CREMA PARA MANOS,Galderma,https://www.alfabeta.net/precio/cetaphil-crema-para-manos.html,selenium,no,no
CETAPHIL DESMAQUILLANTE SUAVE,Galderma,https://www.alfabeta.net/precio/cetaphil-desmaquillante-suave.html,selenium,no,no
CETAPHIL ESPUMA LIMPIEZA FACIAL,Galderma,https://www.alfabeta.net/precio/cetaphil-espuma-limpieza-facial.html,selenium,no,no
CETAPHIL EXFOLIANTE ULTRA SUAVE,Galderma,https://www.alfabeta.net/precio/cetaphil-exfoliante-ultra-suave.html,selenium,no,no
CETAPHIL GEL BAÑO ULTRA SUAVE,Galderma,https://www.alfabeta.net/precio/cetaphil-gel-bano-ultra-suave.html,selenium,no,no
CETAPHIL HEALTHY RENEW CREMA DIA,Galderma,https://www.alfabeta.net/precio/cetaphil-healthy-renew-crema-dia.html,selenium,no,no
CETAPHIL HEALTHY RENEW CREMA NOCHE,Galderma,https://www.alfabeta.net/precio/cetaphil-healthy-renew-crema-noche.html,selenium,no,no
CETAPHIL HEALTHY RENEW SERUM FACIAL,Galderma,https://www.alfabeta.net/precio/cetaphil-healthy-renew-serum-facial.html,selenium,no,no
CETAPHIL HEALTHY RENEW SERUM OJOS,Galderma,https://www.alfabeta.net/precio/cetaphil-healthy-renew-serum-ojos.html,selenium,no,no
CETAPHIL HIDRATANTE FACIAL DIA,Galderma,https://www.alfabeta.net/precio/cetaphil-hidratante-facial-dia.html,selenium,no,no
CETAPHIL HIDRATANTE FACIAL DIARIO FPS 15,Galderma,https://www.alfabeta.net/precio/cetaphil-hidratante-facial-diario-fps-15.html,selenium,no,no
CETAPHIL HIDRATANTE FACIAL FPS 50,Galderma,https://www.alfabeta.net/precio/cetaphil-hidratante-facial-fps-50.html,selenium,no,no
CETAPHIL HIDRATANTE FACIAL NOCHE,Galderma,https://www.alfabeta.net/precio/cetaphil-hidratante-facial-noche.html,selenium,no,no
CETAPHIL HIDRATANTE LOCION,Galderma,https://www.alfabeta.net/precio/cetaphil-hidratante-locion.html,selenium,no,no
CETAPHIL HUM,Galderma,https://www.alfabeta.net/precio/cetaphil-hum.html,selenium,no,no
CETAPHIL HUMECTANT,Galderma,https://www.alfabeta.net/precio/cetaphil-humectant.html,selenium,no,no
CETAPHIL JABON LIQ. P/MANOS,Galderma,https://www.alfabeta.net/precio/cetaphil-jabon-liq-pmanos.html,selenium,no,no
CETAPHIL LIMPIADOR CREMA ESPUMA,Galderma,https://www.alfabeta.net/precio/cetaphil-limpiador-crema-espuma.html,selenium,no,no
CETAPHIL LIMPIADOR DESMAQUILLANTE,Galderma,https://www.alfabeta.net/precio/cetaphil-limpiador-desmaquillante.html,selenium,no,no
CETAPHIL LIMPIADOR EXFOLIANTE SUAVE,Galderma,https://www.alfabeta.net/precio/cetaphil-limpiador-exfoliante-suave.html,selenium,no,no
CETAPHIL LIMPIADOR FACIAL PIEL GRASA,Galderma,https://www.alfabeta.net/precio/cetaphil-limpiador-facial-piel-grasa.html,selenium,no,no
CETAPHIL LIMPIADOR LOCION P/SENSIB,Galderma,https://www.alfabeta.net/precio/cetaphil-limpiador-locion-psensib.html,selenium,no,no
