Product,Company,URL,Source,Scraped_By_Selenium,Scraped_By_API
ANFOTAR LIPOSOMAL,Gemabiotech,https://www.alfabeta.net/precio/anfotar-liposomal.html,selenium,no,no
ANFOTERICINA B FADA,Fada Pharma,https://www.alfabeta.net/precio/anfotericina-b-fada.html,selenium,no,no
ANFOTERICINA B NORTHIA,Northia,https://www.alfabeta.net/precio/anfotericina-b-northia.html,selenium,no,no
ANFOTERICINA RICHET,Richet,https://www.alfabeta.net/precio/anfotericina-richet.html,selenium,no,no
ANGINETAS,Fucus,https://www.alfabeta.net/precio/anginetas.html,selenium,no,no
ANGINETAS CARAMELOS,Fucus,https://www.alfabeta.net/precio/anginetas-caramelos.html,selenium,no,no
ANGINOTRAT,Megalabs Argentina,https://www.alfabeta.net/precio/anginotrat.html,selenium,no,no
ANGIOFILINA,Fabra,https://www.alfabeta.net/precio/angiofilina.html,selenium,no,no
ANGIOVEZ,Bagó,https://www.alfabeta.net/precio/angiovez.html,selenium,no,no
ANIDUSTATERA,Jayor,https://www.alfabeta.net/precio/anidustatera.html,selenium,no,no
ANIL,Lazar,https://www.alfabeta.net/precio/anil.html,selenium,no,no
ANILAR,Megalabs Argentina,https://www.alfabeta.net/precio/anilar.html,selenium,no,no
ANILLOS PLA. DE HIDROC. ADAPT 48 MM,Hollister,https://www.alfabeta.net/precio/anillos-pla-de-hidroc-adapt-48-mm.html,selenium,no,no
ANILLOS PLA. DE HIDROC. ADAPT 96 MM,Hollister,https://www.alfabeta.net/precio/anillos-pla-de-hidroc-adapt-96-mm.html,selenium,no,no
ANILLOS PLA. DE HIDROC. ADAPT CONV.,Hollister,https://www.alfabeta.net/precio/anillos-pla-de-hidroc-adapt-conv.html,selenium,no,no
ANILLOS PLA. DE HIDROC. ADAPT CONV.OV,Hollister,https://www.alfabeta.net/precio/anillos-pla-de-hidroc-adapt-convov.html,selenium,no,no
ANILLOS PLA. DE HIDROC. CERARINGS,Hollister,https://www.alfabeta.net/precio/anillos-pla-de-hidroc-cerarings.html,selenium,no,no
ANIMEX-ON,Laboratorios Bernabó,https://www.alfabeta.net/precio/animex-on.html,selenium,no,no
ANORO ELLIPTA,GlaxoSmithKline Biopharma,https://www.alfabeta.net/precio/anoro-ellipta.html,selenium,no,no
ANSIELIX DIGEST,Craveri,https://www.alfabeta.net/precio/ansielix-digest.html,selenium,no,no
ANTIBIOCORT,Biosintex,https://www.alfabeta.net/precio/antibiocort.html,selenium,no,no
ANTIBLOC 12.5,Craveri,https://www.alfabeta.net/precio/antibloc-125.html,selenium,no,no
ANTIBLOC 25,Craveri,https://www.alfabeta.net/precio/antibloc-25.html,selenium,no,no
ANTIBLOC 6.25,Craveri,https://www.alfabeta.net/precio/antibloc-625.html,selenium,no,no
ANTIHEMORROIDAL DENVER FARMA,Denver Farma,https://www.alfabeta.net/precio/antihemorroidal-denver-farma.html,selenium,no,no
ANTIHEMORROIDAL GEZZI PLUS,E. J. Gezzi,https://www.alfabeta.net/precio/antihemorroidal-gezzi-plus.html,selenium,no,no
ANTILERG,Max Vision,https://www.alfabeta.net/precio/antilerg.html,selenium,no,no
ANTIMICON,Casasco,https://www.alfabeta.net/precio/antimicon.html,selenium,no,no
ANTIMICOTICO LAURIA PIEL,Laboratorio Merlino,https://www.alfabeta.net/precio/antimicotico-lauria-piel.html,selenium,no,no
ANTIMICOTICO LAURIA UÑAS,Laboratorio Merlino,https://www.alfabeta.net/precio/antimicotico-lauria-unas.html,selenium,no,no
ANTIOXIDANTE +40 NUTRICEUTIC,Eurolab,https://www.alfabeta.net/precio/antioxidante-40-nutriceutic.html,selenium,no,no
ANTIOXIDANTE LAFARMEN,Lafarmen,https://www.alfabeta.net/precio/antioxidante-lafarmen.html,selenium,no,no
ANTIOXIDANTE VITAL A.M.,A.M. Farma Activ,https://www.alfabeta.net/precio/antioxidante-vital-am.html,selenium,no,no
ANTIPLAQ,Richmond,https://www.alfabeta.net/precio/antiplaq.html,selenium,no,no
ANTIPRESOL,Fecofar,https://www.alfabeta.net/precio/antipresol.html,selenium,no,no
ANTIPRESOL A,Fecofar,https://www.alfabeta.net/precio/antipresol-a.html,selenium,no,no
ANTIPRESOL A 100,Fecofar,https://www.alfabeta.net/precio/antipresol-a-100.html,selenium,no,no
ANTIPRESOL D,Fecofar,https://www.alfabeta.net/precio/antipresol-d.html,selenium,no,no
ANTITROM,Lazar,https://www.alfabeta.net/precio/antitrom.html,selenium,no,no
ANTITROMBINA III UNC,Hemoderivados,https://www.alfabeta.net/precio/antitrombina-iii-unc.html,selenium,no,no
ANTITUSIVO FORTE LABSA,Labsa,https://www.alfabeta.net/precio/antitusivo-forte-labsa.html,selenium,no,no
ANTITUSIVO L LABSA,Labsa,https://www.alfabeta.net/precio/antitusivo-l-labsa.html,selenium,no,no
ANTITUSIVO LABSA,Labsa,https://www.alfabeta.net/precio/antitusivo-labsa.html,selenium,no,no
ANTIXAN,Bioprofarma Bagó,https://www.alfabeta.net/precio/antixan.html,selenium,no,no
ANTORIL,Tuteur,https://www.alfabeta.net/precio/antoril.html,selenium,no,no
ANUAR,Siegfried,https://www.alfabeta.net/precio/anuar.html,selenium,no,no
ANUBIS,Siegfried,https://www.alfabeta.net/precio/anubis.html,selenium,no,no
ANUSOL DUO,Elea,https://www.alfabeta.net/precio/anusol-duo.html,selenium,no,no
ANUSOL DUO S,Elea,https://www.alfabeta.net/precio/anusol-duo-s.html,selenium,no,no
AOSEPT PLUS CON HYDRAGLYDE,Alcon,https://www.alfabeta.net/precio/aosept-plus-con-hydraglyde.html,selenium,no,no
APARZO,Eczane,https://www.alfabeta.net/precio/aparzo.html,selenium,no,no
APASMO,Laboratorio Millet,https://www.alfabeta.net/precio/apasmo.html,selenium,no,no
APASMO COMPUESTO,Laboratorio Millet,https://www.alfabeta.net/precio/apasmo-compuesto.html,selenium,no,no
APATRIX 30,Adium,https://www.alfabeta.net/precio/apatrix-30.html,selenium,no,no
APATRIX 60,Adium,https://www.alfabeta.net/precio/apatrix-60.html,selenium,no,no
APECUR,Rospaw,https://www.alfabeta.net/precio/apecur.html,selenium,no,no
APHERESIS KIT SN 2 PLT X6R8882,Fresenius Kabi,https://www.alfabeta.net/precio/apheresis-kit-sn-2-plt-x6r8882.html,selenium,no,no
APITENA,Nolter,https://www.alfabeta.net/precio/apitena.html,selenium,no,no
APLACASSE,Siegfried,https://www.alfabeta.net/precio/aplacasse.html,selenium,no,no
APOCALIPSIS,Fortbenton,https://www.alfabeta.net/precio/apocalipsis.html,selenium,no,no
APOFARM,E. J. Gezzi,https://www.alfabeta.net/precio/apofarm.html,selenium,no,no
APOKINON,Celnova Argentina,https://www.alfabeta.net/precio/apokinon.html,selenium,no,no
APOKINON STYLO,Celnova Argentina,https://www.alfabeta.net/precio/apokinon-stylo.html,selenium,no,no
APOSITO ALG. DE CAL. 10X10 CM REST.,Hollister,https://www.alfabeta.net/precio/aposito-alg-de-cal-10x10-cm-rest.html,selenium,no,no
APOSITO ALG. DE CAL. 10X20 CM REST.,Hollister,https://www.alfabeta.net/precio/aposito-alg-de-cal-10x20-cm-rest.html,selenium,no,no
APOSITO ALG. DE CAL. 30.5 CM REST.,Hollister,https://www.alfabeta.net/precio/aposito-alg-de-cal-305-cm-rest.html,selenium,no,no
APPLIX PUMP SET VARIOLINE ENFIT UNIVERSAL,Fresenius Kabi,https://www.alfabeta.net/precio/applix-pump-set-varioline-enfit-universal.html,selenium,no,no
APREMAX,Elea,https://www.alfabeta.net/precio/apremax.html,selenium,no,no
APRENTICE,Francelab,https://www.alfabeta.net/precio/aprentice.html,selenium,no,no
APRIL,Gador,https://www.alfabeta.net/precio/april.html,selenium,no,no
APRIL 28,Gador,https://www.alfabeta.net/precio/april-28.html,selenium,no,no
APROTEN ARROZ,B-Life,https://www.alfabeta.net/precio/aproten-arroz.html,selenium,no,no
APROTEN BIZCOCHOS,B-Life,https://www.alfabeta.net/precio/aproten-bizcochos.html,selenium,no,no
APROTEN FETAS TOSTADAS,B-Life,https://www.alfabeta.net/precio/aproten-fetas-tostadas.html,selenium,no,no
APROTEN FUSILE,B-Life,https://www.alfabeta.net/precio/aproten-fusile.html,selenium,no,no
APROTEN GRISSINI,B-Life,https://www.alfabeta.net/precio/aproten-grissini.html,selenium,no,no
APROTEN HARINA,B-Life,https://www.alfabeta.net/precio/aproten-harina.html,selenium,no,no
APROTEN OBLEAS,B-Life,https://www.alfabeta.net/precio/aproten-obleas.html,selenium,no,no
APROTEN PAN BIZCOCHADO,B-Life,https://www.alfabeta.net/precio/aproten-pan-bizcochado.html,selenium,no,no
APROTEN PENNE,B-Life,https://www.alfabeta.net/precio/aproten-penne.html,selenium,no,no
APROTEN RIGATINI,B-Life,https://www.alfabeta.net/precio/aproten-rigatini.html,selenium,no,no
APROTEN SPAGUETTI,B-Life,https://www.alfabeta.net/precio/aproten-spaguetti.html,selenium,no,no
APROTEN TAGLIATELLE,B-Life,https://www.alfabeta.net/precio/aproten-tagliatelle.html,selenium,no,no
APROVASC,Sanofi-Aventis,https://www.alfabeta.net/precio/aprovasc.html,selenium,no,no
APROVEL 150,Sanofi-Aventis,https://www.alfabeta.net/precio/aprovel-150.html,selenium,no,no
APROVEL 300,Sanofi-Aventis,https://www.alfabeta.net/precio/aprovel-300.html,selenium,no,no
APSICO,Megalabs Argentina,https://www.alfabeta.net/precio/apsico.html,selenium,no,no
AQUACEL AG FOAM NO ADHESIVO 10X10 CM,Convatec,https://www.alfabeta.net/precio/aquacel-ag-foam-no-adhesivo-10x10-cm.html,selenium,no,no
AQUACEL AG SURGICAL 9X10 APOSITO ESTERIL,Convatec,https://www.alfabeta.net/precio/aquacel-ag-surgical-9x10-aposito-esteril.html,selenium,no,no
AQUACEL AG SURGICAL 9X15 APOSITO ESTERIL,Convatec,https://www.alfabeta.net/precio/aquacel-ag-surgical-9x15-aposito-esteril.html,selenium,no,no
AQUACEL AG SURGICAL 9X25 APOSITO ESTERIL,Convatec,https://www.alfabeta.net/precio/aquacel-ag-surgical-9x25-aposito-esteril.html,selenium,no,no
AQUACEL AG SURGICAL 9X5 APOSITO ESTERIL,Convatec,https://www.alfabeta.net/precio/aquacel-ag-surgical-9x5-aposito-esteril.html,selenium,no,no
AQUACEL AG+EXTRA 10X10 ANTIBIOFILM,Convatec,https://www.alfabeta.net/precio/aquacel-agextra-10x10-antibiofilm.html,selenium,no,no
AQUACEL AG+EXTRA 15X15 ANTIBIOFILM,Convatec,https://www.alfabeta.net/precio/aquacel-agextra-15x15-antibiofilm.html,selenium,no,no
AQUACEL AG+EXTRA 20X30 ANTIBIOFILM,Convatec,https://www.alfabeta.net/precio/aquacel-agextra-20x30-antibiofilm.html,selenium,no,no
AQUACEL AG+EXTRA MECHA 2X45 CM ANTIBIOFILM,Convatec,https://www.alfabeta.net/precio/aquacel-agextra-mecha-2x45-cm-antibiofilm.html,selenium,no,no
AQUACEL EXTRA 10X10 CM DOBLE HIDROFIBRA,Convatec,https://www.alfabeta.net/precio/aquacel-extra-10x10-cm-doble-hidrofibra.html,selenium,no,no
AQUACEL EXTRA 15X15 CM DOBLE HIDROFIBRA,Convatec,https://www.alfabeta.net/precio/aquacel-extra-15x15-cm-doble-hidrofibra.html,selenium,no,no
AQUACEL FOAM ADHESIVO 10X10 CM,Convatec,https://www.alfabeta.net/precio/aquacel-foam-adhesivo-10x10-cm.html,selenium,no,no
AQUACEL FOAM ADHESIVO 12.5X12.5 CM ESPUMA,Convatec,https://www.alfabeta.net/precio/aquacel-foam-adhesivo-125x125-cm-espuma.html,selenium,no,no
AQUACEL FOAM NO ADHESIVO 10X10 CM,Convatec,https://www.alfabeta.net/precio/aquacel-foam-no-adhesivo-10x10-cm.html,selenium,no,no
AQUACEL FOAM NO ADHESIVO 15X15 CM,Convatec,https://www.alfabeta.net/precio/aquacel-foam-no-adhesivo-15x15-cm.html,selenium,no,no
AQUACEL FOAM PRO 10X10 CM 5 CAPAS,Convatec,https://www.alfabeta.net/precio/aquacel-foam-pro-10x10-cm-5-capas.html,selenium,no,no
AQUACEL FOAM PRO SACRAL 20X16.9 CM 5 CAPAS,Convatec,https://www.alfabeta.net/precio/aquacel-foam-pro-sacral-20x169-cm-5-capas.html,selenium,no,no
AQUACEL FOAM PRO TALON MULTI 19.8X14 CM,Convatec,https://www.alfabeta.net/precio/aquacel-foam-pro-talon-multi-198x14-cm.html,selenium,no,no
AQUALANE,Laboratorios Farmacoop,https://www.alfabeta.net/precio/aqualane.html,selenium,no,no
AQUATOP,Megalabs Argentina,https://www.alfabeta.net/precio/aquatop.html,selenium,no,no
AQUIPTA,Abbvie,https://www.alfabeta.net/precio/aquipta.html,selenium,no,no
ARAMIX,Elea,https://www.alfabeta.net/precio/aramix.html,selenium,no,no
ARANDANO + VITAMINA C,Lafarmen,https://www.alfabeta.net/precio/arandano--vitamina-c.html,selenium,no,no
ARANDANO AZUL,Provefarma,https://www.alfabeta.net/precio/arandano-azul.html,selenium,no,no
ARANDANO LAFARMEN,Lafarmen,https://www.alfabeta.net/precio/arandano-lafarmen.html,selenium,no,no
ARANDANO ROJO URO,Provefarma,https://www.alfabeta.net/precio/arandano-rojo-uro.html,selenium,no,no
ARANDANO URY VITAMIN WAY,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/arandano-ury-vitamin-way.html,selenium,no,no
ARANDANO+CENTELLA VITAL A.M.,A.M. Farma Activ,https://www.alfabeta.net/precio/arandanocentella-vital-am.html,selenium,no,no
ARANDANO+SPIRULINA VITAL A.M.,A.M. Farma Activ,https://www.alfabeta.net/precio/arandanospirulina-vital-am.html,selenium,no,no
ARANDANOS,Innovapharma,https://www.alfabeta.net/precio/arandanos.html,selenium,no,no
ARANDANOS CORMILLOT,Sidus,https://www.alfabeta.net/precio/arandanos-cormillot.html,selenium,no,no
ARAPENTIN,Ariston,https://www.alfabeta.net/precio/arapentin.html,selenium,no,no
ARATOPIC,Lafedar,https://www.alfabeta.net/precio/aratopic.html,selenium,no,no
ARCELIGASOL,E. J. Gezzi,https://www.alfabeta.net/precio/arceligasol.html,selenium,no,no
ARCELIGASOL REDUCTORA,E. J. Gezzi,https://www.alfabeta.net/precio/arceligasol-reductora.html,selenium,no,no
ARCOXIA,Organon Arg.,https://www.alfabeta.net/precio/arcoxia.html,selenium,no,no
ARECAMIN,Northia,https://www.alfabeta.net/precio/arecamin.html,selenium,no,no
ARENDAL,Teva Argentina,https://www.alfabeta.net/precio/arendal.html,selenium,no,no
AREXVY,GlaxoSmithKline Biopharma,https://www.alfabeta.net/precio/arexvy.html,selenium,no,no
ARGEFLOX,Siegfried,https://www.alfabeta.net/precio/argeflox.html,selenium,no,no
ARGININA,Provefarma,https://www.alfabeta.net/precio/arginina.html,selenium,no,no
ARGININA NUTRICEUTIC,Eurolab,https://www.alfabeta.net/precio/arginina-nutriceutic.html,selenium,no,no
ARGIRELINE,Sempre Giovane,https://www.alfabeta.net/precio/argireline.html,selenium,no,no
ARGOCIAN,Biol,https://www.alfabeta.net/precio/argocian.html,selenium,no,no
ARIA,Jayor,https://www.alfabeta.net/precio/aria.html,selenium,no,no
ARIA GLUCÓMETRO KIT,Jayor,https://www.alfabeta.net/precio/aria-glucometro-kit.html,selenium,no,no
ARIFLENAC FORTE,Ariston,https://www.alfabeta.net/precio/ariflenac-forte.html,selenium,no,no
ARIGASTRIL 30,Ariston,https://www.alfabeta.net/precio/arigastril-30.html,selenium,no,no
ARIGASTRIL 60,Ariston,https://www.alfabeta.net/precio/arigastril-60.html,selenium,no,no
ARILD,Eczane,https://www.alfabeta.net/precio/arild.html,selenium,no,no
ARIMIDEX,AstraZeneca,https://www.alfabeta.net/precio/arimidex.html,selenium,no,no
ARINOVA,Celnova Argentina,https://www.alfabeta.net/precio/arinova.html,selenium,no,no
ARIPIPRAZOL 10 VANNIER,Vannier,https://www.alfabeta.net/precio/aripiprazol-10-vannier.html,selenium,no,no
ARIPIPRAZOL 15 VANNIER,Vannier,https://www.alfabeta.net/precio/aripiprazol-15-vannier.html,selenium,no,no
ARIPIPRAZOL 20 VANNIER,Vannier,https://www.alfabeta.net/precio/aripiprazol-20-vannier.html,selenium,no,no
ARIPIPRAZOL 5 VANNIER,Vannier,https://www.alfabeta.net/precio/aripiprazol-5-vannier.html,selenium,no,no
ARISDAR,Ariston,https://www.alfabeta.net/precio/arisdar.html,selenium,no,no
ARISTALOE,Neo-Dermos,https://www.alfabeta.net/precio/aristaloe.html,selenium,no,no
ARIXTRA,Aspen Pharma,https://www.alfabeta.net/precio/arixtra.html,selenium,no,no
ARIZIC,Adium,https://www.alfabeta.net/precio/arizic.html,selenium,no,no
ARKUS,Gador,https://www.alfabeta.net/precio/arkus.html,selenium,no,no
ARLEMIDE,Rontag,https://www.alfabeta.net/precio/arlemide.html,selenium,no,no
ARLEVERT,Celnova Argentina,https://www.alfabeta.net/precio/arlevert.html,selenium,no,no
ARLYT CLEAN,Poen,https://www.alfabeta.net/precio/arlyt-clean.html,selenium,no,no
ARLYT CLEAN RGP,Poen,https://www.alfabeta.net/precio/arlyt-clean-rgp.html,selenium,no,no
ARLYT EXPRESS,Poen,https://www.alfabeta.net/precio/arlyt-express.html,selenium,no,no
ARLYT FILL,Poen,https://www.alfabeta.net/precio/arlyt-fill.html,selenium,no,no
ARLYT FRESH,Poen,https://www.alfabeta.net/precio/arlyt-fresh.html,selenium,no,no
ARLYT KLINNER,Poen,https://www.alfabeta.net/precio/arlyt-klinner.html,selenium,no,no
ARLYT LUBRICANTE,Poen,https://www.alfabeta.net/precio/arlyt-lubricante.html,selenium,no,no
ARLYT PREMIUM,Poen,https://www.alfabeta.net/precio/arlyt-premium.html,selenium,no,no
ARLYT RGP,Poen,https://www.alfabeta.net/precio/arlyt-rgp.html,selenium,no,no
ARLYT SOLUCION SALINA,Poen,https://www.alfabeta.net/precio/arlyt-solucion-salina.html,selenium,no,no
ARMIXA,Richmond,https://www.alfabeta.net/precio/armixa.html,selenium,no,no
ARMONIL NOCHE,Teva Argentina,https://www.alfabeta.net/precio/armonil-noche.html,selenium,no,no
ARMONIL NOCHE LIBERACION PROLONGADA,Teva Argentina,https://www.alfabeta.net/precio/armonil-noche-liberacion-prolongada.html,selenium,no,no
ARMONIL SEDANTE,Elea,https://www.alfabeta.net/precio/armonil-sedante.html,selenium,no,no
ARNICA CBD OIL,Dr. Madaus,https://www.alfabeta.net/precio/arnica-cbd-oil.html,selenium,no,no
ARNICA GASANA,Gasana,https://www.alfabeta.net/precio/arnica-gasana.html,selenium,no,no
ARNICA GEL,Dr. Madaus,https://www.alfabeta.net/precio/arnica-gel.html,selenium,no,no
ARNICA GEL LAURIA,Laboratorio Merlino,https://www.alfabeta.net/precio/arnica-gel-lauria.html,selenium,no,no
ARNICA OIL,Dr. Madaus,https://www.alfabeta.net/precio/arnica-oil.html,selenium,no,no
ARNICA ROLLON,Dr. Madaus,https://www.alfabeta.net/precio/arnica-rollon.html,selenium,no,no
ARNOL 720-T,Cetus,https://www.alfabeta.net/precio/arnol-720-t.html,selenium,no,no
AROLTEX,Megalabs Argentina,https://www.alfabeta.net/precio/aroltex.html,selenium,no,no
AROMASIN,Pfizer,https://www.alfabeta.net/precio/aromasin.html,selenium,no,no
AROPAX,GlaxoSmithKline Biopharma,https://www.alfabeta.net/precio/aropax.html,selenium,no,no
AROTRAN,Ariston,https://www.alfabeta.net/precio/arotran.html,selenium,no,no
ARQUIMES,Microsules Arg.,https://www.alfabeta.net/precio/arquimes.html,selenium,no,no
ARRIBA,Natufarma,https://www.alfabeta.net/precio/arriba.html,selenium,no,no
ARRIVE 10,Microsules Arg.,https://www.alfabeta.net/precio/arrive-10.html,selenium,no,no
ARRIVE 5,Microsules Arg.,https://www.alfabeta.net/precio/arrive-5.html,selenium,no,no
ARTELAC,Bausch & Lomb Arg.,https://www.alfabeta.net/precio/artelac.html,selenium,no,no
ARTELAC COMPLETE MULTIDOSIS,Bausch & Lomb Arg.,https://www.alfabeta.net/precio/artelac-complete-multidosis.html,selenium,no,no
ARTELAC COMPLETE SPRAY,Bausch & Lomb Arg.,https://www.alfabeta.net/precio/artelac-complete-spray.html,selenium,no,no
ARTELAC LIPIDS,Bausch & Lomb Arg.,https://www.alfabeta.net/precio/artelac-lipids.html,selenium,no,no
ARTELAC REBALANCE,Bausch & Lomb Arg.,https://www.alfabeta.net/precio/artelac-rebalance.html,selenium,no,no
ARTELAC SPLASH MULTIDOSIS,Bausch & Lomb Arg.,https://www.alfabeta.net/precio/artelac-splash-multidosis.html,selenium,no,no
ARTERIOSAN,Laboratorios Bernabó,https://www.alfabeta.net/precio/arteriosan.html,selenium,no,no
ARTERIOSAN COMPUESTO,Laboratorios Bernabó,https://www.alfabeta.net/precio/arteriosan-compuesto.html,selenium,no,no
ARTERIOSAN PLUS,Laboratorios Bernabó,https://www.alfabeta.net/precio/arteriosan-plus.html,selenium,no,no
ARTFLEX,Teva Argentina,https://www.alfabeta.net/precio/artflex.html,selenium,no,no
ARTHRODONT,Pierre Fabre Oral Care,https://www.alfabeta.net/precio/arthrodont.html,selenium,no,no
ARTINOVO,Bagó,https://www.alfabeta.net/precio/artinovo.html,selenium,no,no
ARTOMEY,Teva Argentina,https://www.alfabeta.net/precio/artomey.html,selenium,no,no
ARTOMEY DUO 10/10,Teva Argentina,https://www.alfabeta.net/precio/artomey-duo-1010.html,selenium,no,no
ARTOMEY DUO 20/10,Teva Argentina,https://www.alfabeta.net/precio/artomey-duo-2010.html,selenium,no,no
ARTOMEY DUO 5/10,Teva Argentina,https://www.alfabeta.net/precio/artomey-duo-510.html,selenium,no,no
ARTOMEY PLUS 10/10,Teva Argentina,https://www.alfabeta.net/precio/artomey-plus-1010.html,selenium,no,no
ARTOMEY PLUS 20/10,Teva Argentina,https://www.alfabeta.net/precio/artomey-plus-2010.html,selenium,no,no
ARTOMEY PLUS 5/10,Teva Argentina,https://www.alfabeta.net/precio/artomey-plus-510.html,selenium,no,no
ARTRAIT,Trb-Pharma,https://www.alfabeta.net/precio/artrait.html,selenium,no,no
ARTRAIT SC,Trb-Pharma,https://www.alfabeta.net/precio/artrait-sc.html,selenium,no,no
ARTREX RETARD,Ariston,https://www.alfabeta.net/precio/artrex-retard.html,selenium,no,no
ARTRICARE,Elea,https://www.alfabeta.net/precio/artricare.html,selenium,no,no
ARTRIMAX,PGN,https://www.alfabeta.net/precio/artrimax.html,selenium,no,no
ARTRO RED,Siegfried,https://www.alfabeta.net/precio/artro-red.html,selenium,no,no
ARTROACTIVE,Eurolab,https://www.alfabeta.net/precio/artroactive.html,selenium,no,no
ARTRODAR,Trb-Pharma,https://www.alfabeta.net/precio/artrodar.html,selenium,no,no
ARTRODAR GLUCO,Trb-Pharma,https://www.alfabeta.net/precio/artrodar-gluco.html,selenium,no,no
ARTROSIL,Trb-Pharma,https://www.alfabeta.net/precio/artrosil.html,selenium,no,no
ARTROSIL CBD,Trb-Pharma,https://www.alfabeta.net/precio/artrosil-cbd.html,selenium,no,no
ARTROSTOP ARNICA,Formulab,https://www.alfabeta.net/precio/artrostop-arnica.html,selenium,no,no
ARTROSTOP CALAMBRES,Formulab,https://www.alfabeta.net/precio/artrostop-calambres.html,selenium,no,no
ARTROSTOP CALAMBRES SIN AZUCAR,Formulab,https://www.alfabeta.net/precio/artrostop-calambres-sin-azucar.html,selenium,no,no
ARTROSTOP CODOS RODILLAS Y TALONES,Formulab,https://www.alfabeta.net/precio/artrostop-codos-rodillas-y-talones.html,selenium,no,no
ARTROSTOP COLAGENO,Formulab,https://www.alfabeta.net/precio/artrostop-colageno.html,selenium,no,no
ARTROSTOP DEFENSE SIN AZÚCAR,Formulab,https://www.alfabeta.net/precio/artrostop-defense-sin-azucar.html,selenium,no,no
ARTROSTOP ENERGY,Formulab,https://www.alfabeta.net/precio/artrostop-energy.html,selenium,no,no
ARTROSTOP FORTE CALIENTE,Excelentia,https://www.alfabeta.net/precio/artrostop-forte-caliente.html,selenium,no,no
ARTROSTOP GEL NUEVO,Excelentia,https://www.alfabeta.net/precio/artrostop-gel-nuevo.html,selenium,no,no
ARTROSTOP GEL ROLL-ON,Excelentia,https://www.alfabeta.net/precio/artrostop-gel-roll-on.html,selenium,no,no
ARTROSTOP MANOS,Excelentia,https://www.alfabeta.net/precio/artrostop-manos.html,selenium,no,no
ARTROSTOP MEMORY,Formulab,https://www.alfabeta.net/precio/artrostop-memory.html,selenium,no,no
ARTROSTOP SUPER ALOE,Formulab,https://www.alfabeta.net/precio/artrostop-super-aloe.html,selenium,no,no
ARTROSTOP T CALIENTE,Excelentia,https://www.alfabeta.net/precio/artrostop-t-caliente.html,selenium,no,no
ARVAC,Cassará,https://www.alfabeta.net/precio/arvac.html,selenium,no,no
ARVO,Elea,https://www.alfabeta.net/precio/arvo.html,selenium,no,no
ARZIMOL,Lazar,https://www.alfabeta.net/precio/arzimol.html,selenium,no,no
ARZIMOL B,Lazar,https://www.alfabeta.net/precio/arzimol-b.html,selenium,no,no
ARZOMICIN,Lafedar,https://www.alfabeta.net/precio/arzomicin.html,selenium,no,no
ARÁNDANOS NATULIV,Laboratorio ENA,https://www.alfabeta.net/precio/arandanos-natuliv.html,selenium,no,no
ASEPLUS ALCOHOL EN GEL,Laboratorio Merlino,https://www.alfabeta.net/precio/aseplus-alcohol-en-gel.html,selenium,no,no
ASEPLUS INCOLORO,Laboratorio Merlino,https://www.alfabeta.net/precio/aseplus-incoloro.html,selenium,no,no
ASEPLUS IODOPOVIDONA,Laboratorio Merlino,https://www.alfabeta.net/precio/aseplus-iodopovidona.html,selenium,no,no
ASEPLUS JABON ANTIBACTERIAL,Laboratorio Merlino,https://www.alfabeta.net/precio/aseplus-jabon-antibacterial.html,selenium,no,no
ASEPLUS SOLUCIÓN SANITIZANTE,Laboratorio Merlino,https://www.alfabeta.net/precio/aseplus-solucion-sanitizante.html,selenium,no,no
ASEPTOBRON,Temis-Lostaló,https://www.alfabeta.net/precio/aseptobron.html,selenium,no,no
ASEPTOBRON ANTIGRIPAL FORTE,Temis-Lostaló,https://www.alfabeta.net/precio/aseptobron-antigripal-forte.html,selenium,no,no
ASEPTOBRON C PLUS,Temis-Lostaló,https://www.alfabeta.net/precio/aseptobron-c-plus.html,selenium,no,no
ASEPTOBRON INHALACIONES,Temis-Lostaló,https://www.alfabeta.net/precio/aseptobron-inhalaciones.html,selenium,no,no
ASEPXIA,Genomma Lab.,https://www.alfabeta.net/precio/asepxia.html,selenium,no,no
ASEPXIA ADAPALENO,Genomma Lab.,https://www.alfabeta.net/precio/asepxia-adapaleno.html,selenium,no,no
ASEPXIA CARBON,Genomma Lab.,https://www.alfabeta.net/precio/asepxia-carbon.html,selenium,no,no
ASEPXIA MAQUILLAJE,Genomma Lab.,https://www.alfabeta.net/precio/asepxia-maquillaje.html,selenium,no,no
ASERTRAL,Roemmers,https://www.alfabeta.net/precio/asertral.html,selenium,no,no
ASKINA BARRIER FILM,B. Braun,https://www.alfabeta.net/precio/askina-barrier-film.html,selenium,no,no
ASMABRON,Denver Farma,https://www.alfabeta.net/precio/asmabron.html,selenium,no,no
ASMAVITAN,Montpellier,https://www.alfabeta.net/precio/asmavitan.html,selenium,no,no
ASOLMICINA.DOX,Megalabs Argentina,https://www.alfabeta.net/precio/asolmicinadox.html,selenium,no,no
ASOTERON,Adium,https://www.alfabeta.net/precio/asoteron.html,selenium,no,no
ASOTERON 100,Adium,https://www.alfabeta.net/precio/asoteron-100.html,selenium,no,no
ASOTREX,Adium,https://www.alfabeta.net/precio/asotrex.html,selenium,no,no
ASOTREX GL,Adium,https://www.alfabeta.net/precio/asotrex-gl.html,selenium,no,no
ASPIRINA 100 VENT-3,Vent 3,https://www.alfabeta.net/precio/aspirina-100-vent-3.html,selenium,no,no
