input_company,input_product_name,timestamp,records_found
Lepetit,ACIMED,2026-01-07T17:23:48,4
Medisol,ACIMED,2026-01-07T17:23:56,1
Klonal,AGUA DESTILADA,2026-01-07T17:24:07,1
Veinfar,AGUA DESTILADA,2026-01-07T17:24:17,1
Austral,AMOXITRAL,2026-01-07T17:24:27,2
Lepetit,AMOXITRAL,2026-01-07T17:24:37,1
