page,din_rows,ok_rows,unit_only_lines,pack_continuations,generics_detected,headers_found,issues
396,23,23,0,0,4,True,Header calibration weak | Manufacturer pack leaks (23) | Multiple generics (4)
397,16,16,0,0,4,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (4)
398,30,30,0,8,2,True,Header calibration weak | Manufacturer pack leaks (30)
399,24,24,0,7,3,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (3)
400,9,9,0,0,8,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (8)
401,13,13,0,2,5,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (5)
402,20,20,0,2,4,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (4)
403,17,17,0,0,5,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (5)
404,5,5,0,0,6,True,Header calibration weak | Manufacturer pack leaks (5) | Multiple generics (6)
405,3,3,0,0,7,True,Header calibration weak | Manufacturer pack leaks (3) | Multiple generics (7)
406,9,9,0,0,7,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (7)
407,14,14,0,1,5,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (5)
408,17,17,0,0,5,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (5)
409,20,20,0,1,5,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (5)
410,15,15,0,1,5,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (5)
411,9,9,0,0,6,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (6)
412,24,24,0,22,2,True,Header calibration weak | Manufacturer pack leaks (24)
413,15,15,0,0,3,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (3)
414,19,19,0,2,4,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (4)
415,14,14,0,2,5,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (5)
416,24,24,0,8,4,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (4)
417,14,14,0,2,3,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (3)
418,20,20,0,5,2,True,Header calibration weak | Manufacturer pack leaks (20)
419,25,25,0,7,4,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (4)
420,16,16,0,5,5,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (5)
421,12,12,0,4,6,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (6)
422,10,10,0,1,5,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (5)
423,15,15,0,2,4,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (4)
424,19,19,0,0,4,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (4)
425,25,25,0,0,3,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (3)
426,18,18,0,0,6,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (6)
427,16,16,0,1,5,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (5)
428,15,15,0,1,6,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (6)
429,16,16,0,0,5,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (5)
430,6,6,0,0,5,True,Header calibration weak | Manufacturer pack leaks (3) | Multiple generics (5)
431,11,11,0,0,8,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (8)
432,9,9,0,0,6,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (6)
433,35,35,0,0,3,True,Header calibration weak | Manufacturer pack leaks (35) | Multiple generics (3)
434,21,21,0,0,5,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (5)
435,18,18,0,0,5,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (5)
436,15,15,0,6,5,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (5)
437,11,11,0,0,9,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (9)
438,9,9,0,0,6,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (6)
439,17,17,0,4,5,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (5)
440,6,6,0,0,8,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (8)
441,33,33,0,2,3,True,Header calibration weak | Manufacturer pack leaks (33) | Multiple generics (3)
442,8,8,0,0,7,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (7)
443,15,15,0,0,6,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (6)
444,11,11,0,2,7,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (7)
445,36,36,0,0,2,True,Header calibration weak | Manufacturer pack leaks (36)
446,20,20,0,0,3,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (3)
447,19,19,0,0,5,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (5)
448,31,31,0,0,2,True,Header calibration weak | Manufacturer pack leaks (31)
449,11,11,0,1,5,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (5)
450,23,23,0,1,4,True,Header calibration weak | Manufacturer pack leaks (23) | Multiple generics (4)
451,21,21,0,0,4,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (4)
452,8,8,0,0,6,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (6)
453,17,17,0,4,5,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (5)
454,18,18,0,0,2,True,Header calibration weak | Manufacturer pack leaks (18)
455,17,17,0,0,2,True,Header calibration weak | Manufacturer pack leaks (17)
456,12,12,0,2,5,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (5)
457,14,14,0,2,6,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (6)
458,9,9,0,4,6,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (6)
459,9,9,0,2,7,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (7)
460,23,23,0,11,2,True,Header calibration weak | Manufacturer pack leaks (23)
461,25,25,0,11,2,True,Header calibration weak | Manufacturer pack leaks (25)
462,19,19,0,0,3,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (3)
463,20,20,0,0,4,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (4)
464,18,18,0,1,3,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (3)
465,19,19,0,0,1,True,Header calibration weak | Manufacturer pack leaks (19)
466,14,14,0,0,1,True,Header calibration weak | Manufacturer pack leaks (14)
467,15,15,0,0,1,True,Header calibration weak | Manufacturer pack leaks (15)
468,25,25,0,0,2,True,Header calibration weak | Manufacturer pack leaks (25)
469,25,25,0,0,1,True,Header calibration weak | Manufacturer pack leaks (25)
470,20,20,0,0,1,True,Header calibration weak | Manufacturer pack leaks (20)
471,19,19,0,0,2,True,Header calibration weak | Manufacturer pack leaks (19)
472,20,20,0,0,2,True,Header calibration weak | Manufacturer pack leaks (20)
473,6,6,0,0,1,True,Header calibration weak | Manufacturer pack leaks (6)
474,26,26,0,0,1,True,Header calibration weak | Manufacturer pack leaks (26)
475,15,15,0,0,1,True,Header calibration weak | Manufacturer pack leaks (15)
476,14,14,0,0,1,True,Header calibration weak | Manufacturer pack leaks (14)
477,19,19,0,0,2,True,Header calibration weak | Manufacturer pack leaks (19)
478,20,20,0,0,1,True,Header calibration weak | Manufacturer pack leaks (20)
479,21,21,0,0,1,True,Header calibration weak | Manufacturer pack leaks (21)
480,7,7,0,0,2,True,Header calibration weak | Manufacturer pack leaks (7)
481,14,14,0,0,2,True,Header calibration weak | Manufacturer pack leaks (14)
482,19,19,0,0,2,True,Header calibration weak | Manufacturer pack leaks (19)
483,15,15,0,0,2,True,Header calibration weak | Manufacturer pack leaks (15)
484,16,16,0,0,1,True,Header calibration weak | Manufacturer pack leaks (16)
485,12,12,0,0,3,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (3)
486,11,11,0,1,7,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (7)
487,13,13,0,0,5,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (5)
488,20,20,0,1,4,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (4)
489,12,12,0,7,4,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (4)
490,29,29,0,0,4,True,Header calibration weak | Manufacturer pack leaks (29) | Multiple generics (4)
491,9,9,0,1,7,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (7)
492,12,12,0,6,6,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (6)
493,16,16,0,0,6,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (6)
494,18,18,0,5,5,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (5)
495,24,24,0,12,2,True,Header calibration weak | Manufacturer pack leaks (24)
496,16,16,0,0,4,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (4)
497,13,13,0,2,4,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (4)
498,16,16,0,0,5,True,Header calibration weak | Manufacturer pack leaks (4) | Multiple generics (5)
499,13,13,0,5,6,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (6)
500,12,12,0,0,4,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (4)
501,22,22,0,4,2,True,Header calibration weak | Manufacturer pack leaks (22)
502,14,14,0,3,5,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (5)
503,26,26,0,14,2,True,Header calibration weak | Manufacturer pack leaks (26)
504,20,20,0,12,2,True,Header calibration weak | Manufacturer pack leaks (20)
505,23,23,0,4,2,True,Header calibration weak | Manufacturer pack leaks (23)
506,12,12,0,3,5,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (5)
507,13,13,0,0,2,True,Header calibration weak | Manufacturer pack leaks (13)
508,12,12,0,0,4,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (4)
509,18,18,0,3,5,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (5)
510,16,16,0,1,8,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (8)
511,14,14,0,1,7,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (7)
512,12,12,0,2,4,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (4)
513,12,12,0,1,4,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (4)
514,9,9,0,0,7,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (7)
515,20,20,0,0,3,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (3)
516,15,15,0,2,5,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (5)
517,10,10,0,1,6,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (6)
518,14,14,0,0,5,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (5)
519,2,2,0,0,2,True,Header calibration weak | Manufacturer pack leaks (2)
523,7,7,0,2,10,True,Header calibration weak | Manufacturer pack leaks (7) | Multiple generics (10)
524,7,7,0,0,7,True,Header calibration weak | Manufacturer pack leaks (7) | Multiple generics (7)
525,11,11,0,7,4,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (4)
526,8,8,0,2,3,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (3)
529,1,1,0,0,11,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (11)
530,2,2,0,0,10,True,Header calibration weak | Manufacturer pack leaks (2) | Multiple generics (10)
535,6,6,0,0,9,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (9)
536,1,1,0,0,9,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (9)
538,1,1,0,0,10,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (10)
539,1,1,0,0,10,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (10)
540,4,4,0,0,10,True,Header calibration weak | Manufacturer pack leaks (4) | Multiple generics (10)
