input_company,input_product_name,timestamp,records_found
Lepetit,ACIMED,2026-01-07T17:17:44,4
Medisol,ACIMED,2026-01-07T17:17:52,1
Klonal,AGUA DESTILADA,2026-01-07T17:18:02,1
Veinfar,AGUA DESTILADA,2026-01-07T17:18:12,1
