detail_url,page_num,detailed_view_scraped
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3727632618?t:ac=overview,1,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/1675749905?t:ac=overview,1,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/50858?t:ac=overview,1,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/50857?t:ac=overview,1,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2172528031?t:ac=overview,1,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2495885072?t:ac=overview,1,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2199564528?t:ac=overview,1,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3526839000?t:ac=overview,1,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3366650526?t:ac=overview,1,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3366650527?t:ac=overview,1,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51039?t:ac=overview,2,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51041?t:ac=overview,2,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51060?t:ac=overview,2,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51059?t:ac=overview,2,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51066?t:ac=overview,2,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/54761?t:ac=overview,2,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56626?t:ac=overview,2,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56625?t:ac=overview,2,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56627?t:ac=overview,2,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56628?t:ac=overview,2,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51069?t:ac=overview,2,no
https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51071?t:ac=overview,2,no
