Product,Company,URL,Source,Scraped_By_Selenium,Scraped_By_API,Selenium_Records,API_Records,Selenium_Attempt,Last_Attempt_Records
MIRPAW,Rospaw,https://www.alfabeta.net/precio/mirpaw.html,selenium,yes,no,1,0,1,1
MIRUS,Alcon,https://www.alfabeta.net/precio/mirus.html,selenium,yes,no,1,0,1,1
MISARTAL,Baliarda,https://www.alfabeta.net/precio/misartal.html,selenium,yes,no,2,0,1,2
MISOFAGAN,Tuteur,https://www.alfabeta.net/precio/misofagan.html,selenium,yes,no,3,0,1,3
MISOP 200,Domínguez,https://www.alfabeta.net/precio/misop-200.html,selenium,yes,no,2,0,1,2
MISOPROST 200 BETA,Beta,https://www.alfabeta.net/precio/misoprost-200-beta.html,selenium,yes,no,2,0,1,2
MISULTINA,Laboratorios Bernabó,https://www.alfabeta.net/precio/misultina.html,selenium,yes,no,5,0,1,5
MITEX,Eczane,https://www.alfabeta.net/precio/mitex.html,selenium,yes,no,2,0,1,2
MITIDERM,Lafedar,https://www.alfabeta.net/precio/mitiderm.html,selenium,yes,no,1,0,1,1
MITOG,Microsules Arg.,https://www.alfabeta.net/precio/mitog.html,selenium,yes,no,2,0,1,2
MITOKEBIR,Aspen,https://www.alfabeta.net/precio/mitokebir.html,selenium,yes,no,1,0,1,1
MITOKOR,Biotenk,https://www.alfabeta.net/precio/mitokor.html,selenium,yes,no,2,0,1,2
MITOMICINA LKM 20,LKM,https://www.alfabeta.net/precio/mitomicina-lkm-20.html,selenium,yes,no,1,0,1,1
MITOMICINA MICROSULES,Microsules Arg.,https://www.alfabeta.net/precio/mitomicina-microsules.html,selenium,yes,no,1,0,1,1
MITOTIE,Bioprofarma Bagó,https://www.alfabeta.net/precio/mitotie.html,selenium,yes,no,1,0,1,1
MITOXGEN,Bioprofarma Bagó,https://www.alfabeta.net/precio/mitoxgen.html,selenium,yes,no,1,0,1,1
MITRUL,Adium,https://www.alfabeta.net/precio/mitrul.html,selenium,yes,no,1,0,1,1
MIVUTEN,Richmond,https://www.alfabeta.net/precio/mivuten.html,selenium,yes,no,1,0,1,1
MIX C,Sempre Giovane,https://www.alfabeta.net/precio/mix-c.html,selenium,yes,no,1,0,1,1
MIX PROTEIN,Lafarmen,https://www.alfabeta.net/precio/mix-protein.html,selenium,yes,no,1,0,1,1
MIXEGAN,Lepetit,https://www.alfabeta.net/precio/mixegan.html,selenium,yes,no,1,0,1,1
MIZARID,Everex,https://www.alfabeta.net/precio/mizarid.html,selenium,yes,no,4,0,1,4
MMA/PA ANAMIX INFANT,AMN,https://www.alfabeta.net/precio/mmapa-anamix-infant.html,selenium,yes,no,1,0,1,1
MMA/PA ANAMIX JUNIOR UNFLAVOURED,AMN,https://www.alfabeta.net/precio/mmapa-anamix-junior-unflavoured.html,selenium,yes,no,1,0,1,1
MMF SANDOZ,Biosidus S.A.U.,https://www.alfabeta.net/precio/mmf-sandoz.html,selenium,yes,no,2,0,1,2
MMR II,MSD Argentina SRL,https://www.alfabeta.net/precio/mmr-ii.html,selenium,yes,no,1,0,1,1
MOBAN,Montpellier,https://www.alfabeta.net/precio/moban.html,selenium,yes,no,2,0,1,2
MODATON,Montpellier,https://www.alfabeta.net/precio/modaton.html,selenium,yes,no,3,0,1,3
MODATON NI,Omicron,https://www.alfabeta.net/precio/modaton-ni.html,selenium,yes,no,1,0,1,1
MODIALEX,Casasco,https://www.alfabeta.net/precio/modialex.html,selenium,yes,no,1,0,1,1
MODINA,Rontag,https://www.alfabeta.net/precio/modina.html,selenium,yes,no,1,0,1,1
MODISMUNE LP,Gemabiotech,https://www.alfabeta.net/precio/modismune-lp.html,selenium,yes,no,1,0,1,1
MODULACTONE 100,Panalab,https://www.alfabeta.net/precio/modulactone-100.html,selenium,yes,no,1,0,1,1
MODULACTONE 25,Panalab,https://www.alfabeta.net/precio/modulactone-25.html,selenium,yes,no,1,0,1,1
MODULCASS,Cassará,https://www.alfabeta.net/precio/modulcass.html,selenium,yes,no,2,0,1,2
MODULEN,Nestlé Health Science,https://www.alfabeta.net/precio/modulen.html,selenium,yes,no,1,0,1,1
MOFLAG,Lab Internacional Argentino,https://www.alfabeta.net/precio/moflag.html,selenium,yes,no,1,0,1,1
MOFLAG D,Lab Internacional Argentino,https://www.alfabeta.net/precio/moflag-d.html,selenium,yes,no,1,0,1,1
MOGIBE,Tuteur,https://www.alfabeta.net/precio/mogibe.html,selenium,yes,no,1,0,1,1
MOINEL 10,Montpellier,https://www.alfabeta.net/precio/moinel-10.html,selenium,yes,no,1,0,1,1
MOINEL 2.5,Montpellier,https://www.alfabeta.net/precio/moinel-25.html,selenium,yes,no,1,0,1,1
MOINEL 5,Montpellier,https://www.alfabeta.net/precio/moinel-5.html,selenium,yes,no,1,0,1,1
MOINEL D,Montpellier,https://www.alfabeta.net/precio/moinel-d.html,selenium,yes,no,1,0,1,1
MOLAGAR,Finadiet,https://www.alfabeta.net/precio/molagar.html,selenium,yes,no,2,0,1,2
MOLIVAL,Temis-Lostaló,https://www.alfabeta.net/precio/molival.html,selenium,yes,no,1,0,1,1
MOLIVAL 1000,Temis-Lostaló,https://www.alfabeta.net/precio/molival-1000.html,selenium,yes,no,1,0,1,1
MOLIVAL 500,Temis-Lostaló,https://www.alfabeta.net/precio/molival-500.html,selenium,yes,no,1,0,1,1
MOMENTUM,Panalab,https://www.alfabeta.net/precio/momentum.html,selenium,yes,no,6,0,1,6
MOMENTUM PLUS,Panalab,https://www.alfabeta.net/precio/momentum-plus.html,selenium,yes,no,1,0,1,1
MOMEPLUS,Panalab,https://www.alfabeta.net/precio/momeplus.html,selenium,yes,no,2,0,1,2
MOMETAX,Siegfried,https://www.alfabeta.net/precio/mometax.html,selenium,yes,no,3,0,1,3
MONOFER,Richmond,https://www.alfabeta.net/precio/monofer.html,selenium,yes,no,2,0,1,2
MONOGEN,AMN,https://www.alfabeta.net/precio/monogen.html,selenium,yes,no,1,0,1,1
MONREX,Montpellier,https://www.alfabeta.net/precio/monrex.html,selenium,yes,no,1,0,1,1
MONTAIR,Biotenk,https://www.alfabeta.net/precio/montair.html,selenium,yes,no,2,0,1,2
MONTELUK,Lafedar,https://www.alfabeta.net/precio/monteluk.html,selenium,yes,no,2,0,1,2
MONTELUKAST RICHET,Richet,https://www.alfabeta.net/precio/montelukast-richet.html,selenium,yes,no,3,0,1,3
MONTELUKAST TEVA,Teva Argentina,https://www.alfabeta.net/precio/montelukast-teva.html,selenium,yes,no,3,0,1,3
MONTRATE,Casasco,https://www.alfabeta.net/precio/montrate.html,selenium,yes,no,5,0,1,5
MONTRATE PLUS,Casasco,https://www.alfabeta.net/precio/montrate-plus.html,selenium,yes,no,1,0,1,1
MOPERIDONA,Siegfried,https://www.alfabeta.net/precio/moperidona.html,selenium,yes,no,3,0,1,3
MOPERIDONA AF,Siegfried,https://www.alfabeta.net/precio/moperidona-af.html,selenium,yes,no,2,0,1,2
MORFINA DENVER FARMA,Denver Farma,https://www.alfabeta.net/precio/morfina-denver-farma.html,selenium,yes,no,1,0,1,1
MORFINA FADA,Fada Pharma,https://www.alfabeta.net/precio/morfina-fada.html,selenium,yes,no,1,0,1,1
MORFINA GEMEPE,Gemepe,https://www.alfabeta.net/precio/morfina-gemepe.html,selenium,yes,no,1,0,1,1
MORFINA KILAB,Kilab,https://www.alfabeta.net/precio/morfina-kilab.html,selenium,yes,no,1,0,1,1
MORINGA,Provefarma,https://www.alfabeta.net/precio/moringa.html,selenium,yes,no,1,0,1,1
MORINGA PGN,PGN,https://www.alfabeta.net/precio/moringa-pgn.html,selenium,yes,no,2,0,1,2
MOSAR,Elea,https://www.alfabeta.net/precio/mosar.html,selenium,yes,no,2,0,1,2
MOTID,Eurofarma,https://www.alfabeta.net/precio/motid.html,selenium,yes,no,2,0,1,2
MOTILPRIDE,Pharmanove,https://www.alfabeta.net/precio/motilpride.html,selenium,yes,no,4,0,1,4
MOTIONAL,Savant Consumer,https://www.alfabeta.net/precio/motional.html,selenium,yes,no,1,0,1,1
MOTIONAL LAX,Savant Consumer,https://www.alfabeta.net/precio/motional-lax.html,selenium,yes,no,1,0,1,1
MOTRAX,Roemmers,https://www.alfabeta.net/precio/motrax.html,selenium,yes,no,2,0,1,2
MOTRAX 72,Roemmers,https://www.alfabeta.net/precio/motrax-72.html,selenium,yes,no,2,0,1,2
MOTRAX MD,Roemmers,https://www.alfabeta.net/precio/motrax-md.html,selenium,yes,no,2,0,1,2
MOUNJARO,Adium,https://www.alfabeta.net/precio/mounjaro.html,selenium,yes,no,2,0,1,2
MOX 500,PharmaDorf,https://www.alfabeta.net/precio/mox-500.html,selenium,yes,no,2,0,1,2
MOX FORTE,PharmaDorf,https://www.alfabeta.net/precio/mox-forte.html,selenium,yes,no,1,0,1,1
MOXIBASE,Cassará,https://www.alfabeta.net/precio/moxibase.html,selenium,yes,no,1,0,1,1
MOXIDROP,Denver Farma,https://www.alfabeta.net/precio/moxidrop.html,selenium,yes,no,1,0,1,1
MSMARTRO,Framingham Pharma,https://www.alfabeta.net/precio/msmartro.html,selenium,yes,no,2,0,1,2
MSUD A FORMULA,B-Life,https://www.alfabeta.net/precio/msud-a-formula.html,selenium,yes,no,1,0,1,1
MSUD ANAMIX INFANT,AMN,https://www.alfabeta.net/precio/msud-anamix-infant.html,selenium,yes,no,1,0,0,0
MSUD ANAMIX JUNIOR UNFLAVOURED,AMN,https://www.alfabeta.net/precio/msud-anamix-junior-unflavoured.html,selenium,yes,no,1,0,1,1
MSUD B FORMULA,B-Life,https://www.alfabeta.net/precio/msud-b-formula.html,selenium,yes,no,1,0,0,0
MSUD MAXAMUM,AMN,https://www.alfabeta.net/precio/msud-maxamum.html,selenium,yes,no,1,0,0,0
MTF,Biotenk,https://www.alfabeta.net/precio/mtf.html,selenium,yes,no,5,0,0,0
MTF AP,Biotenk,https://www.alfabeta.net/precio/mtf-ap.html,selenium,yes,no,2,0,0,0
MUBETIN,Aspen,https://www.alfabeta.net/precio/mubetin.html,selenium,yes,no,2,0,0,0
MUCAINE,Lafedar,https://www.alfabeta.net/precio/mucaine.html,selenium,yes,no,2,0,0,0
MUCHAN,Fada Pharma,https://www.alfabeta.net/precio/muchan.html,selenium,yes,no,1,0,0,0
MUCO DOSODOS,Beta,https://www.alfabeta.net/precio/muco-dosodos.html,selenium,yes,no,1,0,0,0
MUCOBRON,E. J. Gezzi,https://www.alfabeta.net/precio/mucobron.html,selenium,yes,no,1,0,0,0
MUCOBRON FORTE,E. J. Gezzi,https://www.alfabeta.net/precio/mucobron-forte.html,selenium,yes,no,1,0,0,0
MUCOLITIC,Roemmers,https://www.alfabeta.net/precio/mucolitic.html,selenium,yes,no,3,0,0,0
MUCOLITIC ANTITUSIVO,Roemmers,https://www.alfabeta.net/precio/mucolitic-antitusivo.html,selenium,yes,no,1,0,1,1
MUCOPREDNIBRON,Pfizer,https://www.alfabeta.net/precio/mucoprednibron.html,selenium,yes,no,2,0,1,2
MUCOSOLVAN,Opella Healthcare Arg.,https://www.alfabeta.net/precio/mucosolvan.html,selenium,yes,no,1,0,1,1
MUCOSOLVAN 24 HS,Opella Healthcare Arg.,https://www.alfabeta.net/precio/mucosolvan-24-hs.html,selenium,yes,no,1,0,1,1
MUCOSOLVAN COMPOSITUM,Opella Healthcare Arg.,https://www.alfabeta.net/precio/mucosolvan-compositum.html,selenium,yes,no,1,0,1,1
MUCOSOLVAN FORTE,Opella Healthcare Arg.,https://www.alfabeta.net/precio/mucosolvan-forte.html,selenium,yes,no,1,0,0,0
MUCOSOLVAN FR,Opella Healthcare Arg.,https://www.alfabeta.net/precio/mucosolvan-fr.html,selenium,yes,no,1,0,0,0
MUDANTIL F,Géminis Farmacéutica,https://www.alfabeta.net/precio/mudantil-f.html,selenium,yes,no,6,0,0,0
MUELITA,Cabuchi,https://www.alfabeta.net/precio/muelita.html,selenium,yes,no,1,0,0,0
MUELITA FORTE GEL,Cabuchi,https://www.alfabeta.net/precio/muelita-forte-gel.html,selenium,yes,no,1,0,0,0
MUELITA GEL ADULTOS,Cabuchi,https://www.alfabeta.net/precio/muelita-gel-adultos.html,selenium,yes,no,1,0,0,0
MUELITA GEL PEDIATRICO,Cabuchi,https://www.alfabeta.net/precio/muelita-gel-pediatrico.html,selenium,yes,no,1,0,0,0
MUELITA MORDILLO,Cabuchi,https://www.alfabeta.net/precio/muelita-mordillo.html,selenium,yes,no,1,0,0,0
MULTI MAGNESIO BEBIBLE VW,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/multi-magnesio-bebible-vw.html,selenium,yes,no,1,0,0,0
MULTI MAGNESIO VW,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/multi-magnesio-vw.html,selenium,yes,no,1,0,0,0
MULTI-COLLAGEN,Natural Life,https://www.alfabeta.net/precio/multi-collagen.html,selenium,yes,no,1,0,0,0
MULTI-O,Genomma Lab.,https://www.alfabeta.net/precio/multi-o.html,selenium,yes,no,6,0,0,0
MULTIHANCE,Gobbi,https://www.alfabeta.net/precio/multihance.html,selenium,yes,no,1,0,0,0
MULTILAFARMEN,Lafarmen,https://www.alfabeta.net/precio/multilafarmen.html,selenium,yes,no,3,0,0,0
MULTIN,Lazar,https://www.alfabeta.net/precio/multin.html,selenium,yes,no,4,0,0,0
MULTIVITAMIN ENA SPORT,Laboratorio ENA,https://www.alfabeta.net/precio/multivitamin-ena-sport.html,selenium,yes,no,1,0,0,0
MULTIVITAMINICO ENERGIA VWN,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/multivitaminico-energia-vwn.html,selenium,yes,no,2,0,0,0
MULTIVITAMINICO VEGANO VWN,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/multivitaminico-vegano-vwn.html,selenium,yes,no,1,0,0,0
MULTIVITAMINICO VITAMIN WAY,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/multivitaminico-vitamin-way.html,selenium,yes,no,2,0,0,0
MULTIZOM,Teva Argentina,https://www.alfabeta.net/precio/multizom.html,selenium,yes,no,1,0,0,0
MUPAX,Lazar,https://www.alfabeta.net/precio/mupax.html,selenium,yes,no,2,0,0,0
MUPAX H,Lazar,https://www.alfabeta.net/precio/mupax-h.html,selenium,yes,no,1,0,0,0
MUPAX NASAL,Lazar,https://www.alfabeta.net/precio/mupax-nasal.html,selenium,yes,no,1,0,0,0
MUPICIL,Medisol,https://www.alfabeta.net/precio/mupicil.html,selenium,yes,no,1,0,0,0
MUPIDERM,Andrómaco,https://www.alfabeta.net/precio/mupiderm.html,selenium,yes,no,1,0,0,0
MUPIROX,Fortbenton,https://www.alfabeta.net/precio/mupirox.html,selenium,yes,no,1,0,0,0
MUPIROX NASAL,Fortbenton,https://www.alfabeta.net/precio/mupirox-nasal.html,selenium,yes,no,1,0,0,0
MURO 128 5%,Bausch & Lomb Arg.,https://www.alfabeta.net/precio/muro-128-5.html,selenium,yes,no,1,0,0,0
MUSCLE MAX,Laboratorio ENA,https://www.alfabeta.net/precio/muscle-max.html,selenium,yes,no,1,0,0,0
MUTUM,Adium,https://www.alfabeta.net/precio/mutum.html,selenium,yes,no,7,0,0,0
MUVAR,Pharmatrix,https://www.alfabeta.net/precio/muvar.html,selenium,yes,no,1,0,0,0
MUVIDINA,LKM,https://www.alfabeta.net/precio/muvidina.html,selenium,yes,no,1,0,0,0
MUVIDINA PLUS,LKM,https://www.alfabeta.net/precio/muvidina-plus.html,selenium,yes,no,1,0,0,0
MUXIN,Max Vision,https://www.alfabeta.net/precio/muxin.html,selenium,yes,no,1,0,0,0
MVASI,Amgen,https://www.alfabeta.net/precio/mvasi.html,selenium,yes,no,2,0,0,0
MYCANDEN,Ronnet,https://www.alfabeta.net/precio/mycanden.html,selenium,yes,no,3,0,0,0
MYELENZ,Bioprofarma Bagó,https://www.alfabeta.net/precio/myelenz.html,selenium,yes,no,3,0,1,3
MYFORTIC,Novartis,https://www.alfabeta.net/precio/myfortic.html,selenium,yes,no,2,0,1,2
MYLANTA,Elea,https://www.alfabeta.net/precio/mylanta.html,selenium,yes,no,3,0,0,0
MYLANTA EXTRA,Elea,https://www.alfabeta.net/precio/mylanta-extra.html,selenium,yes,no,2,0,0,0
MYLANTA II,Elea,https://www.alfabeta.net/precio/mylanta-ii.html,selenium,yes,no,4,0,0,0
MYLANTA II FRUTAL,Elea,https://www.alfabeta.net/precio/mylanta-ii-frutal.html,selenium,yes,no,1,0,0,0
MYLANTA SIMPLE,Elea,https://www.alfabeta.net/precio/mylanta-simple.html,selenium,yes,no,1,0,1,1
MYLANTA TABLETAS,Elea,https://www.alfabeta.net/precio/mylanta-tabletas.html,selenium,yes,no,3,0,1,3
MYLOTARG,Pfizer,https://www.alfabeta.net/precio/mylotarg.html,selenium,yes,no,1,0,0,0
MYRBETRIC,Gador,https://www.alfabeta.net/precio/myrbetric.html,selenium,yes,no,2,0,0,0
MYSTIKA 150,Richmond,https://www.alfabeta.net/precio/mystika-150.html,selenium,yes,no,1,0,0,0
MYSTIKA 75 MULTIDOSIS,Richmond,https://www.alfabeta.net/precio/mystika-75-multidosis.html,selenium,yes,no,1,0,0,0
MYVITLA,Takeda Argentina S.A.,https://www.alfabeta.net/precio/myvitla.html,selenium,yes,no,3,0,1,3
NABIGEM,Microsules Arg.,https://www.alfabeta.net/precio/nabigem.html,selenium,yes,no,2,0,1,2
NABILA,Adium,https://www.alfabeta.net/precio/nabila.html,selenium,yes,no,3,0,0,0
NABILA D,Adium,https://www.alfabeta.net/precio/nabila-d.html,selenium,yes,no,1,0,0,0
NABRATIN,Adium,https://www.alfabeta.net/precio/nabratin.html,selenium,yes,no,1,0,0,0
NACLIN,Química Luar,https://www.alfabeta.net/precio/naclin.html,selenium,yes,no,2,0,0,0
NACLOR,Novoplos,https://www.alfabeta.net/precio/naclor.html,selenium,yes,no,2,0,1,2
NADEM FORTE,Teva Argentina,https://www.alfabeta.net/precio/nadem-forte.html,selenium,yes,no,2,0,1,2
NADENEL,Géminis Farmacéutica,https://www.alfabeta.net/precio/nadenel.html,selenium,yes,no,4,0,0,0
NADRIB,Varifarma,https://www.alfabeta.net/precio/nadrib.html,selenium,yes,no,1,0,0,0
NADRION,Lafedar,https://www.alfabeta.net/precio/nadrion.html,selenium,yes,no,2,0,0,0
NAFAZOLEX,Biosintex Retail,https://www.alfabeta.net/precio/nafazolex.html,selenium,yes,no,1,0,0,0
NAFAZOLEX PLUS,Biosintex Retail,https://www.alfabeta.net/precio/nafazolex-plus.html,selenium,yes,no,1,0,1,1
NAFLUVENT,Fada Pharma,https://www.alfabeta.net/precio/nafluvent.html,selenium,yes,no,1,0,1,1
NAGLAZYME,Gobbi,https://www.alfabeta.net/precio/naglazyme.html,selenium,yes,no,1,0,0,0
NALAPRIL,Klonal,https://www.alfabeta.net/precio/nalapril.html,selenium,yes,no,1,0,0,0
NALBUFINA CHOBET,Soubeiran Chobet,https://www.alfabeta.net/precio/nalbufina-chobet.html,selenium,yes,no,5,0,0,0
NALBUFINA DENVER FARMA,Denver Farma,https://www.alfabeta.net/precio/nalbufina-denver-farma.html,selenium,yes,no,1,0,0,0
NALBUFINA GEMEPE,Gemepe,https://www.alfabeta.net/precio/nalbufina-gemepe.html,selenium,yes,no,1,0,1,1
NALBUFINA GRAY,Gray,https://www.alfabeta.net/precio/nalbufina-gray.html,selenium,yes,no,1,0,1,1
NALCOTREX,Ariston,https://www.alfabeta.net/precio/nalcotrex.html,selenium,yes,no,2,0,0,0
NALECOL,Casasco,https://www.alfabeta.net/precio/nalecol.html,selenium,yes,no,1,0,0,0
NALGIFLEX,Ronnet,https://www.alfabeta.net/precio/nalgiflex.html,selenium,yes,no,2,0,0,0
NALGIFLEX 75,Ronnet,https://www.alfabeta.net/precio/nalgiflex-75.html,selenium,yes,no,2,0,0,0
NALGIFLEX GEL,Ronnet,https://www.alfabeta.net/precio/nalgiflex-gel.html,selenium,yes,no,1,0,1,1
NALGIFLEX RELAX,Ronnet,https://www.alfabeta.net/precio/nalgiflex-relax.html,selenium,yes,no,2,0,1,2
NALOXONA DENVER FARMA,Denver Farma,https://www.alfabeta.net/precio/naloxona-denver-farma.html,selenium,yes,no,1,0,0,0
NALTREVA,Nolter,https://www.alfabeta.net/precio/naltreva.html,selenium,yes,no,2,0,0,0
NAMIR,Duncan,https://www.alfabeta.net/precio/namir.html,selenium,yes,no,1,0,0,0
NAN 1 OPTIPRO,Nestle,https://www.alfabeta.net/precio/nan-1-optipro.html,selenium,yes,no,1,0,0,0
NAN 1 OPTIPRO HMO RTD,Nestle,https://www.alfabeta.net/precio/nan-1-optipro-hmo-rtd.html,selenium,no,no,0,0,0,0
NAN 1 PTPR,Nestle,https://www.alfabeta.net/precio/nan-1-ptpr.html,selenium,yes,no,1,0,1,1
NAN 2 OPTIPRO,Nestle,https://www.alfabeta.net/precio/nan-2-optipro.html,selenium,yes,no,1,0,0,0
NAN 2 OPTIPRO HMO RTD,Nestle,https://www.alfabeta.net/precio/nan-2-optipro-hmo-rtd.html,selenium,no,no,0,0,0,0
NAN 3 OPTIPRO,Nestle,https://www.alfabeta.net/precio/nan-3-optipro.html,selenium,yes,no,1,0,0,0
NAN 3 OPTIPRO HMO,Nestle,https://www.alfabeta.net/precio/nan-3-optipro-hmo.html,selenium,yes,no,1,0,0,0
NAN 3 OPTIPRO HMO RTD,Nestle,https://www.alfabeta.net/precio/nan-3-optipro-hmo-rtd.html,selenium,no,no,0,0,0,0
NAN AE,Nestle,https://www.alfabeta.net/precio/nan-ae.html,selenium,yes,no,1,0,0,0
NAN AR,Nestle,https://www.alfabeta.net/precio/nan-ar.html,selenium,yes,no,1,0,1,1
NAN COMFORT,Nestle,https://www.alfabeta.net/precio/nan-comfort.html,selenium,yes,no,1,0,0,0
NAN H.A.(NF),Nestle,https://www.alfabeta.net/precio/nan-hanf.html,selenium,yes,no,1,0,0,0
NAN SIN LACTOSA,Nestle,https://www.alfabeta.net/precio/nan-sin-lactosa.html,selenium,yes,no,1,0,0,0
NAPROGEN,Klonal,https://www.alfabeta.net/precio/naprogen.html,selenium,yes,no,1,0,1,1
NAPRONTAG,Rontag,https://www.alfabeta.net/precio/naprontag.html,selenium,yes,no,5,0,1,5
NAPRONTAG 24,Rontag,https://www.alfabeta.net/precio/naprontag-24.html,selenium,yes,no,2,0,1,2
NAPRONTAG GESIC,Rontag,https://www.alfabeta.net/precio/naprontag-gesic.html,selenium,yes,no,4,0,0,0
NAPROXENO TEVA,Teva Argentina,https://www.alfabeta.net/precio/naproxeno-teva.html,selenium,yes,no,1,0,0,0
NAPROXENO VANNIER,Vannier,https://www.alfabeta.net/precio/naproxeno-vannier.html,selenium,yes,no,2,0,1,2
NAPRUX,Andrómaco,https://www.alfabeta.net/precio/naprux.html,selenium,yes,no,4,0,1,4
NAPRUX 750 AP,Andrómaco,https://www.alfabeta.net/precio/naprux-750-ap.html,selenium,yes,no,2,0,1,2
NAPRUX DISTEN,Andrómaco,https://www.alfabeta.net/precio/naprux-disten.html,selenium,yes,no,2,0,1,2
NAPRUX RAPID,Andrómaco,https://www.alfabeta.net/precio/naprux-rapid.html,selenium,yes,no,2,0,0,0
NARAL MULTIVITAMINICO,Novarum Pharma,https://www.alfabeta.net/precio/naral-multivitaminico.html,selenium,yes,no,1,0,0,0
NARAL PASTILLAS BUCOFARINGEAS,Novarum Pharma,https://www.alfabeta.net/precio/naral-pastillas-bucofaringeas.html,selenium,yes,no,1,0,1,1
NARAL VITAMINA C,Novarum Pharma,https://www.alfabeta.net/precio/naral-vitamina-c.html,selenium,yes,no,1,0,1,1
NARAL VITAMINA C+ZINC,Novarum Pharma,https://www.alfabeta.net/precio/naral-vitamina-czinc.html,selenium,yes,no,1,0,1,1
NARAL VITAMINA D + K,Novarum Pharma,https://www.alfabeta.net/precio/naral-vitamina-d--k.html,selenium,yes,no,1,0,1,1
NARAMIG,GlaxoSmithKline Biopharma,https://www.alfabeta.net/precio/naramig.html,selenium,yes,no,1,0,0,0
NAROPIN,Aspen Pharma,https://www.alfabeta.net/precio/naropin.html,selenium,yes,no,4,0,1,4
NARXONA,Scott-Cassará,https://www.alfabeta.net/precio/narxona.html,selenium,yes,no,1,0,1,1
NASACORT AQ,Opella Healthcare Arg.,https://www.alfabeta.net/precio/nasacort-aq.html,selenium,yes,no,1,0,1,1
NASITRAL,Cassará,https://www.alfabeta.net/precio/nasitral.html,selenium,yes,no,2,0,1,2
NASONEX,Organon Arg.,https://www.alfabeta.net/precio/nasonex.html,selenium,yes,no,1,0,0,0
NASONEX MINI,Organon Arg.,https://www.alfabeta.net/precio/nasonex-mini.html,selenium,yes,no,1,0,1,1
NASTIZOL,Bagó,https://www.alfabeta.net/precio/nastizol.html,selenium,yes,no,1,0,1,1
NASTIZOL COMPOSITUM,Bagó,https://www.alfabeta.net/precio/nastizol-compositum.html,selenium,yes,no,1,0,1,1
NATAX,Poen,https://www.alfabeta.net/precio/natax.html,selenium,yes,no,1,0,1,1
NATRILIX SR,Servier,https://www.alfabeta.net/precio/natrilix-sr.html,selenium,yes,no,1,0,0,0
NATROPAS,Finadiet,https://www.alfabeta.net/precio/natropas.html,selenium,yes,no,2,0,1,2
NATUACID,Excelentia,https://www.alfabeta.net/precio/natuacid.html,selenium,yes,no,9,0,1,9
NATULAX PLUS,Natufarma,https://www.alfabeta.net/precio/natulax-plus.html,selenium,yes,no,1,0,1,1
NATURA EXPRESS,Bausch & Lomb Arg.,https://www.alfabeta.net/precio/natura-express.html,selenium,yes,no,3,0,1,3
NATURA FENAC,Ariston,https://www.alfabeta.net/precio/natura-fenac.html,selenium,yes,no,1,0,1,1
NATURA LAGRIMAS,Ariston,https://www.alfabeta.net/precio/natura-lagrimas.html,selenium,yes,no,1,0,0,0
NATURAL LIFE MOVE,Natural Life,https://www.alfabeta.net/precio/natural-life-move.html,selenium,yes,no,1,0,1,1
NATURALDIET A.M.,A.M. Farma Activ,https://www.alfabeta.net/precio/naturaldiet-am.html,selenium,yes,no,1,0,1,1
NATURALGINA,E. J. Gezzi,https://www.alfabeta.net/precio/naturalgina.html,selenium,yes,no,1,0,1,1
NAUSEDRON,IMA,https://www.alfabeta.net/precio/nausedron.html,selenium,yes,no,1,0,1,1
NAVELBINE,Pierre Fabre Oncologie,https://www.alfabeta.net/precio/navelbine.html,selenium,yes,no,2,0,1,2
NAVELBINE ORAL,Pierre Fabre Oncologie,https://www.alfabeta.net/precio/navelbine-oral.html,selenium,yes,no,2,0,0,0
NEAGEL,Max Vision,https://www.alfabeta.net/precio/neagel.html,selenium,yes,no,1,0,1,1
NEARLEA,Elea,https://www.alfabeta.net/precio/nearlea.html,selenium,yes,no,1,0,1,1
NEBIBLOC,Lepetit,https://www.alfabeta.net/precio/nebibloc.html,selenium,yes,no,3,0,1,3
NEBICOR,Lazar,https://www.alfabeta.net/precio/nebicor.html,selenium,yes,no,4,0,1,4
NEBICOR D,Lazar,https://www.alfabeta.net/precio/nebicor-d.html,selenium,yes,no,1,0,1,1
NEBIDO,Vannier,https://www.alfabeta.net/precio/nebido.html,selenium,yes,no,1,0,0,0
NEBILET,Siegfried,https://www.alfabeta.net/precio/nebilet.html,selenium,yes,no,1,0,1,1
NEBILET D,Siegfried,https://www.alfabeta.net/precio/nebilet-d.html,selenium,yes,no,1,0,1,1
NEBIVOLOL DENVER FARMA,Denver Farma,https://www.alfabeta.net/precio/nebivolol-denver-farma.html,selenium,yes,no,1,0,1,1
NEBIX 10,Bagó,https://www.alfabeta.net/precio/nebix-10.html,selenium,yes,no,1,0,1,1
NEBIX 5,Bagó,https://www.alfabeta.net/precio/nebix-5.html,selenium,yes,no,1,0,1,1
NEBLIC,Lazar,https://www.alfabeta.net/precio/neblic.html,selenium,yes,no,2,0,0,0
