Product,Company,URL,Source,Scraped_By_Selenium,Scraped_By_API,Selenium_Records,API_Records,Selenium_Attempt,Last_Attempt_Records
COROSAN,Elea,https://www.alfabeta.net/precio/corosan.html,selenium,yes,no,3,0,1,3
COROSAN D,Elea,https://www.alfabeta.net/precio/corosan-d.html,selenium,yes,no,2,0,0,0
COROVAL 10,Roemmers,https://www.alfabeta.net/precio/coroval-10.html,selenium,yes,no,2,0,0,0
COROVAL 5,Roemmers,https://www.alfabeta.net/precio/coroval-5.html,selenium,yes,no,2,0,1,2
CORPRES 10,Roemmers,https://www.alfabeta.net/precio/corpres-10.html,selenium,yes,no,2,0,0,0
CORPRES 2.5,Roemmers,https://www.alfabeta.net/precio/corpres-25.html,selenium,yes,no,2,0,0,0
CORPRES 5,Roemmers,https://www.alfabeta.net/precio/corpres-5.html,selenium,yes,no,2,0,1,2
CORPRES D,Roemmers,https://www.alfabeta.net/precio/corpres-d.html,selenium,yes,no,2,0,1,2
CORREAS ELASTICAS PARA BOLSAS DE PIERNAS,Hollister,https://www.alfabeta.net/precio/correas-elasticas-para-bolsas-de-piernas.html,selenium,yes,no,1,0,0,0
CORRETAL,Eurofarma,https://www.alfabeta.net/precio/corretal.html,selenium,yes,no,1,0,1,1
CORTAGRIP,Omicron,https://www.alfabeta.net/precio/cortagrip.html,selenium,yes,no,2,0,1,2
CORTAGRIP C,Omicron,https://www.alfabeta.net/precio/cortagrip-c.html,selenium,yes,no,2,0,1,2
CORTEROID,Montpellier,https://www.alfabeta.net/precio/corteroid.html,selenium,yes,no,5,0,1,5
CORTEROID RETARD,Montpellier,https://www.alfabeta.net/precio/corteroid-retard.html,selenium,yes,no,2,0,0,0
CORTICAS,Casasco,https://www.alfabeta.net/precio/corticas.html,selenium,yes,no,6,0,1,6
CORTICAS L,Casasco,https://www.alfabeta.net/precio/corticas-l.html,selenium,yes,no,2,0,1,2
CORTICAS L UD,Casasco,https://www.alfabeta.net/precio/corticas-l-ud.html,selenium,yes,no,1,0,1,1
CORTICAS RETARD,Casasco,https://www.alfabeta.net/precio/corticas-retard.html,selenium,yes,no,1,0,1,1
CORTICOSAN,Fabra,https://www.alfabeta.net/precio/corticosan.html,selenium,yes,no,1,0,1,1
CORTIPYREN B,Gador,https://www.alfabeta.net/precio/cortipyren-b.html,selenium,yes,no,3,0,1,3
CORTISOLONA,Klonal,https://www.alfabeta.net/precio/cortisolona.html,selenium,yes,no,1,0,1,1
CORTISTAMIN L,Bagó,https://www.alfabeta.net/precio/cortistamin-l.html,selenium,yes,no,1,0,1,1
CORUBIN,Lazar,https://www.alfabeta.net/precio/corubin.html,selenium,yes,no,3,0,1,3
CORVITA C,Provefarma,https://www.alfabeta.net/precio/corvita-c.html,selenium,yes,no,1,0,1,1
COSEAL,Baxter Argentina,https://www.alfabeta.net/precio/coseal.html,selenium,yes,no,3,0,1,3
COSENTYX,Novartis,https://www.alfabeta.net/precio/cosentyx.html,selenium,yes,no,4,0,1,4
COSMEGEN,Bioprofarma Bagó,https://www.alfabeta.net/precio/cosmegen.html,selenium,yes,no,1,0,1,1
COST,Fada Pharma,https://www.alfabeta.net/precio/cost.html,selenium,yes,no,1,0,1,1
COTELLIC TABLETS 20 MG,Roche,https://www.alfabeta.net/precio/cotellic-tablets-20-mg.html,selenium,yes,no,1,0,1,1
COTRIMOX,Lepetit,https://www.alfabeta.net/precio/cotrimox.html,selenium,yes,no,1,0,1,1
COTRIMOX FORTE,Lepetit,https://www.alfabeta.net/precio/cotrimox-forte.html,selenium,yes,no,1,0,1,1
COTRIZOL-G,Klonal,https://www.alfabeta.net/precio/cotrizol-g.html,selenium,yes,no,1,0,1,1
COVADENIL,Química Luar,https://www.alfabeta.net/precio/covadenil.html,selenium,yes,no,1,0,1,1
COVADENIL SPORT,Química Luar,https://www.alfabeta.net/precio/covadenil-sport.html,selenium,yes,no,1,0,1,1
COVERAM 10/10,Servier,https://www.alfabeta.net/precio/coveram-1010.html,selenium,yes,no,1,0,1,1
COVERAM 10/5,Servier,https://www.alfabeta.net/precio/coveram-105.html,selenium,yes,no,1,0,1,1
COVERAM 5/10,Servier,https://www.alfabeta.net/precio/coveram-510.html,selenium,yes,no,1,0,1,1
COVERAM 5/5,Servier,https://www.alfabeta.net/precio/coveram-55.html,selenium,yes,no,1,0,1,1
COVERENE,Servier,https://www.alfabeta.net/precio/coverene.html,selenium,yes,no,1,0,1,1
COVERENE 10,Servier,https://www.alfabeta.net/precio/coverene-10.html,selenium,yes,no,1,0,1,1
COX-QUIN,Finadiet,https://www.alfabeta.net/precio/cox-quin.html,selenium,yes,no,8,0,1,8
COXAL,Beta,https://www.alfabeta.net/precio/coxal.html,selenium,yes,no,4,0,1,4
COZAAREX,Organon Arg.,https://www.alfabeta.net/precio/cozaarex.html,selenium,yes,no,2,0,1,2
COZAAREX D,Organon Arg.,https://www.alfabeta.net/precio/cozaarex-d.html,selenium,yes,no,3,0,1,3
CP ACNE DUO,Pharmatrix,https://www.alfabeta.net/precio/cp-acne-duo.html,selenium,yes,no,1,0,1,1
CP ACNE DUO MULTIDOSIS,Pharmatrix,https://www.alfabeta.net/precio/cp-acne-duo-multidosis.html,selenium,yes,no,1,0,1,1
CP ACNE DUO PAK,Pharmatrix,https://www.alfabeta.net/precio/cp-acne-duo-pak.html,selenium,yes,no,1,0,1,1
CP SPOT PATCH,Pharmatrix,https://www.alfabeta.net/precio/cp-spot-patch.html,selenium,yes,no,1,0,1,1
CPT 11,Varifarma,https://www.alfabeta.net/precio/cpt-11.html,selenium,yes,no,1,0,1,1
CRACOX 90,Microsules Arg.,https://www.alfabeta.net/precio/cracox-90.html,selenium,yes,no,2,0,1,2
CRADA,Casasco,https://www.alfabeta.net/precio/crada.html,selenium,yes,no,5,0,1,5
CRAFINE,Craveri,https://www.alfabeta.net/precio/crafine.html,selenium,yes,no,2,0,1,2
CRAVENORM,Craveri,https://www.alfabeta.net/precio/cravenorm.html,selenium,yes,no,1,0,1,1
CRAVERIL,Craveri,https://www.alfabeta.net/precio/craveril.html,selenium,yes,no,2,0,1,2
CRAVERIL DUO,Craveri,https://www.alfabeta.net/precio/craveril-duo.html,selenium,yes,no,1,0,1,1
CRAVERIL XR,Craveri,https://www.alfabeta.net/precio/craveril-xr.html,selenium,yes,no,2,0,1,2
CRAVETOL,Craveri,https://www.alfabeta.net/precio/cravetol.html,selenium,yes,no,1,0,1,1
CRAXABAN,Craveri,https://www.alfabeta.net/precio/craxaban.html,selenium,yes,no,2,0,1,2
CREA-LAFARMEN,Lafarmen,https://www.alfabeta.net/precio/crea-lafarmen.html,selenium,yes,no,1,0,1,1
CREATINA,PGN,https://www.alfabeta.net/precio/creatina.html,selenium,yes,no,1,0,1,1
CREATINA,Teingro,https://www.alfabeta.net/precio/creatina.html,selenium,yes,no,1,0,1,1
CREATINA + ELECTROLITOS SABOR BLUE LEMON,Laboratorio ENA,https://www.alfabeta.net/precio/creatina--electrolitos-sabor-blue-lemon.html,selenium,yes,no,1,0,1,1
CREATINA + ELECTROLITOS SABOR PINK LEMONADE,Laboratorio ENA,https://www.alfabeta.net/precio/creatina--electrolitos-sabor-pink-lemonade.html,selenium,yes,no,1,0,1,1
CREATINA 100% PURA,San Ceferino,https://www.alfabeta.net/precio/creatina-100-pura.html,selenium,yes,no,1,0,1,1
CREATINA LAFARMEN,Lafarmen,https://www.alfabeta.net/precio/creatina-lafarmen.html,selenium,yes,no,3,0,1,3
CREATINA MASTICABLE LAFARMEN,Lafarmen,https://www.alfabeta.net/precio/creatina-masticable-lafarmen.html,selenium,yes,no,1,0,1,1
CREATINA MELENA DE LEON MATCHA,Laboratorio WPN,https://www.alfabeta.net/precio/creatina-melena-de-leon-matcha.html,selenium,yes,no,1,0,1,1
CREATINA MICRONIZADA,Laboratorio ENA,https://www.alfabeta.net/precio/creatina-micronizada.html,selenium,yes,no,5,0,1,5
CREATINA MICRONIZADA,Lafarmen,https://www.alfabeta.net/precio/creatina-micronizada.html,selenium,yes,no,2,0,1,2
CREATINA MICRONIZADA CREAPURE,Lafarmen,https://www.alfabeta.net/precio/creatina-micronizada-creapure.html,selenium,yes,no,1,0,1,1
CREATINA MONOHIDRATO,Laboratorio WPN,https://www.alfabeta.net/precio/creatina-monohidrato.html,selenium,yes,no,2,0,1,2
CREATINA MONOHIDRATO CREAPURE,Laboratorio ENA,https://www.alfabeta.net/precio/creatina-monohidrato-creapure.html,selenium,yes,no,1,0,1,1
CREATINA SPECIAL NUTRITION,Innovapharma,https://www.alfabeta.net/precio/creatina-special-nutrition.html,selenium,yes,no,1,0,1,1
CREATINA SPORT,The Sports Company,https://www.alfabeta.net/precio/creatina-sport.html,selenium,yes,no,1,0,1,1
CREATINA STICKS,ISA,https://www.alfabeta.net/precio/creatina-sticks.html,selenium,yes,no,1,0,1,1
CREATINA ULTRA,Lafarmen,https://www.alfabeta.net/precio/creatina-ultra.html,selenium,yes,no,1,0,1,1
CREATINA VITAL,A.M. Farma Activ,https://www.alfabeta.net/precio/creatina-vital.html,selenium,yes,no,2,0,1,2
CREATINE MONOHYDRATE,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/creatine-monohydrate.html,selenium,yes,no,1,0,1,1
CREATINE MONOHYDRATE VW,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/creatine-monohydrate-vw.html,selenium,yes,no,2,0,1,2
CREATINE MONOHYDRATE VWS,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/creatine-monohydrate-vws.html,selenium,yes,no,1,0,1,1
CREMA ALGAS MARINAS,San Ceferino,https://www.alfabeta.net/precio/crema-algas-marinas.html,selenium,yes,no,1,0,1,1
CREMA CALENDULA EWE,Sanitas,https://www.alfabeta.net/precio/crema-calendula-ewe.html,selenium,yes,no,1,0,1,1
CREMA CENTELLA ASIATICA,San Ceferino,https://www.alfabeta.net/precio/crema-centella-asiatica.html,selenium,yes,no,1,0,1,1
CREMA DE BISMUTO CEVALLOS,Laboratorios Frasca,https://www.alfabeta.net/precio/crema-de-bismuto-cevallos.html,selenium,yes,no,1,0,1,1
CREMA DE BISMUTO CHOBET CON PECTINA,Soubeiran Chobet,https://www.alfabeta.net/precio/crema-de-bismuto-chobet-con-pectina.html,selenium,yes,no,3,0,1,3
CREMA DE BISMUTO LAFEDAR,Lafedar,https://www.alfabeta.net/precio/crema-de-bismuto-lafedar.html,selenium,yes,no,1,0,1,1
CREMA DE CALENDULAS,San Ceferino,https://www.alfabeta.net/precio/crema-de-calendulas.html,selenium,yes,no,1,0,1,1
CREMA DE ORDEÑE,San Ceferino,https://www.alfabeta.net/precio/crema-de-ordene.html,selenium,yes,no,1,0,1,1
CREMA DE ORDEÑE NORT,Nort,https://www.alfabeta.net/precio/crema-de-ordene-nort.html,selenium,yes,no,2,0,1,2
CREMA DE ORDEÑE NORT CENTELLA-CAFEINA,Nort,https://www.alfabeta.net/precio/crema-de-ordene-nort-centella-cafeina.html,selenium,yes,no,1,0,1,1
CREMA DE ORDEÑE NORT CON BABA DE CARACOL,Nort,https://www.alfabeta.net/precio/crema-de-ordene-nort-con-baba-de-caracol.html,selenium,yes,no,1,0,1,1
CREMA DE ORDEÑE SPINEDA,Pérez,https://www.alfabeta.net/precio/crema-de-ordene-spineda.html,selenium,yes,no,1,0,1,1
CREMA DENTAL ODOLITO TUTTI FRUTTI,Colgate,https://www.alfabeta.net/precio/crema-dental-odolito-tutti-frutti.html,selenium,yes,no,1,0,1,1
CREMA HIDR.Y NUTR. EL MONJE NEGRO,Lersan,https://www.alfabeta.net/precio/crema-hidry-nutr-el-monje-negro.html,selenium,yes,no,1,0,1,1
CREMA RELAX NORT,Nort,https://www.alfabeta.net/precio/crema-relax-nort.html,selenium,yes,no,1,0,1,1
CREMA SPINEDA,Pérez,https://www.alfabeta.net/precio/crema-spineda.html,selenium,yes,no,4,0,1,4
CREMOQUINONA CICATRICES,PharmaDorf,https://www.alfabeta.net/precio/cremoquinona-cicatrices.html,selenium,yes,no,1,0,1,1
CREMSOR N,Megalabs Argentina,https://www.alfabeta.net/precio/cremsor-n.html,selenium,yes,no,1,0,1,1
CREMTOTAL LIMPIADOR ACTIVO,Rospaw,https://www.alfabeta.net/precio/cremtotal-limpiador-activo.html,selenium,yes,no,2,0,1,2
CREMTOTAL ULTRA,Rospaw,https://www.alfabeta.net/precio/cremtotal-ultra.html,selenium,yes,no,2,0,1,2
CREMTOTAL ULTRA NEUTRO CREMA,Rospaw,https://www.alfabeta.net/precio/cremtotal-ultra-neutro-crema.html,selenium,yes,no,2,0,1,2
CREMTOTAL ULTRA NEUTRO POLVO,Rospaw,https://www.alfabeta.net/precio/cremtotal-ultra-neutro-polvo.html,selenium,yes,no,2,0,1,2
CREMTOTAL ULTRA POLVO,Rospaw,https://www.alfabeta.net/precio/cremtotal-ultra-polvo.html,selenium,yes,no,2,0,1,2
CREON 10000,Abbott EPD,https://www.alfabeta.net/precio/creon-10000.html,selenium,yes,no,2,0,1,2
CREON 25000,Abbott EPD,https://www.alfabeta.net/precio/creon-25000.html,selenium,yes,no,2,0,1,2
CREON 5000,Abbott EPD,https://www.alfabeta.net/precio/creon-5000.html,selenium,yes,no,1,0,1,1
CREOSEDIN,Rontag,https://www.alfabeta.net/precio/creosedin.html,selenium,yes,no,4,0,1,4
CRESEMBA,LKM,https://www.alfabeta.net/precio/cresemba.html,selenium,yes,no,2,0,1,2
CRESTOR,AstraZeneca,https://www.alfabeta.net/precio/crestor.html,selenium,yes,no,6,0,1,6
CRIALIX,Siegfried,https://www.alfabeta.net/precio/crialix.html,selenium,yes,no,2,0,1,2
CRIBINA,Aspen,https://www.alfabeta.net/precio/cribina.html,selenium,yes,no,1,0,1,1
CRIBOROL,Lazar,https://www.alfabeta.net/precio/criborol.html,selenium,yes,no,1,0,1,1
CRIMA 1000,Fada Pharma,https://www.alfabeta.net/precio/crima-1000.html,selenium,yes,no,1,0,1,1
CRINONE 8%,Merck Serono,https://www.alfabeta.net/precio/crinone-8.html,selenium,yes,no,1,0,1,1
CRIOSPRAY,Grimberg,https://www.alfabeta.net/precio/criospray.html,selenium,yes,no,1,0,1,1
CRISABON,Tuteur,https://www.alfabeta.net/precio/crisabon.html,selenium,yes,no,1,0,1,1
CRISAPLA,LKM,https://www.alfabeta.net/precio/crisapla.html,selenium,yes,no,2,0,1,2
CRISLY AGUA MICELAR,Kriler,https://www.alfabeta.net/precio/crisly-agua-micelar.html,selenium,yes,no,1,0,1,1
CRISLY LECHE DE LIMPIEZA,Kriler,https://www.alfabeta.net/precio/crisly-leche-de-limpieza.html,selenium,yes,no,1,0,1,1
CRISLY LECHE EMOLIENTE,Kriler,https://www.alfabeta.net/precio/crisly-leche-emoliente.html,selenium,yes,no,1,0,1,1
CRISLY PROTECTOR SOLAR FACIAL,Kriler,https://www.alfabeta.net/precio/crisly-protector-solar-facial.html,selenium,yes,no,1,0,1,1
CRISLY SERUM C15,Kriler,https://www.alfabeta.net/precio/crisly-serum-c15.html,selenium,yes,no,1,0,1,1
CRISLY SERUM HB3,Kriler,https://www.alfabeta.net/precio/crisly-serum-hb3.html,selenium,yes,no,1,0,1,1
CRISLY SERUM HB5,Kriler,https://www.alfabeta.net/precio/crisly-serum-hb5.html,selenium,yes,no,1,0,1,1
CRISOFIMINA,Tuteur,https://www.alfabeta.net/precio/crisofimina.html,selenium,yes,no,1,0,1,1
CRISPLUS,Elea,https://www.alfabeta.net/precio/crisplus.html,selenium,yes,no,4,0,1,4
CRISTACLAR,Beta,https://www.alfabeta.net/precio/cristaclar.html,selenium,yes,no,2,0,1,2
CROCINON,Craveri,https://www.alfabeta.net/precio/crocinon.html,selenium,yes,no,1,0,1,1
CRONO CORTICAS,Casasco,https://www.alfabeta.net/precio/crono-corticas.html,selenium,yes,no,1,0,1,1
CRONOBETACORT,Medisol,https://www.alfabeta.net/precio/cronobetacort.html,selenium,yes,no,1,0,1,1
CRONOCORTEROID,Montpellier,https://www.alfabeta.net/precio/cronocorteroid.html,selenium,yes,no,1,0,1,1
CRONODICASONE,Baliarda,https://www.alfabeta.net/precio/cronodicasone.html,selenium,yes,no,1,0,1,1
CRONODICASONE DEPOT,Baliarda,https://www.alfabeta.net/precio/cronodicasone-depot.html,selenium,yes,no,1,0,1,1
CRONOPEN,Elea,https://www.alfabeta.net/precio/cronopen.html,selenium,yes,no,5,0,1,5
CRONOPEN BALSAMICO,Elea,https://www.alfabeta.net/precio/cronopen-balsamico.html,selenium,yes,no,3,0,1,3
CRONOSOL 50+ FLUIDO,Lagos,https://www.alfabeta.net/precio/cronosol-50-fluido.html,selenium,yes,no,1,0,1,1
CRUJINAT BITE PROTEIN,Framingham Pharma,https://www.alfabeta.net/precio/crujinat-bite-protein.html,selenium,yes,no,2,0,1,2
CRUZAL 20,Finadiet,https://www.alfabeta.net/precio/cruzal-20.html,selenium,yes,no,1,0,1,1
CRUZAL 40,Finadiet,https://www.alfabeta.net/precio/cruzal-40.html,selenium,yes,no,1,0,1,1
CRUZAL APM,Finadiet,https://www.alfabeta.net/precio/cruzal-apm.html,selenium,yes,no,2,0,1,2
CRUZAL L 20,Finadiet,https://www.alfabeta.net/precio/cruzal-l-20.html,selenium,yes,no,1,0,1,1
CRUZAL URO,Finadiet,https://www.alfabeta.net/precio/cruzal-uro.html,selenium,yes,no,1,0,1,1
CUADEL,Cetus,https://www.alfabeta.net/precio/cuadel.html,selenium,yes,no,2,0,1,2
CUADRUPLE TERAPIA TBC,Lafedar,https://www.alfabeta.net/precio/cuadruple-terapia-tbc.html,selenium,yes,no,1,0,1,1
CUAIT D,Ariston,https://www.alfabeta.net/precio/cuait-d.html,selenium,yes,no,1,0,1,1
CUAIT TRIFLUOPERAZINA,Ariston,https://www.alfabeta.net/precio/cuait-trifluoperazina.html,selenium,yes,no,2,0,1,2
CUATROEPI,Varifarma,https://www.alfabeta.net/precio/cuatroepi.html,selenium,yes,no,1,0,1,1
CUBICIN RT,MSD Argentina SRL,https://www.alfabeta.net/precio/cubicin-rt.html,selenium,yes,no,1,0,1,1
CUBITAN,Nutricia-Bagó,https://www.alfabeta.net/precio/cubitan.html,selenium,yes,no,1,0,1,1
CUIDAFEM,Laboratorios Bernabó,https://www.alfabeta.net/precio/cuidafem.html,selenium,yes,no,1,0,1,1
CUPRIPEN,Ariston,https://www.alfabeta.net/precio/cupripen.html,selenium,yes,no,1,0,1,1
CURCUMA + JENGIBRE NATULIV,Laboratorio ENA,https://www.alfabeta.net/precio/curcuma--jengibre-natuliv.html,selenium,yes,no,1,0,1,1
CURCUMA + JENGIBRE VITAMIN WAY,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/curcuma--jengibre-vitamin-way.html,selenium,yes,no,1,0,1,1
CURCUMA INCAICO,Donato Zurlo,https://www.alfabeta.net/precio/curcuma-incaico.html,selenium,yes,no,1,0,1,1
CURCUMA NUTRICEUTIC,Eurolab,https://www.alfabeta.net/precio/curcuma-nutriceutic.html,selenium,yes,no,1,0,1,1
CURCUMA NUTRIFARMA,Laboratorio Millet,https://www.alfabeta.net/precio/curcuma-nutrifarma.html,selenium,yes,no,1,0,1,1
CURCUMA PGN,PGN,https://www.alfabeta.net/precio/curcuma-pgn.html,selenium,yes,no,1,0,1,1
CURCUMA PLUS,Provefarma,https://www.alfabeta.net/precio/curcuma-plus.html,selenium,yes,no,1,0,1,1
CURCUMIN ASIAN,Provefarma,https://www.alfabeta.net/precio/curcumin-asian.html,selenium,yes,no,1,0,1,1
CUREFINI,Sidus,https://www.alfabeta.net/precio/curefini.html,selenium,yes,no,4,0,1,4
CURFLEX,Laboratorio Millet,https://www.alfabeta.net/precio/curflex.html,selenium,yes,no,1,0,1,1
CURFLEX ADVANCED,Laboratorio Millet,https://www.alfabeta.net/precio/curflex-advanced.html,selenium,yes,no,1,0,1,1
CURFLEX ALIV,Laboratorio Millet,https://www.alfabeta.net/precio/curflex-aliv.html,selenium,yes,no,1,0,1,1
CURFLEX CBD,Laboratorio Millet,https://www.alfabeta.net/precio/curflex-cbd.html,selenium,yes,no,2,0,1,2
CURFLEX DUO,Laboratorio Millet,https://www.alfabeta.net/precio/curflex-duo.html,selenium,yes,no,1,0,1,1
CURFLEX PLUS,Laboratorio Millet,https://www.alfabeta.net/precio/curflex-plus.html,selenium,yes,no,1,0,1,1
CURFLEX PLUS+CURFLEX CBD,Laboratorio Millet,https://www.alfabeta.net/precio/curflex-pluscurflex-cbd.html,selenium,yes,no,1,0,1,1
CURFLEX TRIPLE ACCION,Laboratorio Millet,https://www.alfabeta.net/precio/curflex-triple-accion.html,selenium,yes,no,1,0,1,1
CURFLEX UCII+CURFLEX CBD S/AR,Laboratorio Millet,https://www.alfabeta.net/precio/curflex-uciicurflex-cbd-sar.html,selenium,yes,no,1,0,1,1
CURINFLAM,Duncan,https://www.alfabeta.net/precio/curinflam.html,selenium,yes,no,2,0,1,2
CURINFLAM A.P.,Duncan,https://www.alfabeta.net/precio/curinflam-ap.html,selenium,yes,no,1,0,1,1
CURINFLAM GESIC,Duncan,https://www.alfabeta.net/precio/curinflam-gesic.html,selenium,yes,no,1,0,1,1
CURINFLAM PLUS,Duncan,https://www.alfabeta.net/precio/curinflam-plus.html,selenium,yes,no,1,0,1,1
CURINFLAM VL,Duncan,https://www.alfabeta.net/precio/curinflam-vl.html,selenium,yes,no,1,0,1,1
CUROSURF 120,Biopas Argentina,https://www.alfabeta.net/precio/curosurf-120.html,selenium,yes,no,1,0,1,1
CUROSURF 240,Biopas Argentina,https://www.alfabeta.net/precio/curosurf-240.html,selenium,yes,no,1,0,1,1
CUSTEY,Microsules Arg.,https://www.alfabeta.net/precio/custey.html,selenium,yes,no,1,0,1,1
CUTA,Fortbenton,https://www.alfabeta.net/precio/cuta.html,selenium,yes,no,1,0,1,1
CUTANIT,Lazar,https://www.alfabeta.net/precio/cutanit.html,selenium,yes,no,1,0,1,1
CUTANIT B,Lazar,https://www.alfabeta.net/precio/cutanit-b.html,selenium,yes,no,2,0,1,2
CUTANIT LOCION,Lazar,https://www.alfabeta.net/precio/cutanit-locion.html,selenium,yes,no,1,0,1,1
CUTAQUIG,Infinity Pharma,https://www.alfabeta.net/precio/cutaquig.html,selenium,yes,no,4,0,1,4
CVP CANNABIDIOL,Elea,https://www.alfabeta.net/precio/cvp-cannabidiol.html,selenium,yes,no,1,0,1,1
CVP DUO,Elea,https://www.alfabeta.net/precio/cvp-duo.html,selenium,yes,no,3,0,1,3
CVP FLEBO,Elea,https://www.alfabeta.net/precio/cvp-flebo.html,selenium,yes,no,1,0,1,1
CYCLO 3,Sidus,https://www.alfabeta.net/precio/cyclo-3.html,selenium,yes,no,3,0,1,3
CYCLOFEM INY,Cassará,https://www.alfabeta.net/precio/cyclofem-iny.html,selenium,yes,no,1,0,1,1
CYCLOPARIN,Siegfried,https://www.alfabeta.net/precio/cycloparin.html,selenium,yes,no,1,0,1,1
CYMBALTA,Adium,https://www.alfabeta.net/precio/cymbalta.html,selenium,yes,no,4,0,1,4
CYRAMZA 100 MG,Adium,https://www.alfabeta.net/precio/cyramza-100-mg.html,selenium,yes,no,1,0,1,1
CYRAMZA 500 MG,Adium,https://www.alfabeta.net/precio/cyramza-500-mg.html,selenium,yes,no,1,0,1,1
CYSTADANE,Tuteur,https://www.alfabeta.net/precio/cystadane.html,selenium,yes,no,1,0,1,1
CYSTADROPS,Tuteur,https://www.alfabeta.net/precio/cystadrops.html,selenium,yes,no,1,0,1,1
CYSTAGON,Tuteur,https://www.alfabeta.net/precio/cystagon.html,selenium,yes,no,1,0,1,1
CYSTAM 150 MG,Conifarma,https://www.alfabeta.net/precio/cystam-150-mg.html,selenium,yes,no,1,0,1,1
CYSTAM 50 MG,Conifarma,https://www.alfabeta.net/precio/cystam-50-mg.html,selenium,yes,no,1,0,1,1
CÚRCUMA + JENGIBRE CON PIMIENTA VW,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/curcuma--jengibre-con-pimienta-vw.html,selenium,yes,no,1,0,1,1
D-FRUCTUOSA,Lafarmen,https://www.alfabeta.net/precio/d-fructuosa.html,selenium,yes,no,1,0,1,1
D.A.P.S.,Rontag,https://www.alfabeta.net/precio/daps.html,selenium,yes,no,1,0,1,1
DABATROX,Adium,https://www.alfabeta.net/precio/dabatrox.html,selenium,yes,no,3,0,1,3
DABIDANE,Elea,https://www.alfabeta.net/precio/dabidane.html,selenium,yes,no,5,0,1,5
DACARBAZINA KEMEX,Kemex,https://www.alfabeta.net/precio/dacarbazina-kemex.html,selenium,yes,no,1,0,1,1
DACARBAZINA VARIFARMA,Varifarma,https://www.alfabeta.net/precio/dacarbazina-varifarma.html,selenium,yes,no,1,0,1,1
DACEKS FQ,Lafedar,https://www.alfabeta.net/precio/daceks-fq.html,selenium,yes,no,2,0,1,2
DACTEN,Elea,https://www.alfabeta.net/precio/dacten.html,selenium,yes,no,4,0,1,4
DACTEN D,Elea,https://www.alfabeta.net/precio/dacten-d.html,selenium,yes,no,2,0,1,2
DACTILUS,Elea,https://www.alfabeta.net/precio/dactilus.html,selenium,yes,no,1,0,1,1
DAFEX,Elea,https://www.alfabeta.net/precio/dafex.html,selenium,yes,no,1,0,1,1
DAFLON 1000,Servier,https://www.alfabeta.net/precio/daflon-1000.html,selenium,yes,no,3,0,1,3
DAFLON 500,Servier,https://www.alfabeta.net/precio/daflon-500.html,selenium,yes,no,3,0,1,3
DAGLIBEN,Montpellier,https://www.alfabeta.net/precio/dagliben.html,selenium,yes,no,1,0,1,1
DAGLIBEN MET,Montpellier,https://www.alfabeta.net/precio/dagliben-met.html,selenium,yes,no,2,0,1,2
DAGOL CETUS,Cetus,https://www.alfabeta.net/precio/dagol-cetus.html,selenium,yes,no,2,0,1,2
DAILY 100% WHEY,Pharmamerican S.R.L.,https://www.alfabeta.net/precio/daily-100-whey.html,selenium,yes,no,2,0,1,2
DAIV,Fada Pharma,https://www.alfabeta.net/precio/daiv.html,selenium,yes,no,1,0,1,1
DAKTARIN,Janssen-Cilag,https://www.alfabeta.net/precio/daktarin.html,selenium,yes,no,1,0,1,1
DALACIN C 300,Pfizer,https://www.alfabeta.net/precio/dalacin-c-300.html,selenium,yes,no,1,0,1,1
DALCARA,Bioprofarma Bagó,https://www.alfabeta.net/precio/dalcara.html,selenium,yes,no,1,0,1,1
DALFYRAN,Tuteur,https://www.alfabeta.net/precio/dalfyran.html,selenium,yes,no,2,0,1,2
DAMARIS,Elea,https://www.alfabeta.net/precio/damaris.html,selenium,yes,no,1,0,1,1
DAMSEL,Gador,https://www.alfabeta.net/precio/damsel.html,selenium,yes,no,1,0,1,1
DAMSELLA,Gador,https://www.alfabeta.net/precio/damsella.html,selenium,yes,no,1,0,1,1
DANANTIZOL,Gador,https://www.alfabeta.net/precio/danantizol.html,selenium,yes,no,2,0,1,2
DANFERANE,Rivero,https://www.alfabeta.net/precio/danferane.html,selenium,yes,no,1,0,1,1
DANLOX,Casasco,https://www.alfabeta.net/precio/danlox.html,selenium,yes,no,4,0,1,4
DANLOX RAPIDO,Casasco,https://www.alfabeta.net/precio/danlox-rapido.html,selenium,yes,no,5,0,1,5
DANTROCRIS,IMA,https://www.alfabeta.net/precio/dantrocris.html,selenium,yes,no,1,0,1,1
DAOZIMA,Framingham Pharma,https://www.alfabeta.net/precio/daozima.html,selenium,yes,no,1,0,1,1
DAPABER,Laboratorios Bernabó,https://www.alfabeta.net/precio/dapaber.html,selenium,yes,no,1,0,1,1
DAPAX,Baliarda,https://www.alfabeta.net/precio/dapax.html,selenium,yes,no,2,0,1,2
DAPIBUS,Bioprofarma Bagó,https://www.alfabeta.net/precio/dapibus.html,selenium,yes,no,2,0,1,2
DAPSOGEL,Lazar,https://www.alfabeta.net/precio/dapsogel.html,selenium,yes,no,1,0,1,1
